Language	Value	Reference
Karen (Bwe)	 SV	Henderson 1997: passim
Karen (Pwo)	 SV	Kato 2003: 639
Karen (Sgaw)	 SV	Jones 1961: 30, 55, passim
Karimojong	 VS	Novelli 1985: 19, 534
Karkar-Yuri	 SV	Rigden n.d. (a): 92, 94
Karó (Arára)	 SV	Gabas 1999: 120
Karok	 SV	Bright 1977: passim 
Kasem	 SV	Bonvini 1988: 31
Kashmiri	 SV	Wali and Koul 1997: 89 
Kasong	 SV	Sunee 2003: 171
Katcha	 SV	Tucker and Bryan 1966: 311
Kathlamet	 VS	Hymes 1955: passim
Kati (in West Papua, Indonesia)	 SV	Boelaars 1950: 124, 79
Katla	 SV	Tucker and Bryan 1966: 268
Kaulong	 SV	Ross 2002i: 404
Kawaiisu	 No dominant order	Zigmond et al. 1990-1991: passim
Kayabí	 SV	Gomes 2007: 72; Dobson 1997: 93
Kayah Li (Eastern)	 SV	Solnit 1986: 254-255
Kayapó	 SV	Thomson and Stout 1974a: 37
Kayardild	 SV	Evans 1995: passim
Kele	 SV	Ross 2002k: 142
Kemant	 SV	Appleyard 1975: 344
Kenga	 SV	Vandame 1968: 15, 56
Kera	 SV	Ebert 1979: 206
Keresan (Santa Ana)	 SV	Davis 1960: 119-121, 135; Davis 1964: 129-130, 137
Ket	 SV	Werner 1997a: 332 
Kete	 SV	Kamba Muzenga 1980: passim
Kewa	 SV	Franklin 1967: 35, 54-55; Franklin 1971: 71-72
Khalaj	 SV	Doerfer 1988: 239 
Khaling	 SV	Toba 1984: 3
Khalkha	 SV	Binnick 1979: 3
Kham	 SV	Watters 1998: 434; Watters 1973: 60-62
Kham (Dege)	 SV	Häsler 1999: 133
Kham (Tibetan) (Nangchen)	 SV	Causemann 1989: 115
Khanty	 SV	Filchenko 2007: 362
Kharia	 SV	
Khasi	 SV	Rabel 1961: 126
Khmer	 SV	Gorgoniev 1966: 109
Khmu'	 SV	Smalley 1961: passim 39, passim
Khowar	 SV	Bashir 2000: passim
Khün	 SV	Petsuk 1978: 67-69
Kikuyu	 SV	Barlow 1960: passim
Kilivila	 VS	Senft 1986: 108
Kiliwa	 SV	Mixco 1971: passim
Kiluba	 SV	DeClercq 1929: 96
Kimaghama	 SV	Boelaars 1950: 34
Kinga	 SV	Wolff 1905: 101, 102
Kinnauri	 SV	Sharma 1988: 190
Kinyarwanda	 SV	Hurel 1959: 183
Kiowa	 SV	Watkins 1984: 205-207
Kipea	 VS	Adam 1897: 12
Kire	 SV	Stanhope 1972: 60-61, passim
Kiribati	 VS	Cowell 1951: 5; Groves et al. 1985: 108
Kirma	 SV	Prost 1964b: passim
Kisi	 SV	Childs 1995: 249
Kiwai (Southern)	 SV	Ray 1933: 13
Klamath	 No dominant order	Gatschet 1890: passim
Klao	 SV	Rickard 1970: passim
Klikitat	 VS	Jacobs 1931: 270
Koasati	 SV	Kimball 1991: 514-516
Kobon	 SV	Davies 1981b: 47
Koegu	 SV	Hieda 1998: 367
Koiali (Mountain)	 SV	Garland and Garland 1975: 442
Koita	 SV	Dutton 1975: 292
Kokborok	 SV	Karapurkar 1976: 88
Kokota	 VS	Palmer 2002: 513
Kolami	 SV	Emeneau 1955: 115-116
Kombai	 SV	de Vries 1989: 171
Kombio	 SV	Yi 2008: 21
Komi-Zyrian	 SV	Hausenberg 1998: 321
Komo	 SV	Tucker and Bryan 1966: 367
Kongo	 SV	Carrie 1890: 159, 162
Konkow	 SV	Ultan 1967: passim
Konni	 SV	Cahill 1999: 9
Korana	 No dominant order	Meinhof 1930: passim 51-53
Korean	 SV	Ramstedt 1968: 184; Sohn 1999: 293 
Koreguaje	 VS	Cook and Criswell 1993: iii
Korku	 SV	Drake 1903: 141; Nagaraja 1999: 96
Koromfe	 SV	Rennison 1997: 150
Korowai	 SV	van Enk and de Vries 1997: 9 
Koryak	 SV	Bogoras 1917: passim
Kosraean	 SV	Lee 1975: 319
Koya	 SV	Tyler 1969: 103-104
Koyraboro Senni	 SV	Prost 1956: 57, 124; Heath 1999a: 8
Koyra Chiini	 SV	Heath 1999b: 11
Koyukon	 SV	Chapman 1914: passim
Krahô	 SV	Shell 1952: 121
Krenak	 SV	Seki 2004: 139
Kresh	 SV	Santandrea 1976: 59; Tucker and Bryan 1966: 81
Krongo	 VS	Reh 1985: 144; Reh 1983: 47
Kryz	 SV	Authier 2004: 222
Kugu Nganhcara	 SV	Smith and Johnson 2000: 384
Kuikúro	 SV	Franchetto 2002; Franchetto 2004
Kuku-Yalanji	 SV	Hershberger 1964b: 28-29, 32, 34
Kulung	 SV	Tolsma 1999: passim
Kuman	 SV	Trefry 1969: 20
Kumauni	 SV	Apte and Pattanayak 1967: 59, 61
Kuna	 SV	Gianelli 2001: §6.1
Kunama	 SV	Böhm 1984: 91; Tucker and Bryan 1966: 346
Kunimaipa	 SV	Geary 1977: 77
Kuot	 VS	Chung and Chung 1996: 1-2, 4
Kurdish (Central)	 SV	Abdulla and McCarus 1967: 182, 245; Blau 1980: 42
Kusunda	 SV	Reinhard and Toba 1970: 16
Kutenai	 VS	
Kuuk Thaayorre	 SV	Hall 1972: 60
Kuuku Ya'u	 SV	Thompson 1988: passim
Kuvi	 SV	Israel 1979: 252-253
Kwaio	 SV	Keesing 1985: 164
Kwakw'ala	 No dominant order	Boas and Hunt 1905: passim
Kwangali	 SV	Dammann 1957: 109
Kwaza	 SV	van der Voort 2004: 100 
Kwoma	 SV	Kooyers 1974: 36
Kwomtari	 SV	Spencer 2008: 124, 147
Kxoe	 SV	Köhler 1981: 539
Kyaka	 SV	Draper and Draper 2002: 6
Kyirong	 SV	Huber 2005: passim
Kyuquot	 VS	Rose 1981: ii
Laal	 SV	Boyeldieu 1982: passim
Labu	 SV	Siegel 1984: 109
Lacandón	 No dominant order	Bruce 1968: passim
Ladakhi	 SV	Koshal 1979: passim
Lagwan	 SV	Lukas 1936: 22
Lahu	 SV	Matisoff 1973: 40, 191
Lai	 SV	Hay-Neave 1953: passim
Lak	 SV	Zhirkov 1955: 135
Lakhota	 SV	Buechel 1939: 216; Rood and Taylor 1996: 450, 453; Boas and Deloria 1941: 3, 154
Lalo	 SV	Björverud 1998: 158
Lamaholot	 SV	Arndt 1937: passim
Lamang	 VS	Wolff 1983: 189-190, 228-229
Lamani	 SV	Trail 1970: 38-39
Lamen	 SV	Early 2002b: 678
Lampung	 SV	Walker 1976: 8, 12
Langi	 SV	Seidel 1898: 391
Lango	 SV	Noonan 1992: 119
Lao	 SV	Yates and Sayisthsena 1970: 5, 47, 64, 3, passim
Laragia	 SV	Capell 1984b: passim
Latvian	 No dominant order	Bielenstein 1863: 413 
Lavukaleve	 SV	Terrill 1999: 204, 9.2 
Lebeo	 SV	Gérard 1924: 125
Lega	 SV	Botne 2003: 445
Leggbó	 SV	
Leko	 SV	van de Kerke 2002: passim
Lele	 SV	Frajzyngier 2001: 109
Lelemi	 SV	Höftmann 1971: 50
Lenakel	 SV	Lynch 1978: 90
Lendu	 SV	Tucker 1967: 402; Tucker and Bryan 1966: 46, 55
Lepcha	 SV	Mainwaring 1876: 119
Lese	 SV	Vorbichler 1965: 155
Leti	 SV	van Engelenhoven 1995: 190
Lewo	 SV	Early 1994a: 297
Lezgian	 SV	Gadzhiev 1963: 12; Haspelmath 1993: 5, 298
Lhomi	 SV	Vesalainen and Vesalainen 1980: passim
Lillooet	 VS	van Eijk 1997: 228
Limbu	 SV	Weidert and Subba 1985: passim
Limilngan	 No dominant order	Harvey 2001: passim
Linda	 SV	Cloarec-Heiss 1986: 451-425
Lingala	 SV	Meeuwis 1998: 39
Lisu	 SV	Hope 1974: passim
Lithuanian	 SV	Dambriunas et al. 1966: 78
Logoti	 SV	Tucker 1967: 189-190
Lokono	 No dominant order	Pet 1987: 45, 69, 156
Londo	 SV	Kuperus 1985: passim
Longgu	 VS	Hill 2002: 554
Loniu	 SV	Hamel 1985: 6, 210
Lotha	 SV	Acharya 1983: 151
Lou	 SV	Stutzman 1997: 7, 14
Lucazi	 SV	Fleisch 2001: 200
Luganda	 SV	Ashton et al. 1954: 265-266, 144, passim
Lugbara	 SV	Crazzolara 1960: 164
Luiseño	 SV	Akmajian et al. 1979: passim; Kroeber and Grace 1960: 172; Malécot 1963a: 208; Munro 1976a: passim
Lunda	 SV	Kawasha 2003: 248
Luo	 SV	Omondi 1982: 45, 118-119
Lusi	 SV	Counts 1969: 138
Luvale	 SV	Horton 1949: passim 188
Ma	 SV	Tucker and Bryan 1966: 131
Ma'anyan	 SV	Gudai 1988: 146
Maasai	 VS	Tucker and Mpaayei 1955: 7
Maba	 SV	Trenga 1947: 129, 131; Tucker and Bryan 1966: 204; Lukas 1933: 34
Macedonian	 SV	Friedman 1993: 285
Machiguenga	 VS	Snell and Wise 1963: passim
Macushi	 No dominant order	Carson 1982: passim; Williams 1932: 68, 125; Abbott 1991: 24-26
Mada (in Cameroon)	 SV	Barreteau and Brunet 2000: passim
Ma'di	 SV	Tucker and Bryan 1966: 46-47; Blackings and Fabb 2003; Tucker 1967: 186-187
Madimadi	 No dominant order	Hercus 1986a: passim
Mae	 SV	Capell 1962a: 6, 46
Magahi	 SV	Verma 2003b: 312
Magar	 SV	Shepherd and Shepherd 1973: passim
Magi	 SV	Thomson 1975a: 609
Maidu (Northeast)	 SV	Shipley 1964: passim
Maipure	 No dominant order	Zamponi 2003a: 48
Mairasi	 SV	Peckham 1982: 75
Maisin	 SV	Ross 1984: passim 59
Maithili	 SV	Jha 1958: passim
Majang	 VS	Unseth 1989: 97, 108
Makaa	 SV	Heath 2003: 346
Makah	 VS	
Makasae	 SV	Huber 2008: 3
Maklew	 SV	Boelaars 1950: 20
Makonde	 SV	Harries 1940: passim
Makua	 SV	Woodward 1926: passim
Malagasy	 VS	Bennett 1986: 24-25; Domenichini-Ramiaramanana 1977: 63
Malakmalak	 SV	Birk 1976: 113, 121
Malayalam	 SV	Asher and Kumari 1997: 109
Maleu	 SV	Haywood 1996: 175
Malgwa	 SV	Löhr 2002: 245, 248
Malto	 SV	Steever 1998c: 383
Mam	 VS	England 1983: 193
Mamanwa	 VS	Miller and Miller 1976: 70-71
Mambila	 SV	Meyer 1940: 41, 45, 49, 50
Mamvu	 SV	Vorbichler 1971: 320-326; Tucker and Bryan 1966: 46-50, 55
Manadonese	 SV	Wantalangi 1993: 60, 96ff
Manam	 SV	Lichtenberk 1983: 101
Manange	 SV	Hildebrandt 2004: 110
Manchu	 SV	Haenisch 1961: 65
Mandan	 SV	Kennard 1936: 32, passim
Mandarin	 SV	Li and Thompson 1981: 26
Mandinka (Gambian)	 SV	Rowlands 1959: 3-4
Manem	 SV	Voorhoeve 1975: 416
Mangap-Mbula	 SV	Bugenhagen 1995: 15
Mangarrayi	 SV	Merlan 1982: passim
Mangbetu	 SV	Tucker and Bryan 1966: 46, 49
Manggarai	 SV	Semiun 1993: 2, 43
Mangghuer	 SV	Slater 2003: 112
Mango	 SV	Khamis 1983: 151
Maninka (Western)	 SV	Delafosse 1929: 265
Mankon	 SV	Leroy 2003: 398
Mano	 SV	Becker-Donner 1965: 17
Manobo (Western Bukidnon)	 VS	Elkins 1970: 17, 19, 20
Mansi	 SV	Murphy 1968: 136
Maori	 VS	Bauer 1993: 89 
Mapudungun	 VS	Smeets 1989: 444 
Mara	 No dominant order	Heath 1981: passim
Maranungku	 SV	Tryon 1970b: 17, 47
Marathi	 SV	
Marchha	 SV	Sharma 1989c: passim
Margany	 SV	Breen 1981a: 335
Margi	 SV	Hoffmann 1963: 46, 273
Maricopa	 SV	Gordon 1986: 15, 74
Marind	 SV	Boelaars 1950: 3
Maringarr	 SV	Tryon 1974: 136
Marquesan	 VS	Lynch 2002a: 874
Marrithiyel	 SV	Tryon 1974: 89
Martuthunira	 SV	Dench 1995: 238
Maru	 SV	Clerk 1911: 8
Masa	 SV	Caitucoli 1986: 44
Masakin	 No dominant order	Tucker and Bryan 1966: 287
Masalit	 SV	Edgar 1989: 74
Massachusett	 No dominant order	Goddard and Bragdon 1988: 586
Matis	 SV	Ferreira 2001: 114
Matngele	 SV	Tryon 1974: 53
Matsés	 SV	Fleck 2003: 814
Matuumbi	 SV	Odden 1996: 73
Mauka	 SV	Ebermann 1986a: 96, 161, 165, 183
Maung	 SV	Capell and Hinch 1970: 93
Maxakalí	 SV	Popovich and Popovich 2005: iv
Maybrat	 SV	Brown 1990: passim
Mayogo	 SV	Sawka 2001: 44
Mazatec (Chiquihuitlán)	 VS	Jamieson 1988: 17
Mazatec (Huautla)	 No dominant order	Pike 1967: 319
Mba	 SV	Tucker and Bryan 1966: 131
Mbalanhu	 SV	Fourie 1993: 34
Mbara	 SV	Tourneux et al. 1986: passim
Mbay	 SV	Fortier 1971: 6, 61
Mbere	 SV	Adam 1954: 113, 115
Mbili	 SV	Ayuninjam 1998: 323 
Mbodomo	 SV	Boyd 1997: 80
Mbosi	 SV	Amboulou 1998: 312
Mbum	 SV	Hagège 1970: 287-288, 294
Me'en	 SV	Will 1989: 143
Mehri	 No dominant order	Simeone-Senelle 1997: 411
Meithei	 SV	Chelliah 1997: 71
Mekens	 SV	Galucio 2001: 117
Mekeo	 SV	Jones 1998a: 30
Mende	 SV	Aginsky 1935: 99
Menomini	 No dominant order	Bloomfield 1962: 442
Mentawai	 VS	Morris 1900: 43
Menya	 SV	
Meryam Mir	 SV	Piper 1989: 183
Meyah	 SV	Gravelle 2004: 203
Mian	 SV	Fedden 2007: 311 
Mien	 SV	Mao and Tsu-yao 1972: 250-251
Miisiirii	 SV	Edgar 1989: 105
Miju	 SV	Das Gupta 1977: 8
Mikasuki	 SV	Boynton 1982: 162-163
Mikir	 SV	Jeyapaul 1987: 145; Grüssner 1978: 136, 139
Milang	 SV	Tayeng 1976: passim
Mina	 SV	Frajzyngier and Johnston 2005: 92, 349
Minangkabau	 No dominant order	Moussay 1981: 63
Minaveha	 SV	Lovell 1994: 98
Mising	 SV	Prasad 1991: 123
Miskito	 SV	Anonymous 1985: 216, 217; Adam 1891: 25
Miwok (Southern Sierra)	 SV	Freeland 1951: passim
Mixe (Ayutla)	 No dominant order	
Mixtec (Chalcatongo)	 VS	Macaulay 1996: 14, 101
Mixtec (Jicaltepec)	 VS	Bradley 1970: 65-66, 68
Mixtec (Ocotepec)	 VS	Alexander 1988: 160, 172
Mixtec (Peñoles)	 VS	Daly 1973: 9, 36, 39ff., 61-62, passim
Mixtec (Yosondúa)	 VS	Farris 1992: 10
Miya	 No dominant order	Schuh 1998: 281, 291
Mizo	 SV	Chhangte 1989: 145, 149
Mlabri (Minor)	 SV	Rischel 1995: 171 
Mocoví	 VS	Grondona 1998: 150
Mofu-Gudur	 SV	Barreteau 1988: 35
Moghol	 SV	Weiers 2003: 261
Mohawk	 No dominant order	
Mokilese	 No dominant order	Harrison and Albert 1976: 300
Mombum	 SV	Boelaars 1950: 30, 124
Momu	 SV	Blake 2007: 11
Momuna	 SV	Reimer 1986: 185
Mon	 SV	Bauer 1982a: 479
Mondunga	 SV	De Boeck 1952: 54
Mongo	 SV	Hulstaert 1966: 436
Mongol (Khamnigan)	 SV	Janhunen 2003: 97
Moni	 SV	Boelaars 1950: 107
Mono-Alu	 No dominant order	Fagan 1986: 84, passim
Mono (in United States)	 SV	Norris 1986: 23
Monumbo	 SV	Vormann and Scharfenberger 1914: passim
Mooré	 SV	Lehr et al. 1966: 108, passim
Mor	 SV	Laycock 1978: 299
Moraori	 SV	Boelaars 1950: 45
Mordvin (Erzya)	 SV	Zaicz 1998: 206
Moro	 SV	Black and Black 1971: 10, 18, 17, 26
Moru	 SV	Tucker and Bryan 1966: 46; Tucker 1967: 181-183; Andersen 1984
Mosetén	 SV	Sakel 2002: 294 
Motu	 SV	Lawes 1888: 15, passim
Motuna	 SV	Onishi 1994: 61
Movima	 VS	Haude 2006: 258ff
Mpongwe	 No dominant order	Gautier 1912: passim
Mpur	 SV	Odé 2002: 54
Mufian	 SV	Alungum et al. 1978: 110
Muinane	 SV	Walton and Walton 1975: 28
Muisca	 SV	Adelaar 2004: 89 
Mumuye	 SV	Shimizu 1983: 133, passim
Muna	 VS	van den Berg 1989b: 150
Mundang	 SV	Elders 2000: 390
Mundari	 SV	Osada 1992: 46, 151; Sinha 1975: 127, 130
Mundurukú	 SV	Crofts 1973: 54ff
Mungaka	 SV	Tischhauser 1992: passim
Mupun	 SV	Frajzyngier 1993: 178
Murle	 VS	Lyth 1971: 7
Murrinh-Patha	 SV	Street 1980: passim
Mursi	 SV	Turton and Bender 1976: 554
Muruwari	 SV	Oates 1988: 220, passim
Musgu	 SV	Meyer-Bahlburg 1972: 170, 194-195; Tourneaux 1978: 173
Musom	 SV	Holzknecht 1997b: 96
Musqueam	 VS	Suttles 2004: 49
Mussau	 SV	Ross 2002b: 163
Mutsun	 No dominant order	Okrand 1977: 335
Mwera	 SV	Harries 1950: 18
Mwotlap	 SV	Crowley 2002d: 596
Nabak	 SV	Fabian et al. 1998: 79
Nadëb	 SV	Weir 1994: 292; Weir 1984: 271
Nadroga	 VS	Geraghty 2002: 844
Naga (Mao)	 SV	Giridhar 1994: 451
Naga (Tangkhul)	 SV	Arokianathan 1987: 143; Pettigrew 1918: 64-65
Nagatman	 SV	Campbell and Campbell 1987: 70
Naga (Zeme)	 SV	Soppitt 1885: passim
Nahali	 SV	
Nahuatl (Huasteca)	 VS	Beller and Beller 1979: 206
Nahuatl (Michoacán)	 VS	Sischo 1979: 313
Nahuatl (North Puebla)	 SV	Brockway 1979: 146
Nahuatl (Tetelcingo)	 No dominant order	Tuggy 1979: 9
Nai	 SV	Hamlin 1998: egcount
Nakanai	 SV	Johnston 1980: 27-29, 54
Nalik	 SV	Volker 1998: 183
Nama	 SV	Hagman 1977: 54, 61-62, 75-76, 114
Nambikuára (Southern)	 SV	Kroeker 1982: 32
Namia	 SV	Feldpausch and Feldpausch 1992: 9, 58
Nancowry	 VS	Radhakrishnan 1970: 77-78
Nandi	 VS	Hollis 1909: passim; Creider and Creider 1989: 123-124
Nankina	 SV	Spaulding and Spaulding 1994: 30
Nara (in Ethiopia)	 SV	Thompson 1976a: 492; Tucker and Bryan 1966: 334
Nar-Phu	 SV	Noonan 2003a: 348
Nasioi	 SV	Hurd and Hurd 1966: passim
Natchez	 SV	Swanton 1991: 110-112
Nauruan	 No dominant order	Kayser 1993: 199-201
Navajo	 SV	Young and Morgan 1987: 205
Ncàm	 SV	Cox 1998: 255, passim
Ndebele	 SV	Ziervogel 1959: 130; Bowern and Lotridge 2002: 58
Ndjébbana	 SV	McKay 2000: 284
Ndonga	 SV	Viljoen and Amakali 1978: 22-23, 139; Fivaz 1986: 142
Ndumu	 SV	Biton 1969: 625
Ndut	 SV	Morgan 1996: 24
Ndyuka	 SV	Huttar and Huttar 1994: 165, 374-375 
Nehan	 SV	Todd 1978: 1202
Nend	 SV	Harris 1990: 140
Nenets	 SV	Tereshchenko 1966a: 392; Hajdú 1963: 69
Nengone	 No dominant order	Tryon 1967b: 49, 51
Neo-Aramaic (Arbel Jewish)	 SV	Khan 1999: 334, 342, 345, 346 
Nepali	 SV	Bandhu 1973: 5
Nevome	 SV	Shaul 1982: 10-11, passim 139
Newar (Dolakha)	 SV	Genetti 1990: 201 
Newari (Kathmandu)	 SV	Malla 1985: 86, 103
Neyo	 SV	Grah 1983: 111, 114-116, 118, 251-252, 258, 262-265
Nez Perce	 No dominant order	Aoki 1970: passim
Ngaanyatjarra	 SV	Douglas 1964: 30, 112, passim
Ngäbere	 SV	Alphonse 1956: 51
Ngad'a	 SV	Arndt 1933b: 50
Ngadjumaja	 SV	von Brandenstein 1980: passim
Ngalakan	 No dominant order	Merlan 1983: passim
Ngalkbun	 SV	Capell 1962b: 124
Ngambay	 SV	Thayer 1978: 45, passim; Vandame 1963: 111
Nganasan	 SV	Helimski 1998a: 511
Ngandi	 SV	Heath 1978: passim
Ngan'gityemerri	 No dominant order	Reid 1990: passim
Ngankikurungkurr	 SV	Hoddinott and Kofod 1988: 204
Ngarinyeri	 VS	Yallop 1975b: 21
Ngawun	 SV	Breen 1981b: 64
Ngbaka (Ma'bo)	 SV	Thomas 1963: 221
Ngbandi	 SV	Toronzoni 1989: 494, 503
Ngiti	 SV	Kutsch Lojenga 1994: 232, 269, 274
Ngiyambaa	 SV	Donaldson 1980: passim
Ngizim	 SV	Schuh 1972: 36, 230-231
Ngombe	 SV	Motingea 1988: passim
Ngoni	 SV	Ngonyani 2003: 77, 79
Nguna	 SV	Schütz 1969b: passim
Nhanda	 No dominant order	Blevins 2001: 124 
Nias	 VS	Brown 2001
Nicobarese (Car)	 VS	Braine 1970: 236, 237, 245, passim
Nisenan	 SV	Eatough 1999: passim
Nisgha	 VS	Tarpent 1987: 26, 190, passim
Niuafo'ou	 VS	Early 2002: 858
Niuean	 VS	Seiter 1980: 1, 58
Nivkh	 SV	Comrie 1980: 269; Panfilov 1962: 126, 214
Nkem	 SV	Sibomana 1986: 271
Nkonya	 SV	Reineke 1972: 48-61
Nkore-Kiga	 SV	Taylor 1985: 45
Nocte	 SV	Das Gupta 1971: 5-6
Noghay	 SV	Csató and Karakoc 1998: 341
Noni	 SV	Hyman 1981b: 76
Noon	 SV	Soukka 2000: 28, 253
Norwegian	 SV	Olson 1901: 113, passim
Nsenga	 SV	Ranger 1928: passim
Ntomba	 SV	Gilliard 1928: passim
Nuaulu	 SV	Bolton 1990: 95
Nubian (Dongolese)	 SV	Armbruster 1960: 318
Nubian (Kunuz)	 SV	Abdel-Hafiz 1988: 201; Hofmann 1983: 168, 170
Nuer	 SV	Crazzolara 1933: 30, 107-108, 132-133, 144
Nunggubuyu	 No dominant order	Heath 1984: 507-513
Nung (in Vietnam)	 SV	Saul and Wilson 1980: 61, 63
Nuosu	 SV	Chen et al. 1985: passim 161
Nupe	 SV	Smith 1967a: passim
Nusu	 SV	Sun and Liu 1986: 82, 95, 96
Nuuchahnulth	 VS	Davidson 2002
Nyamkad	 SV	Sharma 1992: 191
Nyamwezi	 No dominant order	Maganga and Schadeberg 1992: passim
Nyanga	 SV	Mchombo 2004: 19 ; Mateene 1980: 19
Nyawaygi	 SV	Dixon 1983: 491-492
Nyigina	 No dominant order	Stokes 1982: passim
Nyimang	 SV	Tucker and Bryan 1966: 251
Nyishi	 SV	Hamilton 1900: 52
Nzakara	 SV	Tucker and Bryan 1966: 156
Obolo	 SV	Faraclas 1984: 120, passim
Ocuilteco	 SV	Muntzel 1986: 136-137
Ogbronuagum	 SV	Kari 2000: 42, 46
Oirat	 SV	Birtalan 2003: 226
Ojibwa (Eastern)	 VS	Nichols 1988: passim
Oksapmin	 SV	Lawrence 1972: 23, passim
Olo	 SV	Staley 1995: 55
Omaha	 SV	Dorsey 1890: passim
Ömie	 SV	Austing and Upia 1975: 591-592
One	 SV	
Oneida	 VS	
Onge	 SV	Dasgupta and Sharma 1982: 40
O'odham	 VS	Payne 1987: 794; Saxton 1982: passim
Ordos	 SV	Georg 2003: 207
Orig	 SV	Schadeberg and Elias 1979: 59
Oriya	 SV	Ray 2003: 465
Orok	 SV	Pilsudski 1987: passim
Orokaiva	 SV	Healey et al. 1969: 52
Oromo (Harar)	 SV	Owens 1985: 129
Oromo (Waata)	 SV	Heine 1981: 23
Orya	 SV	Fields 1997: 239
Osage	 SV	Quintero 1997: 33
Ossetic	 SV	Abaev 1964: 127
Otomí (Mezquital)	 VS	Hess 1968: 79, 84-85
Otoro	 SV	Stevenson 1957: 31
Owininga	 SV	Escott 2008: 5
Pa'a	 SV	Skinner 1979: 47, 71
Paakantyi	 SV	Hercus 1982: 236, 240
Paamese	 SV	Crowley 1982: 176-177
Páez	 SV	Slocum 1986: 121
Paiute (Northern)	 SV	Snapp et al. 1982: 10
Paiwan	 VS	Egli 1990: 290 
Palauan	 SV	Josephs 1975: 38, 277
Palaung	 SV	Milne 1921: 9
Palikur	 SV	Green and Green 1972: 3
Pame	 SV	Manrique 1967: 346
Panará	 VS	Dourado 2001: 86
Pangasinan	 VS	Benton 1971a: 171, 189-191
Pangwa	 SV	Stirnimann 1983: 190, 209
Panjabi	 SV	Gill and Gleason 1963: 293
Panyjima	 SV	Dench 1991: 181
Pare	 SV	Kagaya 1989: 25
Päri	 SV	Andersen 1988: 292; Simeoni 1978: 49, 118-119
Pashto	 SV	Shafeev 1964: 55
Passamaquoddy-Maliseet	 No dominant order	
Patep	 SV	Lauck 1976: passim
Pattani	 SV	Sharma 2000: passim; Sharma 1982a: 183
Patwin	 SV	Whistler 1977: passim
Paulohi	 SV	Stresemann 1918: 53
Paumarí	 VS	Chapman and Derbyshire 1991: 163-166
Pawaian	 SV	Trefry 1969: 20
Pero	 SV	Frajzyngier 1989: passim
Persian	 SV	Elwell-Sutton 1941: 12; Lazard 1957a: 207-208; Rastorgueva 1964: 49, 22; Lambton 1967: 5
Piaroa	 SV	Krute 1989: 209, passim
Pilagá	 VS	Vidal 2001: 302
Pima Bajo	 SV	Estrada Fernández 1996: 7, 16
Pipil	 VS	Campbell 1985: 101-106, passim
Pirahã	 SV	Everett 1986: 201-203
Piro	 SV	Matteson 1965: 38
Pisa	 SV	Boelaars 1950: 124, 70
Pitjantjatjara	 SV	Bowe 1990: 123 
Pitta Pitta	 No dominant order	Blake 1979c: 213
Podoko	 VS	Jarvis 1989: 104
Pogoro	 SV	Hendle 1907: passim
Pohnpeian	 SV	Rehg 1981: 279-281, 302 
Poko-Rawo	 SV	
Pokot	 VS	Crazzolara 1978: 37; Baroja 1989: 257; Tucker and Bryan 1966: 488
Polish	 No dominant order	Siewierska 1993: 235-236
Pomo (Eastern)	 SV	McLendon 1975: 181
Pomo (Northern)	 SV	O'Connor 1992: 10
Pomo (Southeastern)	 SV	Moshinsky 1974: 107, 119, 123
Popoluca (Sierra)	 No dominant order	Elson 1967: 274
Port Sandwich	 SV	Crowley 2002e: 657
Portuguese	 SV	Parkinson 1988: 157
Prasuni	 SV	Morgenstierne 1949: 245
Puluwat	 SV	Elbert 1974: 116-117
Pumi	 SV	Lu 1983: 72
Pungupungu	 SV	Tryon 1974: 203
Purépecha	 SV	Friedrich 1984: 61-62; Foster 1969: 178
Purki	 SV	Rangan 1979: 129, 130
Qafar	 SV	Bliese 1981: 6, 102
Qawasqar	 SV	Aguilera 1980: passim
Quechua (Huallaga)	 SV	Weber 1989: 16
Quechua (Imbabura)	 SV	Cole 1982: 71
Quileute	 VS	Andrade 1933: 278
Raga	 SV	Crowley 2002c: 634
Ralte	 SV	Grierson 1904: 78
Rama	 SV	Grinevald 1988: 33, 85, 114
Rang Pas	 SV	Zoller 1983: 107
Rao	 SV	Stanhope 1980: 11
Rapanui	 VS	Chapin 1978: 143, passim
Rashad	 SV	Tucker and Bryan 1966: 298
Rawa	 SV	Toland and Toland 1991: 127
Rawang	 SV	Barnard 1934: passim
Rembarnga	 SV	McKay 1975: 256
Remo	 SV	Fernandez 1967: 128
Resígaro	 SV	Allin 1976: 307
Retuarã	 SV	Strom 1992: 111
rGyalrong (Caodeng)	 SV	Sun 2003: 498
Riantana	 SV	Voorhoeve 1975: 366
Rikbaktsa	 SV	Boswood 1978a: 29, passim
Rimi	 SV	Olson 1964: passim
Ritharngu	 No dominant order	Heath 1980a: passim
Romanian	 SV	Mallinson 1986: 195
Romani (Welsh)	 No dominant order	Sampson 1926: 226
Romansch (Sursilvan)	 SV	Haiman 1988: 369
Ron	 SV	Seibert 1998: 96-98
Ronga	 SV	Junod 1896: 74
Rotuman	 SV	Churchward 1940: 110-111
Roviana	 VS	Corston-Oliver 2002: 488
Rukai (Tanan)	 VS	Zeitoun 2007: 334
Rumsien	 VS	Kroeber 1904: 77
Rumu	 SV	Petterson 1999: passim
Rundi	 SV	Meeussen 1959: 216
Runga	 SV	Nougayrol 1989: 33
Runyankore	 SV	Morris and Kirwan 1972: 166
