Language	Value	Reference
Ika	 Noun-Adjective	Frank 1990: 3, 20
Ila	 Noun-Adjective	Smith 1907: 235
Ilocano	 Adjective-Noun	Rubino 1998b: 40
Imonda	 Noun-Adjective	Seiler 1985: 68
Inanwatan	 Noun-Adjective	de Vries 1996: 64
Indonesian	 Noun-Adjective	Macdonald 1976: 88 ; Danusugondo 1975: 20, 24; Sneddon 1996a: 146 
Ingessana	 Noun-Adjective	Bender 1989: 167, passim
Ingush	 Adjective-Noun	Nichols 1994b
Innamincka	 Noun-Adjective	Breen 2004: 47
Iquito	 Noun-Adjective	Eastman and Eastman 1963: passim
Iranxe	 Noun-Adjective	Meader 1967: 65
Iraqw	 Noun-Adjective	Tucker and Bryan 1966: 590; Nordbustad 1988: 311; Whiteley 1958: 27, 63
Irarutu	 Noun-Adjective	Matsumura 1991a: 105
Irish	 Noun-Adjective	Stenson 1981: 30, 40; Ó Dochartaigh 1992: 50-51
I'saka	 Noun-Adjective	Donohue and San Roque 2002: 83
Italian	 Noun-Adjective	Sauer 1891: 67; Vincent 1988: 299; Maiden and Robustelli 2000: 49
Itelmen	 No dominant order	Volodin 1976: 322; Georg and Volodin 1999: 107
Itonama	 No dominant order	Camp and Liccardi 1967: passim
Iwaidja	 Adjective-Noun	Capell 1962b: 156
Iwoyo	 Noun-Adjective	Mingas 1994: 198
Izere	 Noun-Adjective	Lukas and Willms 1961: 12
Izi	 No dominant order	Meier et al. 1975: 162
Jabêm	 Noun-Adjective	Dempwolff 1939: 74
Jabutí	 Noun-Adjective	Aikhenvald and Dixon 1999: 358
Jad	 Noun-Adjective	Sharma 1989c: 42, 75, passim
Jakaltek	 Adjective-Noun	Craig 1977; Day 1973: 27, 97, 99
Jaminjung	 No dominant order	Schultze-Berndt 2000: 44
Jamsay	 Noun-Adjective	Heath 2008: 15, 176
Japanese	 Adjective-Noun	Shibatani 1990: 257 ; Hinds 1986: 82
Jaqaru	 Adjective-Noun	Hardman 1966: 114
Jarawa (in Andamans)	 Noun-Adjective	Kumar 2003: passim
Jebero	 Adjective-Noun	Bendor-Samuel 1961b: 46
Jeli	 Noun-Adjective	Tröbs 1998: 99, 166
Jingpho	 Noun-Adjective	Hertz 1917: 11
Jino	 Noun-Adjective	Gai 1986: 63
Jivaro	 Adjective-Noun	Beuchat and Rivet 1909: 817
Johari	 Adjective-Noun	Sharma 1989a: 230
Jugli	 No dominant order	Rekhung 1988a: 8-9
Ju|'hoan	 Noun-Adjective	Dickens 1992: 10, 29; Snyman 1970: 5, 95-101, 107-108
Jukun	 Noun-Adjective	Shimuzu 1980: 158, 177, 182, 191, 208-209; Welmers 1968b: 61, passim
Jur Mödö	 Noun-Adjective	Persson and Persson 1991: passim
Kabatei	 Adjective-Noun	Stilo 2005: passim
Kabiyé	 Noun-Adjective	Lebikaza 1999: 397
Kabyle	 Noun-Adjective	Chaker 1983: 371
Kachari	 No dominant order	Endle 1884: 40
Kadazan	 Noun-Adjective	Antonissen 1958: 13
Kagulu	 Noun-Adjective	Last 1886: 13
Kaingang	 Noun-Adjective	Wiesemann 1972: 130, passim
Kairiru	 Noun-Adjective	Wivell 1981: 39, 41
Kaki Ae	 Noun-Adjective	Clifton 1997: 30
Kalam	 Noun-Adjective	Pawley 1966: 60-61, 82, 114-115
Kalkatungu	 Noun-Adjective	Blake 1969: passim 65
Kalmyk	 Adjective-Noun	Street 1959: 77-78
Kaluli	 Noun-Adjective	Schieffelin and Feld 1998: xx
Kamaiurá	 Noun-Adjective	Seki 2000: 117
Kamasau	 Noun-Adjective	Sanders and Sanders 1994: 5
Kamass	 Adjective-Noun	Künnap 1999b: passim; Simoncsics 1998: 592
Kamba	 Noun-Adjective	Whiteley and Muli 1962: 15
Kambera	 Noun-Adjective	Klamer 1998: 117, 316
Kambot	 Noun-Adjective	Laycock and Z'graggen 1975: 759
Kami	 Noun-Adjective	Velten 1899b: 7
Kamu	 Noun-Adjective	Harvey 1990: passim 94
Kana	 No dominant order	Ikoro 1996: 76-79
Kanakuru	 No dominant order	Newman 1974: 97
Kannada	 Adjective-Noun	Schiffman 1983: 98; Bright 1958: 34, passim; Sridhar 1990: 95, 249
Kanoê	 Noun-Adjective	Bacelar 2004: 212
Kanuri	 Noun-Adjective	Hutchison 1981: 195; Lukas 1937: 21; Hutchison 1976: 3
Kanyok	 Noun-Adjective	Mukash Kalel 1982: 240, 243
Kapampangan	 No dominant order	Mirikitani 1972: 199
Karachay-Balkar	 Adjective-Noun	Seegmiller 1996: 31
Karadjeri	 No dominant order	Capell 1962b: 70
Kara (in Central African Republic)	 Noun-Adjective	Boyeldieu 1987: 63
Karajá	 Noun-Adjective	Maia 1998: 32
Karakalpak	 Adjective-Noun	Wurm 1951: 562
Karen (Bwe)	 Noun-Adjective	Henderson 1997: passim
Karen (Pwo)	 Noun-Adjective	Kato 2003: 641
Karen (Sgaw)	 Noun-Adjective	Jones 1961: 43-44
Karimojong	 Noun-Adjective	Novelli 1985: 20
Karkar-Yuri	 No dominant order	Rigden n.d. (a): 17, 87
Karó (Arára)	 Noun-Adjective	Gabas 1999: 139, 145
Karok	 Noun-Adjective	Bright 1977: passim ; Bright 1957: 69, 70
Kashmiri	 Adjective-Noun	Wali and Koul 1997: 104 
Kasong	 Noun-Adjective	Sunee 2003: 172
Katcha	 Noun-Adjective	Tucker and Bryan 1966: 305, 312
Katla	 Noun-Adjective	Tucker and Bryan 1966: 269
Katu	 Noun-Adjective	Costello 1969: 22, 30
Kaulong	 Noun-Adjective	Ross 2002i: 395
Kawaiisu	 Adjective-Noun	Zigmond et al. 1990-1991: 62
Kayabí	 Noun-Adjective	Dobson 1973: 12
Kayah Li (Eastern)	 Noun-Adjective	Solnit 1986: 298
Kayardild	 Adjective-Noun	Evans 1995: 235, 243
Kele	 Noun-Adjective	Ross 2002k: 132
Kemant	 Adjective-Noun	Appleyard 1975: 344
Kera	 Noun-Adjective	Ebert 1979: 159, 174
Ket	 Adjective-Noun	Dul'zon 1968: 93, 99; Werner 1997a: 333 ; Comrie 1980: 265
Kete	 Noun-Adjective	Kamba Muzenga 1980: 174
Kewa	 Adjective-Noun	Franklin 1971: 86-87
Khalaj	 Adjective-Noun	Doerfer 1988: passim 239 
Khaling	 Adjective-Noun	Toba 1984: 4
Khalkha	 Adjective-Noun	Binnick 1979: 3; Poppe 1970: 143-144
Kham	 Adjective-Noun	Watters 1998: 390
Kham (Dege)	 Noun-Adjective	Häsler 1999: 93
Kham (Tibetan) (Nangchen)	 Noun-Adjective	Causemann 1989: 78
Khanty	 Adjective-Noun	Filchenko 2007: 365
Khasi	 Noun-Adjective	Rabel 1961: 51, 136; Nagaraja 1985: 14
Khinalug	 Adjective-Noun	Kibrik 1994b: 397
Khmer	 Noun-Adjective	Gorgoniev 1966: 114
Khmu'	 Noun-Adjective	Premsrirat 1987: 31; Smalley 1961: 37, passim
Khowar	 Adjective-Noun	Bashir 2000: passim
Kikuyu	 Noun-Adjective	Barlow 1960: 16, 35
Kilivila	 Noun-Adjective	Senft 1986: 105
Kiliwa	 Noun-Adjective	Mixco 1971: 215, 238
Kinga	 Noun-Adjective	Wolff 1905: 19
Kinnauri	 Adjective-Noun	Sharma 1988: 105
Kinyarwanda	 Noun-Adjective	Hurel 1959: 32, 141
Kipea	 Noun-Adjective	Adam 1897: passim
Kire	 Noun-Adjective	Stanhope 1972: 57
Kirghiz	 Adjective-Noun	Hebert and Poppe 1963: 27
Kiribati	 Noun-Adjective	Cowell 1951: 5, 20, 21; Groves et al. 1985: 70-71
Kirma	 Noun-Adjective	Prost 1964b: 36, 37, 40
Kisi	 Noun-Adjective	Childs 1995: 125, 246
Kiwai (Southern)	 Adjective-Noun	Ray 1933: 16
Klamath	 Adjective-Noun	Gatschet 1890: 639; Barker 1964: 338
Klao	 No dominant order	Rickard 1970: 18
Klikitat	 Adjective-Noun	Jacobs 1931: 270
Koasati	 Noun-Adjective	Kimball 1991: 479
Kobon	 Noun-Adjective	Davies 1981b: 57
Koegu	 Noun-Adjective	Hieda 1998: 354
Koiali (Mountain)	 Noun-Adjective	Garland and Garland 1975: 434
Koita	 Noun-Adjective	Dutton 1975: 315
Kokborok	 Noun-Adjective	Karapurkar 1976: 78
Kokota	 Noun-Adjective	Palmer 2002: 507
Kolami	 Adjective-Noun	Emeneau 1955: 31
Koluri	 Adjective-Noun	Stilo 2005: passim
Kombai	 Noun-Adjective	de Vries 1989: 164, 177
Kombio	 Noun-Adjective	Yi 2008: 15
Komi-Permyak	 Adjective-Noun	Riese 1998: 272; Lytkin 1966a: 305, 312
Komi-Zyrian	 Adjective-Noun	Hausenberg 1998: 219
Komo	 Noun-Adjective	Tucker and Bryan 1966: 368
Kongo	 Noun-Adjective	Bentley 1887: 708
Korana	 Adjective-Noun	Meinhof 1930: passim 41
Korean	 Adjective-Noun	Sohn 1999: 265, 293 ; Ramstedt 1968: 34, 105, 185
Koreguaje	 Noun-Adjective	Cook and Criswell 1993: iv
Korku	 Adjective-Noun	Drake 1903: 141; Nagaraja 1999: 90
Koromfe	 Noun-Adjective	Rennison 1997: 75, 86
Korowai	 Adjective-Noun	van Enk and de Vries 1997: 69
Koryak	 Adjective-Noun	Bogoras 1917: passim; Zhukova 1972: passim
Kosraean	 Noun-Adjective	Lee 1975: 96, 237
Koya	 Adjective-Noun	Tyler 1969: 68
Koyraboro Senni	 Noun-Adjective	Prost 1956: 56-57; Heath 1999a: 10, 114
Koyra Chiini	 Noun-Adjective	Heath 1999b: 11
Koyukon	 Noun-Adjective	Chapman 1914: passim
Kpelle	 Noun-Adjective	Casthelain and Lassort 1952: 37
Krahô	 Noun-Adjective	Shell 1952: 120
Krenak	 Noun-Adjective	Seki 2004: 135
Kresh	 Adjective-Noun	Tucker and Bryan 1966: 83; Santandrea 1976: 189
Krongo	 Noun-Adjective	Reh 1985: 249-250; Reh 1983: 47
Kryz	 Adjective-Noun	Authier 2004: 224
Kugu Nganhcara	 Noun-Adjective	Smith and Johnson 2000: 386
Kuku-Yalanji	 Noun-Adjective	Patz 2002: 120
Kulung	 Adjective-Noun	Tolsma 1999: 35
Kuman	 Noun-Adjective	Trefry 1969: 36
Kumauni	 Adjective-Noun	Apte and Pattanayak 1967: 40
Kunama	 Noun-Adjective	Thompson 1983: 301; Tucker and Bryan 1966: 339
Kunimaipa	 Noun-Adjective	Geary 1977: passim
Kuot	 Noun-Adjective	Chung and Chung 1996: 18-19
Kurdish (Central)	 Noun-Adjective	Abdulla and McCarus 1967: 75; Blau 1980: 60-61
Kutenai	 Only internally-headed relative clauses	
Kuuk Thaayorre	 Noun-Adjective	Hall 1972: passim 69, 72, 290
Kuuku Ya'u	 Noun-Adjective	Thompson 1988: 41
Kuvi	 Adjective-Noun	Israel 1979: 257, 127
Kwaio	 Noun-Adjective	Keesing 1985: 85
Kwakw'ala	 Adjective-Noun	Boas and Hunt 1905: passim
Kwami	 Noun-Adjective	Leger 1994: 134
Kwangali	 Noun-Adjective	Dammann 1957: 36, 103
Kwaza	 Noun-Adjective	van der Voort 2004: 187 
Kwerba	 Noun-Adjective	Silzer 1976: 25-26
Kwoma	 Adjective-Noun	Kooyers 1974: 23
Kwomtari	 No dominant order	Spencer 2008: 75
Kxoe	 Adjective-Noun	Köhler 1981: 510-511, 513
Kyaka	 Noun-Adjective	Draper and Draper 2002: 16
Kyirong	 Noun-Adjective	Huber 2005: 53
Laal	 Noun-Adjective	Boyeldieu 1982: 207-208
Labu	 Noun-Adjective	Siegel 1984: 93
Lacandón	 Adjective-Noun	Bruce 1968: 85, passim
Ladakhi	 Noun-Adjective	Koshal 1979: 143-146
Lafofa	 No dominant order	Tucker and Bryan 1966: 288
Lagwan	 Noun-Adjective	Lukas 1936: 23
Lahu	 No dominant order	Matisoff 1988: passim; Matisoff 1973: 193-194, 473, 490
Lai	 No dominant order	Hay-Neave 1953: 42
Lak	 Adjective-Noun	Zhirkov 1955: 136
Lakhota	 Noun-Adjective	Boas and Deloria 1941: 69, 153; Rood and Taylor 1996: 458; Buechel 1939: 94
Lalo	 Noun-Adjective	Björverud 1998: 117, 118
Lamaholot	 Noun-Adjective	Arndt 1937: passim; Nishiyama and Kelen 2007: 33, 98
Lamang	 Noun-Adjective	Wolff 1983: 191-192, 196
Lamani	 Adjective-Noun	Trail 1970: 83, 85
Lamba	 Noun-Adjective	Doke 1922: 143
Lamen	 No dominant order	Early 2002b: 674
Lampung	 Noun-Adjective	Walker 1976: 17
Langi	 Noun-Adjective	Seidel 1898: 394
Lango	 Noun-Adjective	Noonan 1992: 154
Lao	 Noun-Adjective	Hospitalier 1937: 149-150; Yates and Sayisthsena 1970: 32
Laragia	 Noun-Adjective	Capell 1984b: 69, passim
Latvian	 Adjective-Noun	Lazdina 1966: 8; Bielenstein 1863: 415 
Lavukaleve	 Noun-Adjective	Terrill 1999: 69, 4.1 
Lebeo	 Noun-Adjective	Gérard 1924: 25
Leggbó	 Noun-Adjective	
Lele	 Noun-Adjective	Frajzyngier 2001: 88-89
Lelemi	 Noun-Adjective	Höftmann 1971: 48-49
Lenakel	 Noun-Adjective	Lynch 1978: 74
Lendu	 Adjective-Noun	Tucker 1967: 395; Tucker and Bryan 1966: 57
Lepcha	 Noun-Adjective	Mainwaring 1876: 31, 119
Lese	 Noun-Adjective	Vorbichler 1965: 157
Leti	 Noun-Adjective	van Engelenhoven 1995: 158-159
Lewo	 Noun-Adjective	Early 1994a: 186-187, 206
Lezgian	 Adjective-Noun	Gadzhiev 1963: 150, passim; Haspelmath 1993: 259-263
Lillooet	 Adjective-Noun	van Eijk 1997: 217
Limbu	 Adjective-Noun	van Driem 1987: passim; Weidert and Subba 1985: passim
Limilngan	 Noun-Adjective	Harvey 2001: 112
Linda	 Adjective-Noun	Cloarec-Heiss 1986: 74-75, 180
Lingala	 Noun-Adjective	Meeuwis 1998: 39
Lisu	 Noun-Adjective	Bradley 2003: 238
Lithuanian	 Adjective-Noun	Dambriunas et al. 1966: passim
Logoti	 Noun-Adjective	Tucker 1967: 282
Lokono	 Adjective-Noun	Pet 1987: 94-96
Londo	 Noun-Adjective	Kuperus 1985: 122
Longgu	 Noun-Adjective	Hill 2002: 545
Loniu	 Noun-Adjective	Hamel 1985: 144, 152
Lotha	 Noun-Adjective	Acharya 1983: 120, 152
Lou	 Noun-Adjective	Stutzman 1997: 17-18
Lucazi	 Noun-Adjective	Fleisch 2001: 81, 83
Luganda	 Noun-Adjective	Ashton et al. 1954: 38, passim
Lugbara	 Noun-Adjective	Crazzolara 1960: 27
Luiseño	 Noun-Adjective	Malécot 1963a: 208; Akmajian et al. 1979: 9
Lunda	 Noun-Adjective	Kawasha 2003: 118
Lungchang	 No dominant order	Rekhung 1988b: 10, passim
Luo	 Noun-Adjective	Omondi 1982: 59
Lusi	 Noun-Adjective	Counts 1969: 138, 113-116
Luvale	 Noun-Adjective	Horton 1949: 21, 74
Luwo	 Noun-Adjective	Buth 1981: 74
Luyia	 Noun-Adjective	Appleby 1961: 29
Ma	 Adjective-Noun	Tucker and Bryan 1966: 137, 139
Ma'anyan	 Noun-Adjective	Gudai 1988: 98
Maasai	 Noun-Adjective	Tucker and Mpaayei 1955: 12
Maba	 Noun-Adjective	Trenga 1947: 59, 130; Tucker and Bryan 1966: 205
Macedonian	 Adjective-Noun	Friedman 1993: 286
Machiguenga	 No dominant order	Snell and Wise 1963: 140
Macushi	 Noun-Adjective	Abbott 1991: 87, passim; Williams 1932: 57; Carson 1982: 67
Mada (in Cameroon)	 Noun-Adjective	Barreteau and Brunet 2000: 27
Ma'di	 Noun-Adjective	Tucker 1967: 282; Blackings and Fabb 2003
Madimadi	 Adjective-Noun	Hercus 1986a: 118, 135
Mae	 Noun-Adjective	Capell 1962a: 8, 18
Maidu (Northeast)	 Adjective-Noun	Shipley 1964: 33-34
Maipure	 Noun-Adjective	Zamponi 2003a: 30
Maisin	 Noun-Adjective	Ross 1984: 26, 53
Maithili	 Adjective-Noun	Jha 1958: 615
Majang	 Adjective-Noun	Unseth 1989: 97, 99-100
Makaa	 Noun-Adjective	Heath 2003: 340
Makah	 No dominant order	
Makasae	 Noun-Adjective	Huber 2008: 29
Makonde	 Noun-Adjective	Harries 1940: 113
Makua	 Noun-Adjective	Woodward 1926: 275
Malagasy	 Noun-Adjective	Dez 1980b: 84; Bennett 1986: 43-44
Malakmalak	 Noun-Adjective	Birk 1976: 28, 146
Malayalam	 Adjective-Noun	Asher and Kumari 1997: 123
Maleu	 Noun-Adjective	Haywood 1996: 163
Malgwa	 Noun-Adjective	Löhr 2002: 239-240
Malto	 Adjective-Noun	Das 1973: 80
Mam	 No dominant order	England 1983: 197
Mamanwa	 No dominant order	Miller and Miller 1976: 32-34
Mambila	 Noun-Adjective	Meyer 1940: 23
Mambwe	 Noun-Adjective	London Missionary Society 1962: 6
Mamvu	 Noun-Adjective	Tucker and Bryan 1966: 57; Vorbichler 1971: 224, 304, 302
Manadonese	 Noun-Adjective	Wantalangi 1993: 39, 42, 45, 56
Manam	 Noun-Adjective	Lichtenberk 1983: 260
Manange	 No dominant order	Hildebrandt 2004: 80
Manchu	 Adjective-Noun	Haenisch 1961: 44
Mandan	 Noun-Adjective	Kennard 1936: passim
Mandarin	 Adjective-Noun	Li and Thompson 1981: 116, 124
Mandinka (Gambian)	 Noun-Adjective	Rowlands 1959: 46
Mangap-Mbula	 Noun-Adjective	Bugenhagen 1995: 15
Mangarrayi	 Noun-Adjective	Merlan 1982: 29
Mangbetu	 Noun-Adjective	Tucker and Bryan 1966: 57-58
Manggarai	 Noun-Adjective	Semiun 1993: 40
Mangghuer	 Adjective-Noun	Slater 2003: 90; De Smedt and Mostaert 1964: 47
Mango	 Noun-Adjective	Khamis 1983: 152, 155
Maninka (Western)	 Noun-Adjective	Delafosse 1929: 265
Mano	 Noun-Adjective	Becker-Donner 1965: 18
Manobo (Western Bukidnon)	 Adjective-Noun	Elkins 1970: 35, passim
Mansi	 Adjective-Noun	Murphy 1968: 136, 138; Honti 1988: 165
Maori	 Noun-Adjective	Bauer 1993: 96, 107, 120 
Mapudungun	 Adjective-Noun	Smeets 1989: 167 ; Augusta 1903: 18, 232
Mara	 Noun-Adjective	Heath 1981: 64
Maranungku	 Noun-Adjective	Tryon 1970b: 13
Marathi	 Adjective-Noun	
Marchha	 Adjective-Noun	Sharma 1989c: 127
Margi	 Noun-Adjective	Hoffmann 1963: 69
Maricopa	 Noun-Adjective	Gordon 1986: 28, 52, 250
Mari (Meadow)	 Adjective-Noun	Sebeok and Ingemann 1961: passim; Kangasmaa-Minn 1998: 237
Maringarr	 Noun-Adjective	Tryon 1974: 124
Marquesan	 Noun-Adjective	Lynch 2002a: 870
Marrithiyel	 Noun-Adjective	Tryon 1974: 72
Martuthunira	 Noun-Adjective	Dench 1995: 189, 192
Maru	 Noun-Adjective	Clerk 1911: 15; Abbey 1899: 19
Masa	 Noun-Adjective	Caitucoli 1986: 46
Masakin	 Noun-Adjective	Tucker and Bryan 1966: 288
Masalit	 Noun-Adjective	Edgar 1989: 77
Matis	 Noun-Adjective	Ferreira 2001: 86
Matngele	 Noun-Adjective	Tryon 1974: 44
Matsés	 Noun-Adjective	Fleck 2003: 759
Matuumbi	 Noun-Adjective	Odden 1996: 75
Mauka	 Noun-Adjective	Ebermann 1986a: 104-105, 160
Maung	 Adjective-Noun	Capell and Hinch 1970: 98
Maybrat	 Noun-Adjective	Dol 1999: 141; Brown 1990: 47, passim
Mayogo	 Adjective-Noun	Sawka 2001: 36, 62
Mazanderani	 Adjective-Noun	Yoshie 1996: 19
Mazatec (Chiquihuitlán)	 Noun-Adjective	Jamieson 1988: 62
Mba	 Noun-Adjective	Tucker and Bryan 1966: 137
Mbara	 Noun-Adjective	Tourneux et al. 1986: 172
Mbay	 Noun-Adjective	Fortier 1971: 18
Mbere	 Noun-Adjective	Adam 1954: 117
Mbili	 Noun-Adjective	Ayuninjam 1998: 215 
Mbodomo	 Adjective-Noun	Boyd 1997: 80
Mbole	 Noun-Adjective	De Rop 1971: 74-75
Mbosi	 Noun-Adjective	Amboulou 1998: 195
Mbum	 Noun-Adjective	Hagège 1970: 231, 133
Me'en	 Noun-Adjective	Will 1989: 135-136
Mehek	 Noun-Adjective	Laycock and Z'graggen 1975: 748
Mehri	 Noun-Adjective	Simeone-Senelle 1997: 412
Meithei	 No dominant order	Chelliah 1997: 72-73
Mekens	 Noun-Adjective	Galucio 2001: 110
Mekeo	 Noun-Adjective	Jones 1998a: 77
Mende	 Noun-Adjective	Aginsky 1935: 26, 99
Menomini	 No dominant order	Bloomfield 1962: 467
Menya	 Noun-Adjective	
Meryam Mir	 Adjective-Noun	Piper 1989: 30, 75, 190
Meyah	 Noun-Adjective	Gravelle 2004: 167
Mian	 Noun-Adjective	Fedden 2007: 25, 193, 200 
Mien	 Noun-Adjective	Court 1985: 136; Mao and Tsu-yao 1972: 252
Miisiirii	 Noun-Adjective	Edgar 1989: 105
Miju	 Noun-Adjective	Das Gupta 1977: 17
Mikir	 No dominant order	Jeyapaul 1987: 103, 141
Milang	 Adjective-Noun	Tayeng 1976: iii
Mina	 Noun-Adjective	Frajzyngier and Johnston 2005: 41
Minangkabau	 Noun-Adjective	Moussay 1981: 147, 149
Minaveha	 Noun-Adjective	Lovell 1994: passim
Miri (Hill):	 Noun-Adjective	Simon 1976: xii
Miriwung	 No dominant order	Kofod 1978: 52
Mising	 Adjective-Noun	Prasad 1991: 69, 117
Miskito	 Noun-Adjective	Adam 1891: 34; Anonymous 1985: 77, 78
Miwok (Southern Sierra)	 No dominant order	Freeland 1951: passim
Mixe (Ayutla)	 Adjective-Noun	
Mixe (Coatlán)	 Adjective-Noun	Van Haitsma and Van Haitsma 1976: 73, passim
Mixtec (Atatlahuca)	 Noun-Adjective	Alexander 1980: 69
Mixtec (Chalcatongo)	 Noun-Adjective	Macaulay 1996: 111-112
Mixtec (Jicaltepec)	 Noun-Adjective	Bradley 1970: 46
Mixtec (Ocotepec)	 Noun-Adjective	Alexander 1988: 214, 217
Mixtec (Peñoles)	 Noun-Adjective	Daly 1973: 13-14, 43
Mixtec (Yosondúa)	 Noun-Adjective	Farris 1992: 75, 80a
Miya	 Noun-Adjective	Schuh 1998: 257, 277
Mizo	 Noun-Adjective	Chhangte 1989: 107
Mlabri (Minor)	 Noun-Adjective	Rischel 1995: 141 
Mochica	 Adjective-Noun	Adelaar 2004: 335 
Mocoví	 No dominant order	Grondona 1998: 86
Mofu-Gudur	 Noun-Adjective	Barreteau 1988: 39, 64
Mokilese	 Noun-Adjective	Harrison and Albert 1976: 147-148
Mon	 Noun-Adjective	Bauer 1982a: 333
Mondunga	 Noun-Adjective	De Boeck 1952: 23
Mongo	 Noun-Adjective	Hulstaert 1966: passim
Mono-Alu	 Noun-Adjective	Fagan 1986: 45-46
Monumbo	 Noun-Adjective	Vormann and Scharfenberger 1914: passim
Mooré	 Noun-Adjective	Lehr et al. 1966: 65
Mor	 Noun-Adjective	Laycock 1978: 299
Mordvin (Erzya)	 Adjective-Noun	Zaicz 1998: 106
Moro	 Noun-Adjective	Black and Black 1971: 22
Moru	 Noun-Adjective	Tucker 1967: 282; Tucker and Bryan 1966: 57
Mosetén	 No dominant order	Sakel 2002: 82 
Motu	 Noun-Adjective	Lawes 1888: 5
Motuna	 Noun-Adjective	Onishi 1994: 223
Mpongwe	 Noun-Adjective	Gautier 1912: 33, 190
Mpur	 Noun-Adjective	Odé 2002: 60, 63
Mufian	 Noun-Adjective	Wilson 2008: 8
Muisca	 Noun-Adjective	Adelaar 2004: 89 
Mumuye	 Noun-Adjective	Shimizu 1983: 91
Muna	 Noun-Adjective	van den Berg 1989b: 130-133
Mundang	 Noun-Adjective	Elders 2000: 229, 240
Mundani	 Noun-Adjective	Parker 1989: 160
Mundari	 Adjective-Noun	Sinha 1975: 69, 117
Mungaka	 Noun-Adjective	Tischhauser 1992: 9
Munzombo	 Adjective-Noun	Boyi 1983: 235, 237, 242
Mupun	 Noun-Adjective	Frajzyngier 1993: 135
Murle	 Noun-Adjective	Lyth 1971: 11; Tucker and Bryan 1966: 390
Murrinh-Patha	 Noun-Adjective	Walsh 1976: 277
Mursi	 Noun-Adjective	Turton and Bender 1976: 554
Muruwari	 Adjective-Noun	Oates 1988: 55, 82, 87
Musgu	 Noun-Adjective	Tourneaux 1978: 257-258; Meyer-Bahlburg 1972: 201
Musom	 Noun-Adjective	Holzknecht 1997b: 83
Musqueam	 Adjective-Noun	Suttles 2004: 61, 64-66
Mussau	 Adjective-Noun	Ross 2002b: 155
Mwera	 Noun-Adjective	Harries 1950: 18
Mwotlap	 Noun-Adjective	Crowley 2002d: 592
Nabak	 Noun-Adjective	Fabian et al. 1998: 72
Nadroga	 Noun-Adjective	Geraghty 2002: 833
Naga (Mao)	 Noun-Adjective	Giridhar 1994: 248, 452
Naga (Tangkhul)	 Noun-Adjective	Subbarao and Murthy 2000: passim
Nagatman	 No dominant order	Campbell and Campbell 1987: 29
Naga (Zeme)	 Noun-Adjective	Soppitt 1885: 7
Nahali	 Adjective-Noun	Kuiper 1962: 273
Nahuatl (Huasteca)	 Noun-Adjective	Beller and Beller 1979: 233
Nahuatl (Michoacán)	 Noun-Adjective	Sischo 1979: 347
Nahuatl (North Puebla)	 No dominant order	Brockway 1979: 167
Nahuatl (Tetelcingo)	 Noun-Adjective	Tuggy 1979: 75
Nai	 No dominant order	Hamlin 1998: egcount
Nakanai	 Noun-Adjective	Johnston 1980: 145
Nakkara	 Noun-Adjective	Eather 1990: 87
Nalik	 Noun-Adjective	Volker 1998: 109, 112ff
Nama	 Adjective-Noun	Hagman 1977: 21, 30
Namia	 Noun-Adjective	Feldpausch and Feldpausch 1992: 10, 51
Nancowry	 Noun-Adjective	Radhakrishnan 1970: 77; Man 1889: lii
Nande	 Noun-Adjective	Baudet 1947: 13
Nandi	 Noun-Adjective	Hollis 1909: 180; Creider and Creider 1989: 133-138
Nanerge	 Noun-Adjective	Ouedraogo 1984: 430-434
Nankina	 Noun-Adjective	Spaulding and Spaulding 1994: 118-119
Nara (in Ethiopia)	 Noun-Adjective	Tucker and Bryan 1966: 335; Thompson 1976a: 487
Nar-Phu	 Noun-Adjective	Noonan 2003a: 348
Nasioi	 No dominant order	Hurd and Hurd 1966: passim
Natchez	 Noun-Adjective	Swanton 1991: 109
Nauruan	 Noun-Adjective	Kayser 1993: 16, 203
Navajo	 Noun-Adjective	Young and Morgan 1987: 205a
Naxi	 Noun-Adjective	He and Jiang 1985: 45, passim
Ncàm	 Noun-Adjective	Cox 1998: 167-168
Ndebele	 Noun-Adjective	Bowern and Lotridge 2002: 57
Ndjébbana	 Noun-Adjective	McKay 2000: 293
Ndonga	 Noun-Adjective	Viljoen and Amakali 1978: 74-75
Ndumu	 Noun-Adjective	Biton 1969: 572, 576, 627
Ndut	 Noun-Adjective	Morgan 1996: 42
Ndyuka	 Adjective-Noun	Huttar and Huttar 1994: 220-221, 361 
Nehan	 Noun-Adjective	Todd 1978: 1194
Nend	 Noun-Adjective	Harris 1990: 132, 135
Nenets	 Adjective-Noun	Tereshchenko 1966a: 392
Neo-Aramaic (Arbel Jewish)	 Noun-Adjective	Khan 1999: 228 
Nepali	 Adjective-Noun	Hari 1973: passim
Nevome	 Adjective-Noun	Shaul 1982: 45-46
Newar (Dolakha)	 Adjective-Noun	Genetti 1990: 103 
Newari (Kathmandu)	 Adjective-Noun	Malla 1985: 51, 70-71
Neyo	 Noun-Adjective	Grah 1983: 173-175
Nez Perce	 Adjective-Noun	Aoki 1970: 133-135
Ngaanyatjarra	 Noun-Adjective	Douglas 1964: 84
Ngäbere	 Noun-Adjective	Alphonse 1956: passim
Ngad'a	 Noun-Adjective	Arndt 1933b: 10
