Language	Value	Reference
Ket	 Numeral-Noun	Dul'zon 1968: 123; Werner 1997a: 333 
Kete	 Noun-Numeral	Kamba Muzenga 1980: 174-175
Kewa	 Noun-Numeral	Franklin 1971: 87-88
Khalaj	 Numeral-Noun	Doerfer 1988: 113-114, 237 
Khaling	 Numeral-Noun	Toba 1984: 4
Khalkha	 Numeral-Noun	Binnick 1979: 14-15
Kham	 Numeral-Noun	Watters 1998: 390
Kham (Dege)	 Noun-Numeral	Häsler 1999: 93
Kham (Tibetan) (Nangchen)	 Noun-Numeral	Causemann 1989: 78
Khanty	 Numeral-Noun	Filchenko 2007: 365
Kharia	 Numeral-Noun	
Khasi	 Numeral-Noun	Rabel 1961: 52, 57; Nagaraja 1985: 14
Khmer	 Noun-Numeral	Gorgoniev 1966: 76
Khmu'	 Noun-Numeral	Smalley 1961: 23, passim
Kilivila	 Numeral-Noun	Senft 1986: 105
Kimaghama	 Noun-Numeral	Boelaars 1950: 123
Kinga	 Noun-Numeral	Wolff 1905: 50
Kinnauri	 Numeral-Noun	Sharma 1988: 114, 116
Kinyarwanda	 Noun-Numeral	Hurel 1959: 141
Kiowa	 Numeral-Noun	Watkins 1984: 208
Kipea	 Numeral-Noun	Rodrigues 1999b: 192
Kire	 Noun-Numeral	Stanhope 1972: 57, 61, 68
Kirghiz	 Numeral-Noun	Hebert and Poppe 1963: 27
Kiribati	 Numeral-Noun	Cowell 1951: 27; Groves et al. 1985: 37
Kirma	 Noun-Numeral	Prost 1964b: 41
Kisi	 Noun-Numeral	Childs 1995: 113
Kiwai (Southern)	 Numeral-Noun	Ray 1933: 70-71
Klamath	 Numeral-Noun	Gatschet 1890: 639, 640; Barker 1964: passim
Klikitat	 Numeral-Noun	Jacobs 1931: 240
Koasati	 Noun-Numeral	Kimball 1991: 357-358, 485
Kobon	 Noun-Numeral	Davies 1981b: 57, 119
Koegu	 Noun-Numeral	Hieda 1998: 357
Koiali (Mountain)	 Noun-Numeral	Garland and Garland 1975: 428
Koita	 Noun-Numeral	Dutton 1975: 315
Kokborok	 Noun-Numeral	Karapurkar 1976: 44, 91
Kokota	 Numeral-Noun	Palmer 2002: 505
Kolami	 Numeral-Noun	Emeneau 1955: 31
Koluri	 Numeral-Noun	Stilo 2005: passim
Kombai	 Noun-Numeral	de Vries 1989: 169, 177
Kombio	 Noun-Numeral	Yi 2008: 10
Komi-Permyak	 Numeral-Noun	Lytkin 1966a: 306, 306, 307
Komi-Zyrian	 Numeral-Noun	Hausenberg 1998: 319
Kongo	 Noun-Numeral	Bentley 1887: 1024
Konni	 Noun-Numeral	Cahill 1999: 15-16
Korana	 Numeral-Noun	Meinhof 1930: passim 41
Korean	 Numeral-Noun	Ramstedt 1968: 34-35, 54, 185
Koreguaje	 Noun-Numeral	Cook and Criswell 1993: iv
Korku	 Numeral-Noun	Drake 1903: 142, passim; Nagaraja 1999: 90
Koromfe	 Noun-Numeral	Rennison 1997: 83, 87, passim
Kosraean	 Noun-Numeral	Lee 1975: 237
Koya	 Numeral-Noun	Tyler 1969: 67-68
Koyraboro Senni	 Noun-Numeral	Prost 1956: 60; Heath 1999a: 10, 114
Koyra Chiini	 Noun-Numeral	Heath 1999b: 11
Koyukon	 No dominant order	Chapman 1914: passim
Kpelle	 Noun-Numeral	Casthelain and Lassort 1952: 39
Krenak	 Noun-Numeral	Seki 2004: 135
Kresh	 Numeral-Noun	Tucker and Bryan 1966: 83; Santandrea 1976: 79
Krongo	 Noun-Numeral	Reh 1985: 249, 252; Reh 1983: 47
Kryz	 Numeral-Noun	Authier 2004: 224
Kugu Nganhcara	 Noun-Numeral	Smith and Johnson 2000: 387
Kuku-Yalanji	 Numeral-Noun	Patz 2002: 120
Kuman	 Noun-Numeral	Trefry 1969: 35
Kumauni	 Numeral-Noun	Apte and Pattanayak 1967: 61
Kunama	 Noun-Numeral	Thompson 1983: 304
Kunimaipa	 Noun-Numeral	Geary 1977: passim
Kuot	 Numeral-Noun	Chung and Chung 1996: 18
Kurdish (Central)	 Numeral-Noun	Abdulla and McCarus 1967: 144, passim; Blau 1980: 79
Kutenai	 Numeral-Noun	
Kuuk Thaayorre	 Noun-Numeral	Hall 1972: 69, 72
Kuuku Ya'u	 Noun-Numeral	Thompson 1988: 41-42
Kuvi	 Numeral-Noun	Israel 1979: 257
Kwaio	 Numeral-Noun	Keesing 1985: 85, 86
Kwangali	 Noun-Numeral	Dammann 1957: 37-38, 103
Kwerba	 Noun-Numeral	Silzer 1976: 25-26
Kwoma	 Numeral-Noun	Kooyers 1974: 23, passim
Kwomtari	 Noun-Numeral	Spencer 2008: 63
Kxoe	 Numeral-Noun	Köhler 1981: 539
Kyaka	 Noun-Numeral	Draper and Draper 2002: 17
Kyirong	 Noun-Numeral	Huber 2005: 75, passim
Labu	 Noun-Numeral	Siegel 1984: 93
Lacandón	 Numeral-Noun	Bruce 1968: 71, passim
Ladakhi	 Noun-Numeral	Koshal 1979: 60-62, 144
Lagwan	 Noun-Numeral	Lukas 1936: 53
Lahu	 Noun-Numeral	Matisoff 1973: 45, 48
Lai	 Noun-Numeral	Hay-Neave 1953: passim
Lakhota	 Noun-Numeral	Buechel 1939: 92, 109; Rood and Taylor 1996: 457-458
Lalo	 Noun-Numeral	Björverud 1998: 117
Lamaholot	 Noun-Numeral	Arndt 1937: 19
Lamang	 Noun-Numeral	Wolff 1983: 212, 214
Lamani	 Numeral-Noun	Trail 1970: 83-85
Lamen	 Noun-Numeral	Early 2002b: 674
Lampung	 Numeral-Noun	Walker 1976: 15-17
Langi	 Noun-Numeral	Seidel 1898: 412
Lango	 Noun-Numeral	Noonan 1992: 111, 154
Lao	 Noun-Numeral	Yates and Sayisthsena 1970: passim; Hospitalier 1937: passim
Laragia	 Noun-Numeral	Capell 1984b: passim 69
Latvian	 Numeral-Noun	Lazdina 1966: 109-110; Bielenstein 1863: 415 
Lavukaleve	 Noun-Numeral	Terrill 1999: 49, 3.3, 3, 3.1, 69, 4.1, 81ff., 4.1.2 
Lebeo	 Noun-Numeral	Gérard 1924: 27
Leggbó	 Noun-Numeral	
Leko	 Numeral-Noun	van de Kerke 2002: passim
Lele	 Noun-Numeral	Frajzyngier 2001: 94
Lelemi	 Noun-Numeral	Höftmann 1971: 48-49
Lenakel	 Noun-Numeral	Lynch 1978: 74, 38-39
Lendu	 Numeral-Noun	Tucker 1967: 395; Tucker and Bryan 1966: 57-58
Lepcha	 Noun-Numeral	Mainwaring 1876: passim
Lese	 Noun-Numeral	Vorbichler 1965: 157
Leti	 Noun-Numeral	van Engelenhoven 1995: 166
Lewo	 Noun-Numeral	Early 1994a: 186-187
Lezgian	 Numeral-Noun	Gadzhiev 1963: 150, passim; Haspelmath 1993: 251, 263
Limbu	 Numeral-Noun	van Driem 1987: passim
Limilngan	 Noun-Numeral	Harvey 2001: 112
Linda	 Noun-Numeral	Cloarec-Heiss 1986: 52, 195-198
Lisu	 Noun-Numeral	Hope 1974: 88-91
Lithuanian	 Numeral-Noun	Dambriunas et al. 1966: passim
Logoti	 Noun-Numeral	Tucker 1967: 288
Lokono	 Numeral-Noun	Pet 1987: 91-92
Londo	 Noun-Numeral	Kuperus 1985: 125
Longgu	 Numeral-Noun	Hill 2002: 542
Loniu	 Noun-Numeral	Hamel 1985: 144, 147, 154
Lotha	 Noun-Numeral	Acharya 1983: 152
Luganda	 Noun-Numeral	Ashton et al. 1954: passim
Lugbara	 Noun-Numeral	Barr 1965: 18; Crazzolara 1960: 38
Luiseño	 Numeral-Noun	Kroeber and Grace 1960: 173
Lunda	 Noun-Numeral	Kawasha 2003: 124-126
Luo	 Noun-Numeral	Omondi 1982: 69-70, 123-124, 126-127
Lusi	 Noun-Numeral	Counts 1969: 125-126, 138
Luvale	 Noun-Numeral	Horton 1949: 166
Ma	 Noun-Numeral	Tucker and Bryan 1966: 137, 140
Ma'anyan	 Noun-Numeral	Gudai 1988: 98, 101-102
Maasai	 Noun-Numeral	Tucker and Mpaayei 1955: 32
Maba	 Noun-Numeral	Tucker and Bryan 1966: 205; Trenga 1947: 80
Macushi	 Numeral-Noun	Abbott 1991: passim; Carson 1982: 66
Mada (in Cameroon)	 Noun-Numeral	Barreteau and Brunet 2000: 27
Ma'di	 Noun-Numeral	Tucker 1967: 288
Mae	 Noun-Numeral	Capell 1962a: 19
Magar	 Numeral-Noun	Shepherd and Shepherd 1973: passim
Magi	 Noun-Numeral	Thomson 1975a: 644
Maipure	 Numeral-Noun	Zamponi 2003a: 32
Maithili	 Numeral-Noun	Davis 1973a: 273; Jha 1958: 294
Majang	 Noun-Numeral	Unseth 1989: 101, 107
Makah	 No dominant order	
Maklew	 Noun-Numeral	Boelaars 1950: 20
Makonde	 Noun-Numeral	Harries 1940: 115
Makua	 Noun-Numeral	Woodward 1926: 279
Malagasy	 Noun-Numeral	Bennett 1986: 43-44
Malakmalak	 Noun-Numeral	Birk 1976: 28, 146
Malayalam	 Numeral-Noun	Asher and Kumari 1997: 133
Maleu	 Noun-Numeral	Haywood 1996: 163
Malgwa	 Noun-Numeral	Löhr 2002: 239-240
Malto	 Numeral-Noun	Steever 1998c: 371
Mam	 Numeral-Noun	England 1983: 146, 140
Mamanwa	 Numeral-Noun	Miller and Miller 1976: 32
Mambai	 Noun-Numeral	Eguchi 1971: 165
Mambwe	 Noun-Numeral	London Missionary Society 1962: 9
Mamvu	 Noun-Numeral	Tucker and Bryan 1966: 57
Manadonese	 Numeral-Noun	Wantalangi 1993: 49, 55, 106-110
Manam	 Noun-Numeral	Lichtenberk 1983: 260
Manange	 No dominant order	Hildebrandt 2004: 80
Mandan	 Noun-Numeral	Carter 1991: passim; Kennard 1936: passim
Mandarin	 Numeral-Noun	Li and Thompson 1981: 104
Mandinka (Gambian)	 Noun-Numeral	Rowlands 1959: 46
Mangarrayi	 No dominant order	Merlan 1982: 29
Mangbetu	 Noun-Numeral	Tucker and Bryan 1966: 57-58
Manggarai	 Numeral-Noun	Semiun 1993: 42-43
Mangghuer	 Numeral-Noun	Slater 2003: 90
Mango	 Noun-Numeral	Khamis 1983: 154
Maninka (Western)	 Noun-Numeral	Delafosse 1929: 265-266
Mano	 Noun-Numeral	Becker-Donner 1965: 12, 25
Mansi	 Numeral-Noun	Murphy 1968: 136, 138; Honti 1988: 161, passim
Maori	 Noun-Numeral	Bauer 1993: 113 
Mapudungun	 Numeral-Noun	Augusta 1903: 282, passim; Smeets 1989: 167 
Maranungku	 Noun-Numeral	Tryon 1970b: 16
Marathi	 Numeral-Noun	
Marchha	 Numeral-Noun	Sharma 1989c: 127
Margi	 Noun-Numeral	Hoffmann 1963: 108
Maricopa	 Noun-Numeral	Gordon 1986: 233, 250
Marind	 No dominant order	Boelaars 1950: 3
Maringarr	 Noun-Numeral	Tryon 1974: 124
Marquesan	 Numeral-Noun	Lynch 2002a: 870
Marrithiyel	 Noun-Numeral	Tryon 1974: 88
Martuthunira	 Numeral-Noun	Dench 1995: 189, 190, 192
Maru	 Noun-Numeral	Clerk 1911: 9
Masa	 Noun-Numeral	Melis 1999: 155, 168
Masakin	 Noun-Numeral	Tucker and Bryan 1966: passim
Masalit	 Noun-Numeral	Edgar 1989: 49, 74
Matis	 Noun-Numeral	Ferreira 2001: 109
Matngele	 Noun-Numeral	Tryon 1974: 52
Matuumbi	 Noun-Numeral	Odden 1996: 75, 76
Mauka	 Noun-Numeral	Ebermann 1986a: 82
Maung	 Numeral-Noun	Capell and Hinch 1970: 98, passim
Maybrat	 Noun-Numeral	Brown 1990: 47; Dol 1999: 119, 141
Mayogo	 Noun-Numeral	Sawka 2001: 63
Mba	 Noun-Numeral	Tucker and Bryan 1966: 137, 139
Mbara	 Noun-Numeral	Tourneux et al. 1986: 173
Mbay	 Noun-Numeral	Fortier 1971: 24
Mbere	 Noun-Numeral	Adam 1954: 121
Mbodomo	 Noun-Numeral	Boyd 1997: 82
Mbole	 Noun-Numeral	De Rop 1971: 74-75
Mbosi	 Noun-Numeral	Amboulou 1998: 184, 195
Mbum	 Noun-Numeral	Hagège 1970: 236
Me'en	 Noun-Numeral	Will 1989: 138
Mehri	 No dominant order	Simeone-Senelle 1997: 395
Meithei	 Noun-Numeral	Chelliah 1997: 74
Mende	 Noun-Numeral	Aginsky 1935: 28-29
Menomini	 Numeral-Noun	Bloomfield 1962: 466
Menya	 Noun-Numeral	
Meryam Mir	 Numeral-Noun	Piper 1989: 30, 190
Meyah	 Noun-Numeral	Gravelle 2004: 167, 175
Mian	 Noun-Numeral	Fedden 2007: 193, 202ff 
Mien	 Numeral-Noun	Mao and Tsu-yao 1972: 249
Miju	 Noun-Numeral	Das Gupta 1977: passim, 8
Mikir	 No dominant order	Jeyapaul 1987: 141
Mina	 Noun-Numeral	Frajzyngier and Johnston 2005: 66
Minangkabau	 Numeral-Noun	Moussay 1981: 134
Minaveha	 Noun-Numeral	Lovell 1994: 65-66
Miri (Hill):	 Noun-Numeral	Simon 1976: viii-viix
Mising	 Noun-Numeral	Prasad 1991: 69, 70, 117
Miskito	 Numeral-Noun	Anonymous 1985: 93
Miwok (Southern Sierra)	 Numeral-Noun	Broadbent 1964: passim
Mixe (Ayutla)	 Numeral-Noun	
Mixe (Coatlán)	 Numeral-Noun	Van Haitsma and Van Haitsma 1976: 72
Mixtec (Chalcatongo)	 Numeral-Noun	Macaulay 1996: 111
Mixtec (Jicaltepec)	 Numeral-Noun	Bradley 1970: 51
Mixtec (Ocotepec)	 Numeral-Noun	Alexander 1988: 212-213
Mixtec (Peñoles)	 Numeral-Noun	Daly 1973: 11, 20, passim
Mixtec (Yosondúa)	 Numeral-Noun	Farris 1992: 73-74
Miya	 Noun-Numeral	Schuh 1998: 258, 277
Mizo	 Noun-Numeral	Chhangte 1989: 97, 108, 109-110
Mocoví	 Numeral-Noun	Grondona 1998: 43
Mofu-Gudur	 Noun-Numeral	Barreteau 1988: 57, passim
Mohawk	 Numeral-Noun	Postal 1963: 353; Bonvillain 1973: 236
Mokilese	 Noun-Numeral	Harrison and Albert 1976: 93
Mombum	 Noun-Numeral	Boelaars 1950: 30
Mon	 Noun-Numeral	Bauer 1982a: 360
Mondunga	 Noun-Numeral	De Boeck 1952: 29
Mongo	 Noun-Numeral	Hulstaert 1966: 103
Moni	 Noun-Numeral	Boelaars 1950: 123
Mono-Alu	 No dominant order	Fagan 1986: 51
Mooré	 Noun-Numeral	Lehr et al. 1966: 43, passim
Mor	 Noun-Numeral	Laycock 1978: 299
Moraori	 Noun-Numeral	Boelaars 1950: 45
Moro	 Noun-Numeral	Black and Black 1971: 23, 26
Moru	 Noun-Numeral	Tucker 1967: 288; Tucker and Bryan 1966: 57
Motuna	 Noun-Numeral	Onishi 1994: 223
Mpongwe	 Noun-Numeral	Gautier 1912: 33, 41
Mpur	 Noun-Numeral	Odé 2002: 63
Mufian	 Noun-Numeral	Wilson 2008: 4; Alungum et al. 1978: 105
Muisca	 Noun-Numeral	Adelaar 2004: 89 
Mumuye	 Noun-Numeral	Shimizu 1983: 79
Muna	 Numeral-Noun	van den Berg 1989b: 110, 133
Mundang	 Noun-Numeral	Elders 2000: 229
Mundani	 Noun-Numeral	Parker 1989: 160
Mundari	 Numeral-Noun	Sinha 1975: 68, passim
Mungaka	 No dominant order	Tischhauser 1992: 11
Munzombo	 Noun-Numeral	Boyi 1983: 246
Mupun	 Noun-Numeral	Frajzyngier 1993: 153
Murle	 Noun-Numeral	Tucker and Bryan 1966: 391; Lyth 1971: 11-12
Mursi	 Noun-Numeral	Turton and Bender 1976: 555
Musgu	 Noun-Numeral	Tourneaux 1978: 256-257; Meyer-Bahlburg 1972: 198
Musom	 Noun-Numeral	Holzknecht 1997b: 80
Musqueam	 Numeral-Noun	Suttles 2004: 66
Mussau	 Numeral-Noun	Ross 2002b: 155
Mwera	 Noun-Numeral	Harries 1950: 18, 57
Mwotlap	 Noun-Numeral	Crowley 2002d: 592
Nabak	 Noun-Numeral	Fabian et al. 1998: passim 72
Naga (Mao)	 Noun-Numeral	Giridhar 1994: 248, 452
Naga (Tangkhul)	 Noun-Numeral	Arokianathan 1987: 145; Subbarao and Murthy 2000: passim
Naga (Zeme)	 Noun-Numeral	Soppitt 1885: 7, 26
Nahuatl (Huasteca)	 Numeral-Noun	Beller and Beller 1979: 233, 255
Nahuatl (Michoacán)	 Numeral-Noun	Sischo 1979: 346
Nahuatl (North Puebla)	 Numeral-Noun	Brockway 1979: 165
Nahuatl (Tetelcingo)	 Numeral-Noun	Tuggy 1979: 73
Nai	 No dominant order	Hamlin 1998: egcount
Nakanai	 No dominant order	Johnston 1980: 159-160, 182
Nalik	 Noun-Numeral	Volker 1998: 109
Nama	 Numeral-Noun	Hagman 1977: 21, 33
Namia	 Noun-Numeral	Feldpausch and Feldpausch 1992: 10, 51
Nande	 Noun-Numeral	Baudet 1947: 16
Nandi	 Noun-Numeral	Hollis 1909: 183; Creider and Creider 1989: 64
Nanerge	 Noun-Numeral	Ouedraogo 1984: 426-430
Nankina	 Noun-Numeral	Spaulding and Spaulding 1994: 118-120
Nar-Phu	 Noun-Numeral	Noonan 2003a: 348
Nasioi	 Numeral-Noun	Hurd and Hurd 1966: passim
Navajo	 Numeral-Noun	Young and Morgan 1987: 205a
Naxi	 Noun-Numeral	He and Jiang 1985: 45, 47
Ncàm	 Noun-Numeral	Cox 1998: 190
Ndjébbana	 Noun-Numeral	McKay 2000: 293
Ndonga	 Noun-Numeral	Viljoen and Amakali 1978: 134-135
Ndumu	 Noun-Numeral	Biton 1969: 575, 576
Ndut	 Noun-Numeral	Morgan 1996: 42
Ndyuka	 Numeral-Noun	Huttar and Huttar 1994: 207, 215 
Nehan	 Numeral-Noun	Todd 1978: 1195
Nenets	 Numeral-Noun	Collinder 1957: 443, passim
Nengone	 Numeral-Noun	Tryon 1967b: 53-54
Neo-Aramaic (Arbel Jewish)	 Numeral-Noun	Khan 1999: 244 
Nepali	 Numeral-Noun	Hari 1973: passim
Nevome	 Numeral-Noun	Shaul 1982: 45-46
Newar (Dolakha)	 No dominant order	Genetti 2003: 361
Newari (Kathmandu)	 Noun-Numeral	Malla 1985: 71, 85, 57
Neyo	 Noun-Numeral	Grah 1983: 157, 220
Nez Perce	 Numeral-Noun	Aoki 1970: 133-134
Ngaanyatjarra	 Noun-Numeral	Douglas 1964: 75
Ngäbere	 Noun-Numeral	Alphonse 1956: 15
Ngad'a	 No dominant order	Arndt 1933b: 6-7
Ngambay	 Noun-Numeral	Thayer 1978: 28
Ngandi	 Noun-Numeral	Heath 1978: passim
Ngan'gityemerri	 Noun-Numeral	Reid 1990: 29, 295, passim
Ngankikurungkurr	 Noun-Numeral	Hoddinott and Kofod 1988: 59
Ngawun	 Numeral-Noun	Breen 1981b: 63
Ngbaka (Minagende)	 Noun-Numeral	GrandEury 1991: 366
Ngbandi	 Noun-Numeral	Toronzoni 1989: 344-346
Ngiti	 Numeral-Noun	Kutsch Lojenga 1994: 340
Ngizim	 Noun-Numeral	Schuh 1972: 195
Ngoni	 Noun-Numeral	Ngonyani 2003: 74
Nguna	 Noun-Numeral	Schütz 1969b: passim
Nias	 No dominant order	Brown 2001
Nicobarese (Car)	 Numeral-Noun	Braine 1970: 254
Nisenan	 No dominant order	Eatough 1999: 32
Nisgha	 Numeral-Noun	Tarpent 1987: 310, passim
Niuean	 Numeral-Noun	Seiter 1980: 46-47
Nivkh	 No dominant order	Panfilov 1962: 129-130
Nkonya	 Noun-Numeral	Reineke 1972: 46
Nkore-Kiga	 Noun-Numeral	Taylor 1985: 54, passim
Nocte	 No dominant order	Das Gupta 1971: 4, 13
Noni	 Noun-Numeral	Hyman 1981b: 31
Noon	 Noun-Numeral	Soukka 2000: 128
Norwegian	 Numeral-Noun	Olson 1901: passim
Ntomba	 Noun-Numeral	Gilliard 1928: 13
Nuaulu	 Noun-Numeral	Bolton 1990: 71, 76
Nubian (Dongolese)	 Noun-Numeral	Armbruster 1960: 320
Nubian (Kunuz)	 Noun-Numeral	Abdel-Hafiz 1988: 209
Nuer	 Noun-Numeral	Crazzolara 1933: 58
Nung (in Vietnam)	 Numeral-Noun	Saul and Wilson 1980: 14, 21
Nuosu	 Noun-Numeral	Chen et al. 1985: passim
Nupe	 Noun-Numeral	Smith 1967a: 19
Nusu	 Noun-Numeral	Sun and Liu 1986: passim
Nuuchahnulth	 No dominant order	Davidson 2002
Nyamkad	 Noun-Numeral	Sharma 1992: 147, 192
Nyamwezi	 Noun-Numeral	Maganga and Schadeberg 1992: passim
Nyiha	 Noun-Numeral	Busse 1960: 56
Nyishi	 Noun-Numeral	Tayeng 1990a: passim; Hamilton 1900: 11
Nyulnyul	 Numeral-Noun	McGregor 1996: 50
Nzakara	 Noun-Numeral	Santandrea 1965b: 57; Tucker and Bryan 1966: 159
Obolo	 Noun-Numeral	Faraclas 1984: 27, 36-37
Ocuilteco	 Numeral-Noun	Muntzel 1986: 93
Ogbronuagum	 Numeral-Noun	Kari 2000: 43
Ojibwa (Eastern)	 Numeral-Noun	Rhodes 1991: 1 
Oksapmin	 No dominant order	Lawrence 1972: passim
Olo	 Noun-Numeral	Staley 1995: 46; Staley n.d.: ix
Omaha	 Noun-Numeral	Dorsey 1890: passim
Ömie	 Noun-Numeral	Austing and Upia 1975: 523
O'odham	 Numeral-Noun	Zepeda 1983: 119-120
Ordos	 Numeral-Noun	Georg 2003: 207
Orig	 Noun-Numeral	Schadeberg and Elias 1979: 42
Oriya	 No dominant order	Ray 2003: 451
Orok	 Numeral-Noun	Petrova 1968: 179, 188; Pilsudski 1987: passim
Orokaiva	 Noun-Numeral	Healey et al. 1969: 49
Oromo (Harar)	 Noun-Numeral	Owens 1985: 86
Oromo (Waata)	 Noun-Numeral	Heine 1981: 35, passim
Ossetic	 Numeral-Noun	Abaev 1964: 22, passim
Otomí (Mezquital)	 Numeral-Noun	Hess 1968: 47, 51, 54, 111
Otoro	 Noun-Numeral	Stevenson 1957: 34
Owininga	 Noun-Numeral	Escott 2008: 4
Pa'a	 Noun-Numeral	Skinner 1979: 62
Paakantyi	 Numeral-Noun	Hercus 1982: 84
Paamese	 Noun-Numeral	Crowley 1982: 100
Páez	 Numeral-Noun	Slocum 1986: 27
Paiute (Northern)	 Numeral-Noun	Snapp et al. 1982: 51
Paiwan	 Noun-Numeral	Egli 1990: 178 
Palauan	 Numeral-Noun	Josephs 1975: 471
Palaung	 No dominant order	Milne 1921: 57
Palikur	 Numeral-Noun	Green and Green 1972: 23, 26-27
Pame	 Numeral-Noun	Manrique 1967: 346
Panará	 Noun-Numeral	Dourado 2001: 88
Pangasinan	 Numeral-Noun	Benton 1971a: 148-149
Panjabi	 Numeral-Noun	Gill and Gleason 1963: 163-164, 171; Gill and Gleason 1969: 45
Panyjima	 Numeral-Noun	Dench 1991: 186
Pare	 Noun-Numeral	Kagaya 1989: 15, 19
Päri	 Noun-Numeral	Simeoni 1978: 31
Pashto	 Numeral-Noun	Shafeev 1964: 29
Patep	 Noun-Numeral	Lauck 1976: passim
Pattani	 Numeral-Noun	Sharma 1982a: 131170; Sharma 2000: passim
Paulohi	 Noun-Numeral	Stresemann 1918: 52, 59
Paumarí	 Noun-Numeral	Chapman and Derbyshire 1991: 337, passim
Pawaian	 Noun-Numeral	Trefry 1969: 35
Pawnee	 Numeral-Noun	Weltfish 1937: passim
Pero	 Noun-Numeral	Frajzyngier 1989: 143
Persian	 Numeral-Noun	Lambton 1967: 42; Rastorgueva 1964: 32
Piapoco	 Numeral-Noun	Reinoso Galindo 2002: 332-333
Piaroa	 Noun-Numeral	Krute 1989: 82, passim 146
Pima Bajo	 Numeral-Noun	Estrada Fernández 1996: 16
Pipil	 Numeral-Noun	Campbell 1985: 58
Pirahã	 Noun-Numeral	Everett 1986: 272
Piro	 Numeral-Noun	Matteson 1965: 66-67
Pisa	 Noun-Numeral	Boelaars 1950: 70
Pitjantjatjara	 Noun-Numeral	Bowe 1990: 35 
Podoko	 Noun-Numeral	Jarvis 1989: 67
Pohnpeian	 Noun-Numeral	Rehg 1981: 142, passim 
Poko-Rawo	 Noun-Numeral	
Pokot	 Noun-Numeral	Tucker and Bryan 1966: 493; Crazzolara 1978: 53
Polish	 Numeral-Noun	Brooks 1975: 381-382, passim
Pomo (Northern)	 Numeral-Noun	O'Connor 1992: 10
Pomo (Southeastern)	 Numeral-Noun	Moshinsky 1974: 108, passim 138
Port Sandwich	 Noun-Numeral	Crowley 2002e: 653
Prasuni	 Numeral-Noun	Morgenstierne 1949: passim
Puluwat	 Numeral-Noun	Elbert 1974: 110-111, 118
Pumi	 Noun-Numeral	Ding 1998: 170; Lu 1983: 75-76
Pungupungu	 Noun-Numeral	Tryon 1974: 199
Purépecha	 Numeral-Noun	Friedrich 1984: 77; Foster 1969: passim
Purki	 Noun-Numeral	Rangan 1979: 109, 120
Qafar	 Numeral-Noun	Bliese 1981: 104
Qawasqar	 No dominant order	Peréz 1988: passim
Qiang	 Noun-Numeral	Sun 1981: 156, 163; LaPolla 2003b: 39
Quechua (Huallaga)	 Numeral-Noun	Weber 1989: 17
Quechua (Imbabura)	 Numeral-Noun	Cole 1982: 77, 162
Quileute	 Numeral-Noun	Andrade 1933: 253
Raga	 Noun-Numeral	Crowley 2002c: 630
Ralte	 Noun-Numeral	Grierson 1904: 76
Rama	 Noun-Numeral	Grinevald 1988: 90
Rang Pas	 Numeral-Noun	Zoller 1983: 89, passim
Rapanui	 Numeral-Noun	Chapin 1978: 152
Rawa	 Noun-Numeral	Toland and Toland 1991: 88
Rawang	 Noun-Numeral	Barnard 1934: 11, passim
Remo	 Numeral-Noun	Fernandez 1967: 117
Resígaro	 Numeral-Noun	Allin 1976: 223, passim
Retuarã	 Numeral-Noun	Strom 1992: 50, 53
rGyalrong (Caodeng)	 Noun-Numeral	Sun 2003: 498
Romanian	 Numeral-Noun	Mallinson 1986: passim 114
Romani (Welsh)	 Numeral-Noun	Sampson 1926: 153-156
Romansch (Sursilvan)	 Numeral-Noun	Haiman 1988: 374
Ron	 Noun-Numeral	Seibert 1998: 70
Ronga	 No dominant order	Junod 1896: 118
Rotuman	 Noun-Numeral	Churchward 1940: passim 111
Roviana	 Numeral-Noun	Corston-Oliver 2002: 473
Rukai (Tanan)	 Numeral-Noun	Li 1973: 73-74
Rumu	 Noun-Numeral	Petterson 1999: passim
Runga	 No dominant order	Nougayrol 1989: 40, 42
Runyankore	 Noun-Numeral	Morris and Kirwan 1972: 167
Russian	 Numeral-Noun	Bivon 1971: 82 
Rutul	 Numeral-Noun	Alekseev 1994b: 237
Sa'a	 Numeral-Noun	Ivens 1918: passim
Sahu	 Noun-Numeral	Visser and Voorhoeve 1987: 51-52
Sakao	 Noun-Numeral	Guy 1974a: 63-64
Saliba (in Papua New Guinea)	 Noun-Numeral	Margetts 1999b: 19
Salinan	 Numeral-Noun	Mason 1918: passim
Samba Leko	 Noun-Numeral	Fabre 2003: 187
Samoan	 No dominant order	Mosel and Hovdhaugen 1992: 318-323
Sandawe	 Noun-Numeral	Eaton 2008: 76
Sango	 Noun-Numeral	Samarin 1967b: 63
Sangu	 Noun-Numeral	Idiata 1998: 70
Santa	 Numeral-Noun	Kim 2003: 355
Santali	 Numeral-Noun	Macphail 1953: passim; Neukom 2001: 55, 174
Sarcee	 Numeral-Noun	Cook 1984: 60, passim
Sardinian	 Numeral-Noun	Jones 1988: 334
Sare	 Numeral-Noun	Sumbuk 1999
Savosavo	 Numeral-Noun	Wegener 2008: 118
Sebei	 Noun-Numeral	O'Brien and Cuypers 1975: 45-46
Secoya	 Numeral-Noun	Johnson and Levinsohn 1990: 50
Sedang	 Numeral-Noun	Smith 1979: 86
Seediq	 Numeral-Noun	Holmer 1996: 71
Selepet	 Noun-Numeral	McElhanon 1972: 76, 85
