Language	Value	Reference
Lao	 Not initial interrogative phrase	Yates and Sayisthsena 1970: 6, 10, 19
Latvian	 Initial interrogative phrase	Lazdina 1966: 13; Bielenstein 1863: 383 
Lavukaleve	 Not initial interrogative phrase	Terrill 1999: 409, 17.1.3 
Lele	 Not initial interrogative phrase	Frajzyngier 2001: 284, 287, 288, 290
Lenakel	 Not initial interrogative phrase	Lynch 1978: 97
Lendu	 Not initial interrogative phrase	Tucker 1967: 392-393
Lepcha	 Not initial interrogative phrase	Mainwaring 1876: passim
Lewo	 Not initial interrogative phrase	Early 1994a: 172
Lezgian	 Not initial interrogative phrase	Gadzhiev 1963: passim
Lhomi	 Not initial interrogative phrase	Vesalainen and Vesalainen 1980: passim
Limbu	 Not initial interrogative phrase	Weidert and Subba 1985: passim
Linda	 Not initial interrogative phrase	Cloarec-Heiss 1986: 453-454, 468-473
Lingala	 Not initial interrogative phrase	Meeuwis 1998: 40
Lisu	 Not initial interrogative phrase	Hope 1974: passim
Lithuanian	 Initial interrogative phrase	Dambriunas et al. 1966: 79
Logoti	 Not initial interrogative phrase	Tucker 1967: 148
Loniu	 Not initial interrogative phrase	Hamel 1985: 232
Lotha	 Not initial interrogative phrase	Acharya 1983: 140
Lozi	 Not initial interrogative phrase	Mwisiya 1977: 155
Luganda	 Not initial interrogative phrase	Ashton et al. 1954: 398-400
Lugbara	 Not initial interrogative phrase	Crazzolara 1960: 61-62
Luiseño	 Initial interrogative phrase	Kroeber and Grace 1960: 106
Lunda	 Not initial interrogative phrase	Kawasha 2003: 382
Lungchang	 Not initial interrogative phrase	Rekhung 1988b: passim
Luo	 Not initial interrogative phrase	Omondi 1982: 138-147
Lusi	 Not initial interrogative phrase	Counts 1969: 131-134
Luvale	 Not initial interrogative phrase	Horton 1949: 201
Maasai	 Not initial interrogative phrase	Tucker and Mpaayei 1955: 8, 26-27
Maba	 Not initial interrogative phrase	Trenga 1947: 136-137
Macushi	 Initial interrogative phrase	Abbott 1991: 46
Ma'di	 Not initial interrogative phrase	Tucker 1967: 148; Blackings and Fabb 2003
Magar	 Not initial interrogative phrase	Shepherd and Shepherd 1973: passim
Maidu (Northeast)	 Initial interrogative phrase	Shipley 1964: 60
Maipure	 Initial interrogative phrase	Zamponi 2003a: 51
Majang	 Not initial interrogative phrase	Unseth 1989: 97, passim
Makah	 Initial interrogative phrase	
Makonde	 Not initial interrogative phrase	Harries 1940: 117
Malagasy	 Initial interrogative phrase	Keenan 1976: passim
Malakmalak	 Mixed	Birk 1976: 26, passim
Malayalam	 Not initial interrogative phrase	Asher and Kumari 1997: 13
Malgwa	 Not initial interrogative phrase	Löhr 2002: 248
Mam	 Initial interrogative phrase	England 1983: 196
Mamanwa	 Initial interrogative phrase	Miller and Miller 1976: 78-79
Mambwe	 Not initial interrogative phrase	London Missionary Society 1962: 16
Manadonese	 Initial interrogative phrase	Wantalangi 1993: 42, 100
Manam	 Not initial interrogative phrase	Lichtenberk 1983: 398
Mandan	 Initial interrogative phrase	Kennard 1936: 29
Mandarin	 Not initial interrogative phrase	Li and Thompson 1981: 522
Mandinka (Gambian)	 Not initial interrogative phrase	Rowlands 1959: passim
Mangarrayi	 Not initial interrogative phrase	Merlan 1982: 6
Manggarai	 Not initial interrogative phrase	Semiun 1993: 62ff
Maninka (Western)	 Not initial interrogative phrase	Delafosse 1929: 257-258, 151-152
Mano	 Not initial interrogative phrase	Becker-Donner 1965: 29
Manobo (Western Bukidnon)	 Initial interrogative phrase	Elkins 1970: 27-31
Mansi	 Not initial interrogative phrase	Murphy 1968: 81; Honti 1988: 165
Maori	 Not initial interrogative phrase	Bauer 1993: 9-10 
Mapudungun	 Not initial interrogative phrase	Augusta 1903: passim
Mara	 Initial interrogative phrase	Heath 1981: 168-175
Maranungku	 Initial interrogative phrase	Tryon 1970b: 72-75
Marathi	 Not initial interrogative phrase	
Margany	 Initial interrogative phrase	Breen 1981a: 338
Margi	 Not initial interrogative phrase	Hoffmann 1963: 92-93
Martuthunira	 Initial interrogative phrase	Dench 1995: 237
Maru	 Not initial interrogative phrase	Clerk 1911: 14; Abbey 1899: passim
Masa	 Not initial interrogative phrase	Caitucoli 1986: passim
Masalit	 Not initial interrogative phrase	Edgar 1989: 56
Matngele	 Not initial interrogative phrase	Tryon 1974: 52
Mauka	 Not initial interrogative phrase	Ebermann 1986a: 78ff., 119, 174
Maung	 Initial interrogative phrase	Capell and Hinch 1970: 64-65, 91
Maybrat	 Not initial interrogative phrase	Dol 1999: 116-118, 202ff
Mazatec (Huautla)	 Initial interrogative phrase	Pike 1967: 321
Mba	 Not initial interrogative phrase	Tucker and Bryan 1966: 119
Mbay	 Not initial interrogative phrase	Fortier 1971: passim 39
Mbili	 Not initial interrogative phrase	Ayuninjam 1998: 234-235, 363 
Mbum	 Not initial interrogative phrase	Hagège 1970: passim
Me'en	 Not initial interrogative phrase	Will 1989: 146
Mehri	 Initial interrogative phrase	Simeone-Senelle 1997: 414
Meithei	 Not initial interrogative phrase	Chelliah 1997: 145, 148
Mekens	 Initial interrogative phrase	Galucio 2001: 166, 171
Mende	 Initial interrogative phrase	Aginsky 1935: 85
Menomini	 Initial interrogative phrase	Bloomfield 1962: 475
Menya	 Not initial interrogative phrase	
Meryam Mir	 Not initial interrogative phrase	Piper 1989: 73, 192
Meyah	 Not initial interrogative phrase	Gravelle 2004: 333
Mian	 Not initial interrogative phrase	Fedden 2007: 354, 358 
Mien	 Not initial interrogative phrase	Court 1985: 88
Mikir	 Not initial interrogative phrase	Jeyapaul 1987: 148
Mina	 Not initial interrogative phrase	Frajzyngier and Johnston 2005: 290ff
Mising	 Not initial interrogative phrase	Prasad 1991: 97
Miskito	 Not initial interrogative phrase	Adam 1891: passim; Anonymous 1985: 121
Miwok (Southern Sierra)	 Initial interrogative phrase	Freeland 1951: passim
Mixtec (Chalcatongo)	 Initial interrogative phrase	Macaulay 1996: passim
Mixtec (Jicaltepec)	 Initial interrogative phrase	Bradley 1970: 40
Mixtec (Ocotepec)	 Initial interrogative phrase	Alexander 1988: 182-187
Mixtec (Peñoles)	 Initial interrogative phrase	Daly 1973: 54-57
Mixtec (Yosondúa)	 Initial interrogative phrase	Farris 1992: 36, 89
Miya	 Mixed	Schuh 1998: 287-288
Mizo	 Not initial interrogative phrase	Chhangte 1989: 159; Lorrain and Savidge 1898: passim
Mocoví	 Initial interrogative phrase	Grondona 1998: 162-164
Mokilese	 Initial interrogative phrase	Harrison and Albert 1976: 313
Mon	 Not initial interrogative phrase	Bauer 1982a: 474-477
Mondunga	 Not initial interrogative phrase	De Boeck 1952: 30
Mono (in United States)	 Initial interrogative phrase	Norris 1986: 44
Mooré	 Not initial interrogative phrase	Lehr et al. 1966: passim
Mor	 Not initial interrogative phrase	Laycock 1978: passim
Moro	 Not initial interrogative phrase	Black and Black 1971: 73-74
Moru	 Not initial interrogative phrase	Tucker 1967: 148
Mosetén	 Initial interrogative phrase	Sakel 2002: 308 
Motu	 Not initial interrogative phrase	Lawes 1888: 15
Movima	 Initial interrogative phrase	Haude 2006: 122, 313-314
Mpur	 Not initial interrogative phrase	Odé 2002: 68
Mufian	 Not initial interrogative phrase	Wilson 2008: 14
Muinane	 Initial interrogative phrase	Walton and Walton 1975: 23-24, passim
Mumuye	 Not initial interrogative phrase	Shimizu 1983: 139, passim
Muna	 Not initial interrogative phrase	van den Berg 1989b: passim 215
Mundari	 Not initial interrogative phrase	Sinha 1975: 161
Mundurukú	 Initial interrogative phrase	Crofts 1973: 58
Mupun	 Not initial interrogative phrase	Frajzyngier 1993: 368
Murle	 Not initial interrogative phrase	Lyth 1971: passim
Murrinh-Patha	 Not initial interrogative phrase	Street 1980: 109
Muruwari	 Initial interrogative phrase	Oates 1988: 120; Trefry 1971: 95
Musgu	 Not initial interrogative phrase	Meyer-Bahlburg 1972: 174, 211-215
Mussau	 Not initial interrogative phrase	Ross 2002b: 165
Mutsun	 Initial interrogative phrase	Okrand 1977: 315
Nadëb	 Not initial interrogative phrase	Weir 1994: 292
Naga (Mao)	 Not initial interrogative phrase	Giridhar 1994: 394
Naga (Tangkhul)	 Not initial interrogative phrase	Pettigrew 1918: passim 21-22
Nagatman	 Not initial interrogative phrase	Campbell and Campbell 1987: 23
Naga (Zeme)	 Not initial interrogative phrase	Soppitt 1885: passim
Nahuatl (Huasteca)	 Initial interrogative phrase	Beller and Beller 1979: 222
Nahuatl (Michoacán)	 Initial interrogative phrase	Sischo 1979: 325
Nahuatl (North Puebla)	 Initial interrogative phrase	Brockway 1979: 146, 152
Nahuatl (Tetelcingo)	 Initial interrogative phrase	Tuggy 1979: 30
Nama	 Initial interrogative phrase	Hagman 1977: 141
Namia	 Not initial interrogative phrase	Feldpausch and Feldpausch 1992: 73
Nandi	 Not initial interrogative phrase	Hollis 1909: 189; Creider and Creider 1989: 139, 142
Nankina	 Not initial interrogative phrase	Spaulding and Spaulding 1994: 137
Nar-Phu	 Not initial interrogative phrase	Noonan 2003a: 344, 350
Nasioi	 Not initial interrogative phrase	Hurd and Hurd 1966: passim
Navajo	 Not initial interrogative phrase	Schauber 1979: 119
Naxi	 Not initial interrogative phrase	He and Jiang 1985: passim
Ncàm	 Not initial interrogative phrase	Cox 1998: 44-47
Ndebele	 Not initial interrogative phrase	Bowern and Lotridge 2002: 60
Ndjébbana	 Not initial interrogative phrase	McKay 2000: 303
Ndonga	 Not initial interrogative phrase	Viljoen and Amakali 1978: 45; Fivaz 1986: 159-161
Ndumu	 Not initial interrogative phrase	Biton 1969: 588
Ndut	 Not initial interrogative phrase	Morgan 1996: 32
Ndyuka	 Initial interrogative phrase	Huttar and Huttar 1994: 20, 36 
Nehan	 Initial interrogative phrase	Todd 1978: 1211
Nend	 Not initial interrogative phrase	Harris 1990: 110-112
Neo-Aramaic (Arbel Jewish)	 Not initial interrogative phrase	Khan 1999: 358-359 
Nepali	 Not initial interrogative phrase	Hari 1973: passim
Nevome	 Initial interrogative phrase	Shaul 1982: 84-87
Newar (Dolakha)	 Not initial interrogative phrase	
Newari (Kathmandu)	 Not initial interrogative phrase	Malla 1985: 89
Neyo	 Initial interrogative phrase	Grah 1983: 185-187
Nez Perce	 Initial interrogative phrase	Aoki 1979: passim
Ngaanyatjarra	 Not initial interrogative phrase	Douglas 1964: 63
Ngäbere	 Not initial interrogative phrase	Alphonse 1956: passim
Ngad'a	 Not initial interrogative phrase	Arndt 1933b: 41
Ngambay	 Not initial interrogative phrase	Thayer 1978: 14
Ngandi	 Not initial interrogative phrase	Heath 1978: passim
Ngankikurungkurr	 Not initial interrogative phrase	Hoddinott and Kofod 1988: 67, 68
Ngawun	 Initial interrogative phrase	Breen 1981b: 65, 69
Ngbaka (Ma'bo)	 Not initial interrogative phrase	GrandEury 1991: 252-253; Thomas 1963: 251
Ngbaka (Minagende)	 Not initial interrogative phrase	GrandEury 1991: 252-253
Ngbandi	 Not initial interrogative phrase	Toronzoni 1989: 511
Ngiti	 Mixed	Kutsch Lojenga 1994: 383
Ngiyambaa	 Initial interrogative phrase	Donaldson 1980: 258
Ngizim	 Not initial interrogative phrase	Schuh 1972: 210-214
Ngoni	 Not initial interrogative phrase	Ngonyani 2003: 89
Nhanda	 Not initial interrogative phrase	Blevins 2001: 126 
Nias	 Initial interrogative phrase	Brown 2001
Nicobarese (Car)	 Mixed	Braine 1970: 205-206
Nisgha	 Initial interrogative phrase	Tarpent 1987: 322
Niuafo'ou	 Not initial interrogative phrase	Early 2002: 863
Niuean	 Not initial interrogative phrase	Seiter 1980: 106-108
Nivkh	 Not initial interrogative phrase	Panfilov 1962: passim
Nkem	 Not initial interrogative phrase	Sibomana 1986: 287
Nkonya	 Not initial interrogative phrase	Painter 1970: passim
Nkore-Kiga	 Not initial interrogative phrase	Taylor 1985: 7, passim
Nocte	 Not initial interrogative phrase	Das Gupta 1971: passim
Noni	 Not initial interrogative phrase	Hyman 1981b: 104-105
Noon	 Not initial interrogative phrase	Soukka 2000: 261
Norwegian	 Initial interrogative phrase	Moen and Pedersen 1983: 41
Nuaulu	 Not initial interrogative phrase	Bolton 1990: 134
Nubian (Dongolese)	 Not initial interrogative phrase	Armbruster 1960: 352
Nuer	 Not initial interrogative phrase	Crazzolara 1933: 81-85
Nunggubuyu	 Initial interrogative phrase	Heath 1984: 508
Nung (in Vietnam)	 Not initial interrogative phrase	Saul and Wilson 1980: passim
Nyamkad	 Not initial interrogative phrase	Sharma 1992: 186
Nyishi	 Not initial interrogative phrase	Hamilton 1900: 52
Nzakara	 Not initial interrogative phrase	Santandrea 1965b: 194
Obolo	 Not initial interrogative phrase	Faraclas 1984: 98-100
Ocuilteco	 Initial interrogative phrase	Muntzel 1986: 145, 147
Ogbronuagum	 Not initial interrogative phrase	Kari 2000: 48
Ojibwa (Eastern)	 Initial interrogative phrase	Valentine 2001: 979 
Olo	 Not initial interrogative phrase	Staley n.d.: passim
Ömie	 Not initial interrogative phrase	Austing and Upia 1975: passim
One	 Not initial interrogative phrase	
Oneida	 Initial interrogative phrase	
O'odham	 Not initial interrogative phrase	Zepeda 1983: 55-56; Saxton 1982: 148-153
Oriya	 Not initial interrogative phrase	Ray 2003: 473
Orokaiva	 Not initial interrogative phrase	Healey et al. 1969: 55-56
Oromo (Harar)	 Not initial interrogative phrase	Owens 1985: 207
Oromo (Waata)	 Not initial interrogative phrase	Heine 1981: passim
Osage	 Not initial interrogative phrase	Quintero 1997: 33
Otomí (Mezquital)	 Initial interrogative phrase	Hess 1968: 114-115
Owininga	 Not initial interrogative phrase	Escott 2008: 2
Pa'a	 Not initial interrogative phrase	Skinner 1979: 87
Paakantyi	 Initial interrogative phrase	Hercus 1982: 167
Paamese	 Not initial interrogative phrase	Crowley 1982: 242-243
Paiute (Northern)	 Initial interrogative phrase	Snapp et al. 1982: 22, passim
Paiwan	 Initial interrogative phrase	Egli 1990: 276 
Palauan	 Not initial interrogative phrase	Josephs 1975: passim
Palaung	 Not initial interrogative phrase	Milne 1921: 28, 37
Palikur	 Initial interrogative phrase	Green and Green 1972: 20, 97
Pame	 Initial interrogative phrase	Manrique 1967: 341
Panará	 Initial interrogative phrase	Dourado 2001: 89
Pangasinan	 Initial interrogative phrase	Benton 1971a: 93-96
Panjabi	 Not initial interrogative phrase	Gill and Gleason 1969: passim; Gill and Gleason 1963: passim
Pare	 Not initial interrogative phrase	Kagaya 1989: 55
Päri	 Not initial interrogative phrase	Simeoni 1978: passim
Pashto	 Not initial interrogative phrase	Shafeev 1964: 34, 35
Patep	 Not initial interrogative phrase	Lauck 1976: passim
Paulohi	 Initial interrogative phrase	Stresemann 1918: 17-18
Paumarí	 Initial interrogative phrase	Chapman and Derbyshire 1991: 203
Pawaian	 Not initial interrogative phrase	Trefry 1969: 22
Pero	 Not initial interrogative phrase	Frajzyngier 1989: 217-224
Persian	 Not initial interrogative phrase	Elwell-Sutton 1941: 20; Lazard 1957a: 212
Pilagá	 Initial interrogative phrase	Vidal 2001: 346
Pirahã	 Not initial interrogative phrase	Everett 1986: passim
Piro	 Initial interrogative phrase	Matteson 1965: 46
Pitta Pitta	 Initial interrogative phrase	Blake 1979c: 214
Pohnpeian	 Mixed	Rehg 1981: 314-323 
Poko-Rawo	 Not initial interrogative phrase	
Pokot	 Not initial interrogative phrase	Crazzolara 1978: 66; Baroja 1989: 266
Polish	 Initial interrogative phrase	
Pomo (Southeastern)	 Not initial interrogative phrase	Moshinsky 1974: 122-123, 105-106
Prasuni	 Not initial interrogative phrase	Morgenstierne 1949: passim
Puluwat	 Not initial interrogative phrase	Lynch 2002e: 814
Pumi	 Not initial interrogative phrase	Lu 1983: 81
Pungupungu	 Not initial interrogative phrase	Tryon 1974: 200
Purépecha	 Initial interrogative phrase	Foster 1969: 185
Purki	 Not initial interrogative phrase	Rangan 1979: 153-155
Quechua (Huallaga)	 Not initial interrogative phrase	Weber 1989: 19
Quechua (Imbabura)	 Initial interrogative phrase	Cole 1982: 27
Quileute	 Initial interrogative phrase	Andrade 1933: 207-208
Raji	 Not initial interrogative phrase	Sharma 1990: passim
Rama	 Not initial interrogative phrase	Grinevald 1988: 205
Rao	 Not initial interrogative phrase	Stanhope 1980: passim
Rawa	 Not initial interrogative phrase	Toland and Toland 1991: 26-27
Rawang	 Not initial interrogative phrase	Barnard 1934: 25
Remo	 Not initial interrogative phrase	Fernandez 1967: 108
Resígaro	 Mixed	Allin 1976: passim
Retuarã	 Initial interrogative phrase	Strom 1992: 142
Ritharngu	 Initial interrogative phrase	Heath 1980a: passim 103
Romanian	 Initial interrogative phrase	Mallinson 1986: 7, 17
Ron	 Not initial interrogative phrase	Seibert 1998: 118
Rotuman	 Not initial interrogative phrase	Churchward 1940: passim 43-44
Rukai (Tanan)	 Not initial interrogative phrase	Li 1973: 177, 121, 157
Rumu	 Not initial interrogative phrase	Petterson 1999: passim
Runyankore	 Not initial interrogative phrase	Morris and Kirwan 1972: 21
Russian	 Initial interrogative phrase	Launer 1974: 28
Sahu	 Not initial interrogative phrase	Visser and Voorhoeve 1987: passim
Sakao	 Not initial interrogative phrase	Guy 1974a: passim
Saliba (in Papua New Guinea)	 Not initial interrogative phrase	Margetts 1999b: 31
Salt-Yui	 Not initial interrogative phrase	Irwin 1974: 55
Samba Leko	 Not initial interrogative phrase	Fabre 2003: 273-278
Samoan	 Not initial interrogative phrase	Marsack 1962: 62-63, 103
Sandawe	 Not initial interrogative phrase	Eaton 2008: 139, 141
Sango	 Not initial interrogative phrase	Samarin 1967b: 74
Santali	 Not initial interrogative phrase	Macphail 1953: passim
Sanuma	 Not initial interrogative phrase	Borgman 1990: 67, passim
Sapuan	 Not initial interrogative phrase	Jacq and Sidwell 1999: 23
Sarcee	 Initial interrogative phrase	Cook 1984: 62, passim
Sare	 Not initial interrogative phrase	Sumbuk 1999
Savi	 Not initial interrogative phrase	Buddruss 1967: 61
Savosavo	 Not initial interrogative phrase	Wegener 2008: 239
Sedang	 Not initial interrogative phrase	Smith 1979: passim 145
Selkup	 Not initial interrogative phrase	Helimski 1998b: 576
Sema	 Not initial interrogative phrase	Sreedhar 1980: passim 180
Seme	 Not initial interrogative phrase	Prost 1964d: passim
Semelai	 Initial interrogative phrase	Kruspe 1999: 526-528 
Sentani	 Not initial interrogative phrase	Cowan 1965: passim
Seri	 Not initial interrogative phrase	Marlett 1981: 252-255
Sharanahua	 Initial interrogative phrase	Scott and Frantz 1974: 84
Shekhawati	 Not initial interrogative phrase	Gusain 2001: 53
Sherpa	 Not initial interrogative phrase	Schottelndreyer and Schottelndreyer 1973: passim
Shilluk	 Not initial interrogative phrase	Westermann 1912: 92; Kohnen 1933: 71
Shina	 Not initial interrogative phrase	Bailey 1924: passim
Shipibo-Konibo	 Not initial interrogative phrase	Faust 1973: passim
Shiriana	 Initial interrogative phrase	Gómez 1990: 60, 62
Shona	 Not initial interrogative phrase	Fortune 1955: 167-168
Shoshone	 Not initial interrogative phrase	Crapo 1976: passim
Shuri	 Not initial interrogative phrase	Kuwae 1983: 294
Siane	 Initial interrogative phrase	Salisbury 1956: 469
Sidaama	 Not initial interrogative phrase	Kawachi 2007: 524
Sikkimese	 Not initial interrogative phrase	Sandberg 1888: 53
Sinaugoro	 Not initial interrogative phrase	Tauberschmidt 1999: 50
Sio	 Not initial interrogative phrase	Clark and Clark 1987: 24-26
Sipakapense	 Initial interrogative phrase	Barrett 1999: 261
Sirionó	 Initial interrogative phrase	Schermair 1949: 75; Firestone 1965: passim
Siroi	 Not initial interrogative phrase	Wells 1979: passim
Sisiqa	 Initial interrogative phrase	Ross 2002l: 465
Siuslaw	 Initial interrogative phrase	Frachtenberg 1914: passim
Skou	 Not initial interrogative phrase	Voorhoeve 1971: D
Slave	 Not initial interrogative phrase	Rice 1989: 1158
So	 Initial interrogative phrase	Tucker and Bryan 1966: 396
Sobei	 Not initial interrogative phrase	Sterner 1976: 172
Somali	 Not initial interrogative phrase	Kirk 1905: passim
Soninke	 Not initial interrogative phrase	Diagana 1995: 196-197 
Sonsorol-Tobi	 Not initial interrogative phrase	Capell 1969: 32
Sougb	 Not initial interrogative phrase	Reesink 2002: 239-242
Southern Toussian	 Not initial interrogative phrase	Prost 1964g: 284
Spanish	 Initial interrogative phrase	Green 1988: 104
Spitian	 Not initial interrogative phrase	Sharma 1992: 47
Sre	 Not initial interrogative phrase	Manley 1972: passim
Stieng	 Not initial interrogative phrase	Miller 1976: 17
Suena	 Not initial interrogative phrase	Wilson 1974: passim
Suki	 Not initial interrogative phrase	Voorhoeve 1975: own work
Sulka	 Not initial interrogative phrase	Tharp 1996: 146
Sulung	 Not initial interrogative phrase	Tayeng 1990b: 7, passim
Sundanese	 Not initial interrogative phrase	Hardjadibrata 1985: passim
Supyire	 Mixed	Carlson 1994: 533, 538, 541-543
Swahili	 Not initial interrogative phrase	Ashton 1947: passim
Swedish	 Initial interrogative phrase	McClean 1963: passim; Holmes and Hinchliffe 1994: 214-218 
Taba	 Not initial interrogative phrase	Bowden 1997a: 414, 415
Tabla	 Not initial interrogative phrase	Abisay et al. 1983: 14, 15
Tabwa	 Not initial interrogative phrase	de Beerst 1896: 360-361
Tacana	 Initial interrogative phrase	Ottaviano and Ottaviano 1967: passim; Ottaviano 1980: passim
Tagalog	 Initial interrogative phrase	Schachter and Otanes 1972: passim
Tahitian	 Not initial interrogative phrase	Tryon 1970a: passim
Tamang (Eastern)	 Not initial interrogative phrase	Mazaudon 2003: 310; Mazaudon 1976: 32
Tamashek	 Initial interrogative phrase	Heath 2005: 650ff
Tamil	 Not initial interrogative phrase	Asher 1982: 3
Tanacross	 Not initial interrogative phrase	Holton 2000: 280
Tapieté	 Initial interrogative phrase	Gonzalez 2005: 228
Tarahumara (Central)	 Initial interrogative phrase	Cohen 1998: 294
Tarahumara (Western)	 Not initial interrogative phrase	Burgess 1984: 38-40
Tarao	 Not initial interrogative phrase	Singh 2002: 101-102
Tariana	 Initial interrogative phrase	Aikhenvald 2003
Tashlhiyt	 Not initial interrogative phrase	Applegate 1955: 52-53; Applegate 1958: 34-35
Tatana'	 Initial interrogative phrase	Dunn and Peck 1988: 200
Tauya	 Not initial interrogative phrase	MacDonald 1990: 165
Tboli	 Initial interrogative phrase	Porter 1977: 37
Telugu	 Not initial interrogative phrase	Lisker 1963: passim
Temne	 Initial interrogative phrase	Wilson 1961a: 33
Tennet	 Not initial interrogative phrase	Randal 1998: 252
Tenyer	 Not initial interrogative phrase	Prost 1964h: passim
Tepehua (Huehuetla)	 Initial interrogative phrase	Kung 2007: 567 
Tepehuan (Northern)	 Initial interrogative phrase	Bascom 1982: 290
Tera	 Not initial interrogative phrase	Newman 1970: 82-83
Teribe	 Not initial interrogative phrase	Quesada 2000: 102
Teso	 Mixed	Hilders and Lawrance 1956: xx 67
Tetela	 Not initial interrogative phrase	Wetshemongo 1996: 84-88
Tetun	 Not initial interrogative phrase	van Klinken 1997: 128, 208
Thai	 Not initial interrogative phrase	Warotamasikkhadit 1972: 14, 56; Anthony et al. 1968: 94, 101, 122, 137-138, 311-312, 488-490
Thakali	 Not initial interrogative phrase	Georg 1996: 109-110
Thompson	 Initial interrogative phrase	Thompson and Thompson 1992: 163, 165-167
Tibetan (Modern Literary)	 Not initial interrogative phrase	Goldstein 1991: 39, 60-61
Tidore	 Not initial interrogative phrase	van Staden 2000: passim 183, 244-246
Tigak	 Not initial interrogative phrase	Beaumont 1979: 47
Tigré	 Not initial interrogative phrase	Raz 1983: 42
Tigrinya	 Initial interrogative phrase	Kogan 1997: 442
Tiipay (Jamul)	 Not initial interrogative phrase	Miller 2001: 174
Tinrin	 Not initial interrogative phrase	Osumi 1995: 230 
Tiriyo	 Initial interrogative phrase	Meira 1999: 560
Tirmaga	 Not initial interrogative phrase	Bryant 1999: 62
Tiwi	 Mixed	Osborne 1974: 68
Tlapanec	 Initial interrogative phrase	Suárez 1983a: 274
Toba	 Initial interrogative phrase	Messineo 2003: 120
Tobati	 Not initial interrogative phrase	Donohue 2002: 202
Tokelauan	 Not initial interrogative phrase	Hooper 1996: 31
Tolai	 Mixed	Franklin et al. 1974: passim
Tondano	 Initial interrogative phrase	Sneddon 1975: 167-168
Tonga (in Zambia)	 Not initial interrogative phrase	Collins 1962: passim
Tongan	 Not initial interrogative phrase	Churchward 1953: passim
Torwali	 Not initial interrogative phrase	Lunsford 2001: 47
Totonac (Xicotepec de Juárez)	 Initial interrogative phrase	Reid et al. 1968: 42
Trique (Copala)	 Initial interrogative phrase	Hollenbach 1992: 226ff
Trumai	 Initial interrogative phrase	Monod-Becquelin 1975: 181, 215
Tshangla	 Not initial interrogative phrase	Andvik 1999: 300 
Tsimshian (Coast)	 Not initial interrogative phrase	Dunn 1979: passim 76-77
Tsonga	 Not initial interrogative phrase	Baumbach 1987: 265
Tsova-Tush	 Not initial interrogative phrase	Holisky and Gagua 1994: 199-200, 209
Tubu	 Initial interrogative phrase	Lukas 1953: 178
Tukang Besi	 Mixed	Donohue 1999a: 355, 451
Tuki	 Not initial interrogative phrase	Biloa 1997: 52
Tulu	 Not initial interrogative phrase	Brigel 1982: passim 
Tümpisa Shoshone	 Not initial interrogative phrase	Dayley 1989a: passim
Tunen	 Not initial interrogative phrase	Dugast 1971: 200, 324-326
Turkana	 Not initial interrogative phrase	Dimmendaal 1983a: 431-433
Turkish	 Not initial interrogative phrase	Underhill 1976: passim; Lewis 1967: passim
Tuscarora	 Initial interrogative phrase	Williams 1976: 42
Tutsa	 Not initial interrogative phrase	Rekhung 1992: 25
Tuvaluan	 Mixed	Besnier 2000: 17-18 
Tzutujil	 Initial interrogative phrase	Dayley 1985: 331, passim
Udihe	 Not initial interrogative phrase	Nikolaeva and Tolskaya 2001: 799
Una	 Not initial interrogative phrase	Louwerse 1988: 85
Ungarinjin	 Not initial interrogative phrase	Coate and Oates 1970: passim
Uradhi	 Not initial interrogative phrase	Crowley 1983: passim
Urarina	 Initial interrogative phrase	Olawsky 2006: 814
Urat	 Not initial interrogative phrase	Sposato 2008: 19
Urdu	 Not initial interrogative phrase	Bender 1967: passim
Uru	 Not initial interrogative phrase	Vellard 1967: passim
Urubú-Kaapor	 Initial interrogative phrase	Kakumasu 1986: 353
Usan	 Not initial interrogative phrase	Reesink 1987: 58 
Uzbek	 Not initial interrogative phrase	Sjoberg 1963: passim; Raun 1969: passim
Vai	 Not initial interrogative phrase	Welmers 1976: 119
Vietnamese	 Not initial interrogative phrase	Binh 1971: 108, 154, 193; Thompson 1965: 308; Nguyen 1975: passim
Vinmavis	 Not initial interrogative phrase	Crowley 2002g: 648
Waama	 Not initial interrogative phrase	Peter 1990: 362
Wahgi	 Not initial interrogative phrase	Luzbetak 1954: passim
Wakhi	 Not initial interrogative phrase	Lorimer 1958: passim
Walman	 Not initial interrogative phrase	
Wambon	 Not initial interrogative phrase	de Vries 1989: 45
Wambule	 Not initial interrogative phrase	Opgenort 2004: 329-330 
Wangkumara	 Initial interrogative phrase	McDonald and Wurm 1979: 46
Wappo	 Not initial interrogative phrase	Li et al. 1977: 87-88
Warao	 Initial interrogative phrase	Romero-Figueroa 1997: 23; de Goeje 1930: 40, 110
Wardaman	 Not initial interrogative phrase	Merlan 1994: 153-157
Warekena	 Initial interrogative phrase	Aikhenvald 1998: 261
Wari'	 Initial interrogative phrase	Everett and Kern 1997: 18, 30 
Warluwara	 Initial interrogative phrase	Breen 1970: 216
Warrgamay	 Not initial interrogative phrase	Dixon 1981: passim
Warrnambool	 Initial interrogative phrase	Blake 2003: 52
Waskia	 Not initial interrogative phrase	Ross and Paol 1978: 13-14
Watjarri	 Not initial interrogative phrase	Douglas 1981: passim
Wayampi	 Initial interrogative phrase	Jensen 1994: 344
Wedau	 Not initial interrogative phrase	King 1901a: 23
