Language	Value	Reference
Kambot	 OV	Laycock and Z'graggen 1975: 759
Kamoro	 OV	Boelaars 1950: 92
Kamu	 No dominant order	Harvey 1990: passim
Kana	 VO	Ikoro 1996: 134
Kanakuru	 VO	Newman 1974: 16, 19, 63
Kanashi	 OV	Sharma 1992: 393
Kanembu	 OV	Lukas 1931: 25
Kannada	 OV	Schiffman 1983: 95; Sridhar 1990: 137
Kanoê	 OV	Bacelar 2004: 229
Kanum (Bädi)	 OV	Boelaars 1950: 38
Kanuri	 OV	Hutchison 1981: 89; Hutchison 1976: 2-3; Lukas 1937: 13, 149
Kapampangan	 VO	Mirikitani 1972: 27
Karachay-Balkar	 OV	Seegmiller 1996: 37
Kara (in Central African Republic)	 VO	Santandrea 1970: 126
Karajá	 OV	Maia 1998: 28
Karakalpak	 OV	Wurm 1951: 595
Karankawa	 No dominant order	Gatschet 1891a: 92
Karen (Bwe)	 VO	Henderson 1997: passim
Karen (Pwo)	 VO	Kato 2003: 639
Karen (Sgaw)	 VO	Jones 1961: 30, 55, passim
Karimojong	 VO	Novelli 1985: 19, 534
Karkar-Yuri	 OV	Rigden n.d. (a): 92, 94
Karó (Arára)	 OV	Gabas 1999: 120
Karok	 No dominant order	Bright 1977: passim 
Kasem	 VO	Bonvini 1988: 31
Kashmiri	 VO	Wali and Koul 1997: 89 
Kasong	 VO	Sunee 2003: 171
Katcha	 VO	Tucker and Bryan 1966: 311
Kati (in West Papua, Indonesia)	 OV	Boelaars 1950: 124, 79
Katla	 VO	Tucker and Bryan 1966: 268
Kaulong	 VO	Ross 2002i: 404
Kawaiisu	 No dominant order	Zigmond et al. 1990-1991: passim
Kayabí	 OV	Dobson 1997: 93; Gomes 2007: 72
Kayah Li (Eastern)	 VO	Solnit 1986: 254-255
Kayapó	 OV	Thomson and Stout 1974a: 37
Kayardild	 No dominant order	Evans 1995: passim
Kele	 VO	Ross 2002k: 142
Kemant	 OV	Appleyard 1975: 344
Kenga	 VO	Vandame 1968: 15, 56
Kera	 VO	Ebert 1979: 207
Keresan (Santa Ana)	 OV	Davis 1964: 130-131, 137; Davis 1960: 122-124, 135
Ket	 OV	Werner 1997a: 332 
Kete	 VO	Kamba Muzenga 1980: passim
Kewa	 OV	Franklin 1967: 35, 54-55; Franklin 1971: 71-72
Khalaj	 OV	Doerfer 1988: 239 
Khaling	 OV	Toba 1984: 3
Khalkha	 OV	Binnick 1979: 3
Kham	 OV	Watters 1998: 434; Watters 1973: 60-62
Kham (Dege)	 OV	Häsler 1999: 133
Kham (Tibetan) (Nangchen)	 OV	Causemann 1989: 115
Khanty	 OV	Filchenko 2007: 362
Kharia	 OV	
Khasi	 VO	Rabel 1961: 123
Khmer	 VO	Gorgoniev 1966: 109
Khmu'	 VO	Smalley 1961: 35
Khowar	 OV	Bashir 2000: passim
Khün	 VO	Petsuk 1978: 67-69
Kikuyu	 VO	Barlow 1960: passim
Kilivila	 VO	Senft 1986: 109
Kiliwa	 OV	Mixco 1971: passim
Kiluba	 VO	DeClercq 1929: 96
Kimaghama	 OV	Boelaars 1950: 34
Kinga	 VO	Wolff 1905: 101, 102
Kinnauri	 OV	Sharma 1988: 190
Kinyarwanda	 VO	Hurel 1959: 184
Kiowa	 OV	Watkins 1984: 205-207
Kipea	 VO	Adam 1897: 12
Kire	 OV	Stanhope 1972: 60-61, passim
Kiribati	 VO	Cowell 1951: 5; Groves et al. 1985: 108
Kirma	 VO	Prost 1964b: passim
Kisi	 No dominant order	Childs 1995: 249
Kiwai (Southern)	 OV	Ray 1933: 13
Klamath	 No dominant order	Gatschet 1890: passim
Klao	 VO	Rickard 1970: 17
Klikitat	 VO	Jacobs 1931: 270
Koasati	 OV	Kimball 1991: 516-517
Kobon	 OV	Davies 1981b: 47
Koegu	 VO	Hieda 1998: 367
Koiali (Mountain)	 OV	Garland and Garland 1975: 442
Koita	 OV	Dutton 1975: 292
Kokborok	 OV	Karapurkar 1976: 88
Kokota	 VO	Palmer 2002: 513
Kolami	 OV	Emeneau 1955: 115-116
Koluri	 OV	Stilo 2005: passim
Kombai	 OV	de Vries 1989: 171
Kombio	 VO	Yi 2008: 21
Komi-Permyak	 OV	Riese 1998: 272
Komi-Zyrian	 VO	Hausenberg 1998: 321
Komo	 VO	Tucker and Bryan 1966: 367
Kongo	 VO	Bentley 1887: 716
Konkow	 OV	Ultan 1967: 184, passim
Konni	 VO	Cahill 1999: 9
Korana	 OV	Meinhof 1930: passim 60
Korean	 OV	Sohn 1999: 293 ; Ramstedt 1968: 184
Koreguaje	 VO	Cook and Criswell 1993: iii
Korku	 OV	Nagaraja 1999: 96; Drake 1903: 141
Koromfe	 VO	Rennison 1997: 150
Korowai	 OV	van Enk and de Vries 1997: 9 
Koryak	 OV	Bogoras 1917: passim
Kosraean	 VO	Lee 1975: 317-321
Koya	 OV	Tyler 1969: 103-104
Koyraboro Senni	 OV	Prost 1956: 57, 124; Heath 1999a: 8
Koyra Chiini	 VO	Heath 1999b: 11
Koyukon	 OV	Chapman 1914: passim
Krahô	 OV	Shell 1952: 121
Krenak	 OV	Seki 2004: 139
Kresh	 VO	Santandrea 1976: 59; Tucker and Bryan 1966: 81
Krongo	 VO	Reh 1983: 47; Reh 1985: 144
Kryz	 OV	Authier 2004: 222
Kugu Nganhcara	 OV	Smith and Johnson 2000: 384
Kuikúro	 OV	Franchetto 2004; Franchetto 2002
Kuku-Yalanji	 OV	Hershberger 1964b: 33
Kulung	 OV	Tolsma 1999: passim
Kuman	 OV	Trefry 1969: 20
Kumauni	 OV	Apte and Pattanayak 1967: 59, 61
Kuna	 OV	Gianelli 2001: §6.1
Kunama	 OV	Tucker and Bryan 1966: 346; Böhm 1984: 91
Kunimaipa	 OV	Geary 1977: 77
Kuot	 VO	Chung and Chung 1996: 1-2, 4
Kurdish (Central)	 OV	Abdulla and McCarus 1967: 182, 245; Blau 1980: 42
Kusunda	 OV	Reinhard and Toba 1970: 16
Kutenai	 VO	
Kuuk Thaayorre	 OV	Hall 1972: 60
Kuuku Ya'u	 OV	Thompson 1988: passim
Kuvi	 OV	Israel 1979: 252-253
Kwaio	 VO	Keesing 1985: 164
Kwakw'ala	 VO	Boas and Hunt 1905: passim
Kwangali	 VO	Dammann 1957: 112
Kwaza	 OV	van der Voort 2004: 101 
Kwerba	 OV	Silzer 1976: passim
Kwoma	 OV	Kooyers 1974: 36
Kwomtari	 OV	Spencer 2008: 124, 147
Kxoe	 OV	Köhler 1981: 539
Kyaka	 OV	Draper and Draper 2002: 6
Kyirong	 OV	Huber 2005: passim
Kyuquot	 VO	Rose 1981: ii
Laal	 VO	Boyeldieu 1982: passim
Labu	 VO	Siegel 1984: 105
Lacandón	 VO	Bruce 1968: passim
Ladakhi	 OV	Koshal 1979: passim
Lafofa	 OV	Tucker and Bryan 1966: 284
Lagwan	 VO	Lukas 1936: 22
Lahu	 OV	Matisoff 1973: 40, 191
Lai	 OV	Hay-Neave 1953: passim
Lak	 OV	Zhirkov 1955: 135
Lakhota	 OV	Rood and Taylor 1996: 450, 453; Boas and Deloria 1941: 3, 154; Buechel 1939: 216
Lalo	 OV	Björverud 1998: 158
Lamaholot	 VO	Arndt 1937: 24
Lamang	 VO	Wolff 1983: 189-190, 228-229
Lamani	 OV	Trail 1970: 38-39
Lamen	 VO	Early 2002b: 678
Lampung	 VO	Walker 1976: 28
Langi	 VO	Seidel 1898: 391
Lango	 VO	Noonan 1992: 119
Lao	 VO	Yates and Sayisthsena 1970: 5, 47, 64, 3, passim
Laragia	 OV	Capell 1984b: passim
Latvian	 VO	Bielenstein 1863: 414 ; Lazdina 1966: 17
Lavukaleve	 OV	Terrill 1999: 204, 9.2 
Lebeo	 VO	Gérard 1924: 126
Lega	 VO	Botne 2003: 445
Leggbó	 VO	
Leko	 No dominant order	van de Kerke 2002: passim
Lele	 VO	Frajzyngier 2001: 109
Lelemi	 VO	Höftmann 1971: 50
Lenakel	 VO	Lynch 1978: 90
Lendu	 No dominant order	Tucker and Bryan 1966: 46, 55; Tucker 1967: 402
Lepcha	 OV	Mainwaring 1876: 119
Lese	 No dominant order	Vorbichler 1965: 156
Leti	 VO	van Engelenhoven 1995: 190
Lewo	 VO	Early 1994a: 297
Lezgian	 OV	Gadzhiev 1963: 12; Haspelmath 1993: 5, 298
Lhomi	 OV	Vesalainen and Vesalainen 1980: 69, passim
Lillooet	 VO	van Eijk 1997: 228
Limbu	 OV	Weidert and Subba 1985: passim
Limilngan	 No dominant order	Harvey 2001: passim
Linda	 VO	Cloarec-Heiss 1986: 451-425
Lingala	 VO	Meeuwis 1998: 39
Lisu	 OV	Hope 1974: passim
Lithuanian	 VO	Dambriunas et al. 1966: 78
Logoti	 No dominant order	Tucker 1967: 189-190
Lokono	 VO	Pet 1987: 1, passim
Londo	 VO	Kuperus 1985: passim
Longgu	 VO	Hill 2002: 554
Loniu	 VO	Hamel 1985: 6, 210
Lotha	 OV	Acharya 1983: 151
Lou	 VO	Stutzman 1997: 7, 14
Lucazi	 VO	Fleisch 2001: 200
Lugbara	 No dominant order	Crazzolara 1960: 20, 74-75, 83
Luiseño	 No dominant order	Munro 1976a: passim; Malécot 1963a: 208; Akmajian et al. 1979: passim; Kroeber and Grace 1960: 172
Lunda	 VO	Kawasha 2003: 248
Lungchang	 OV	Rekhung 1988b: passim
Luo	 VO	Omondi 1982: 45, 118-119
Lusi	 VO	Counts 1969: 138
Luvale	 VO	Horton 1949: 189-190
Ma	 VO	Tucker and Bryan 1966: 131
Ma'anyan	 VO	Gudai 1988: 146
Maasai	 VO	Tucker and Mpaayei 1955: 7
Maba	 OV	Tucker and Bryan 1966: 204; Trenga 1947: 129, 131; Lukas 1933: 34
Macedonian	 VO	Friedman 1993: 285
Machiguenga	 VO	Snell and Wise 1963: passim
Macushi	 OV	Carson 1982: passim; Abbott 1991: 24-26; Williams 1932: 68, 125
Mada (in Cameroon)	 VO	Barreteau and Brunet 2000: passim
Ma'di	 No dominant order	Blackings and Fabb 2003; Tucker and Bryan 1966: 46-47; Tucker 1967: 186-187
Madimadi	 VO	Hercus 1986a: passim
Mae	 VO	Capell 1962a: 6, 46
Magahi	 OV	Verma 2003b: 312
Magar	 OV	Shepherd and Shepherd 1973: passim
Magi	 OV	Thomson 1975a: 609
Maidu (Northeast)	 OV	Shipley 1964: passim
Maipure	 VO	Zamponi 2003a: 48
Mairasi	 OV	Peckham 1982: 75
Maisin	 OV	Ross 1984: passim 59
Maithili	 OV	Jha 1958: passim
Majang	 VO	Unseth 1989: 97, 108
Makaa	 VO	Heath 2003: 346
Makah	 VO	
Makasae	 OV	Huber 2008: 3
Maklew	 OV	Boelaars 1950: 20
Makonde	 VO	Harries 1940: passim
Makua	 VO	Woodward 1926: passim
Malagasy	 VO	Bennett 1986: 24-25; Domenichini-Ramiaramanana 1977: 63
Malakmalak	 OV	Birk 1976: 113, 121
Malayalam	 OV	Asher and Kumari 1997: 109
Maleu	 VO	Haywood 1996: 175
Malgwa	 VO	Löhr 2002: 245, 248
Malto	 OV	Steever 1998c: 383
Mam	 VO	England 1983: 193
Mamanwa	 VO	Miller and Miller 1976: 70-71
Mambila	 VO	Meyer 1940: 41, 45, 49, 50
Mamvu	 VO	Vorbichler 1971: 320-326; Tucker and Bryan 1966: 46-50, 55
Manadonese	 VO	Wantalangi 1993: 60, 96ff
Manam	 OV	Lichtenberk 1983: 101
Manange	 OV	Hildebrandt 2004: 110
Manchu	 OV	Haenisch 1961: 65
Mandan	 OV	Kennard 1936: 32, passim
Mandarin	 VO	Li and Thompson 1981: 26
Mandinka (Gambian)	 OV	Rowlands 1959: 3-4
Manem	 OV	Voorhoeve 1975: 416
Mangap-Mbula	 VO	Bugenhagen 1995: 15
Mangarrayi	 OV	Merlan 1982: 26
Mangbetu	 VO	Tucker and Bryan 1966: 46, 49
Manggarai	 VO	Semiun 1993: 2, 43
Mangghuer	 OV	Slater 2003: 112
Maninka (Western)	 OV	Delafosse 1929: 265
Mankon	 VO	Leroy 2003: 398
Mano	 OV	Becker-Donner 1965: 18
Manobo (Western Bukidnon)	 VO	Elkins 1970: 17, 19, 20
Mansi	 OV	Murphy 1968: 136
Maori	 VO	Bauer 1993: 89 
Mapudungun	 VO	Augusta 1903: passim 324; Smeets 1989: 456 
Mara	 No dominant order	Heath 1981: passim
Maranungku	 OV	Tryon 1970b: passim
Marathi	 OV	
Marchha	 OV	Sharma 1989c: passim
Margany	 OV	Breen 1981a: 335
Margi	 VO	Hoffmann 1963: 46, 273
Maricopa	 OV	Gordon 1986: 15, 74
Mari (Meadow)	 OV	Sebeok and Ingemann 1961: passim
Marind	 OV	Boelaars 1950: 3
Maringarr	 OV	Tryon 1974: 136
Marquesan	 VO	Lynch 2002a: 874
Marrithiyel	 OV	Tryon 1974: 89
Martuthunira	 VO	Dench 1995: 238
Maru	 OV	Clerk 1911: 8; Abbey 1899: 11
Masa	 VO	Caitucoli 1986: 44
Masakin	 VO	Tucker and Bryan 1966: 287
Masalit	 OV	Edgar 1989: 74
Massachusett	 No dominant order	Goddard and Bragdon 1988: 586
Matis	 OV	Ferreira 2001: 114
Matngele	 OV	Tryon 1974: 53
Matsés	 OV	Fleck 2003: 814
Matuumbi	 VO	Odden 1996: 73
Mauka	 OV	Ebermann 1986a: 96, 161, 165, 183
Maung	 VO	Capell and Hinch 1970: 93
Maxakalí	 OV	Popovich and Popovich 2005: iv
Maybrat	 VO	Brown 1990: passim
Mayogo	 VO	Sawka 2001: 44
Mazatec (Chiquihuitlán)	 VO	Jamieson 1988: 17
Mazatec (Huautla)	 No dominant order	Pike 1967: 319
Mba	 VO	Tucker and Bryan 1966: 131
Mbalanhu	 VO	Fourie 1993: 34
Mbara	 VO	Tourneux et al. 1986: passim
Mbay	 VO	Fortier 1971: 6, 61
Mbere	 VO	Adam 1954: 113, 115
Mbili	 VO	Ayuninjam 1998: 323 
Mbodomo	 VO	Boyd 1997: 80
Mbole	 VO	De Rop 1971: passim
Mbosi	 VO	Amboulou 1998: 312
Mbum	 VO	Hagège 1970: 287-288, 294
Me'en	 VO	Will 1989: 143
Mehri	 VO	Simeone-Senelle 1997: 411
Meithei	 OV	Chelliah 1997: 71
Mekens	 OV	Galucio 2001: 117
Mekeo	 OV	Jones 1998a: 30
Mende	 OV	Aginsky 1935: 99
Menomini	 No dominant order	Bloomfield 1962: 442
Menya	 OV	
Meryam Mir	 OV	Piper 1989: 183
Meyah	 VO	Gravelle 2004: 203
Mian	 OV	Fedden 2007: 311 
Mien	 VO	Mao and Tsu-yao 1972: 250-251
Miisiirii	 OV	Edgar 1989: 105
Miju	 OV	Das Gupta 1977: 8
Mikasuki	 OV	Boynton 1982: 162-163
Mikir	 OV	Grüssner 1978: 136, 139; Jeyapaul 1987: 145
Milang	 OV	Tayeng 1976: passim
Mina	 VO	Frajzyngier and Johnston 2005: 92, 349
Minangkabau	 No dominant order	Moussay 1981: 63
Minaveha	 OV	Lovell 1994: 98
Mising	 OV	Prasad 1991: 123
Miskito	 OV	Anonymous 1985: 212
Miwok (Southern Sierra)	 No dominant order	Freeland 1951: passim
Mixe (Ayutla)	 No dominant order	
Mixtec (Chalcatongo)	 VO	Macaulay 1996: 14, 101
Mixtec (Jicaltepec)	 VO	Bradley 1970: 65-66, 68
Mixtec (Ocotepec)	 VO	Alexander 1988: 161, 172-173
Mixtec (Peñoles)	 VO	Daly 1973: 9, 36, 39ff., 61-62, passim
Mixtec (Yosondúa)	 VO	Farris 1992: 10
Miya	 VO	Schuh 1998: 281, 291
Mizo	 OV	Chhangte 1989: 145, 149
Mlabri (Minor)	 VO	Rischel 1995: 171 
Mocoví	 VO	Grondona 1998: 150
Mofu-Gudur	 VO	Barreteau 1988: 35
Moghol	 OV	Weiers 2003: 261
Mohawk	 No dominant order	
Mokilese	 VO	Harrison and Albert 1976: 299
Mombum	 OV	Boelaars 1950: 30, 124
Momu	 OV	Blake 2007: 11
Momuna	 OV	Reimer 1986: 185
Mon	 VO	Bauer 1982a: 479
Mondunga	 VO	De Boeck 1952: 55
Mongo	 VO	Hulstaert 1966: 327-328, 444-447
Mongol (Khamnigan)	 OV	Janhunen 2003: 97
Moni	 OV	Boelaars 1950: 107
Mono-Alu	 No dominant order	Fagan 1986: 84, passim
Mono (in United States)	 OV	Norris 1986: 23
Monumbo	 OV	Vormann and Scharfenberger 1914: passim
Mooré	 VO	Lehr et al. 1966: 108, passim
Mor	 VO	Laycock 1978: 299
Moraori	 OV	Boelaars 1950: 45
Mordvin (Erzya)	 VO	Zaicz 1998: 206
Moro	 VO	Black and Black 1971: 10, 18, 17, 26
Moru	 No dominant order	Tucker and Bryan 1966: 46; Tucker 1967: 181-183; Andersen 1984
Mosetén	 VO	Sakel 2002: 295 
Motu	 OV	Lawes 1888: 15, passim
Motuna	 OV	Onishi 1994: 61
Movima	 VO	Haude 2006: 258ff
Mpongwe	 VO	Gautier 1912: passim
Mpur	 VO	Odé 2002: 54
Mufian	 VO	Alungum et al. 1978: 110
Muinane	 OV	Walton and Walton 1975: 28
Muisca	 OV	Adelaar 2004: 89 
Mumuye	 VO	Shimizu 1983: 99, passim
Muna	 VO	van den Berg 1989b: 162
Mundang	 VO	Elders 2000: 390
Mundari	 OV	Sinha 1975: 127, 130; Osada 1992: 46, 151
Mundurukú	 OV	Crofts 1973: 54ff
Mungaka	 VO	Tischhauser 1992: passim
Mupun	 VO	Frajzyngier 1993: 178
Murle	 VO	Lyth 1971: 47
Murrinh-Patha	 OV	Street 1980: passim 89
Mursi	 VO	Turton and Bender 1976: 554
Muruwari	 No dominant order	Oates 1988: passim
Musgu	 VO	Meyer-Bahlburg 1972: 170, 194-195; Tourneaux 1978: 173
Musom	 VO	Holzknecht 1997b: 96
Musqueam	 VO	Suttles 2004: 49
Mussau	 VO	Ross 2002b: 163
Mutsun	 VO	Okrand 1977: 335
Mwera	 VO	Harries 1950: 18
Mwotlap	 VO	Crowley 2002d: 596
Nabak	 OV	Fabian et al. 1998: 79
Nadëb	 OV	Weir 1984: 271; Weir 1994: 292
Nadroga	 VO	Geraghty 2002: 844
Naga (Mao)	 OV	Giridhar 1994: 451
Naga (Tangkhul)	 OV	Arokianathan 1987: 143; Pettigrew 1918: 64-65
Nagatman	 OV	Campbell and Campbell 1987: 70
Naga (Zeme)	 OV	Soppitt 1885: passim
Nahuatl (Huasteca)	 VO	Beller and Beller 1979: 206
Nahuatl (Michoacán)	 VO	Sischo 1979: 313
Nahuatl (North Puebla)	 VO	Brockway 1979: 146
Nahuatl (Tetelcingo)	 VO	Tuggy 1979: 9
Nai	 OV	Hamlin 1998: egcount
Nakanai	 VO	Johnston 1980: 27-29, 54
Nalik	 VO	Volker 1998: 183
Nama	 OV	Hagman 1977: 54, 61-62, 75-76, 114
Nambikuára (Southern)	 OV	Kroeker 1982: 32
Namia	 OV	Feldpausch and Feldpausch 1992: 9, 58
Nancowry	 VO	Radhakrishnan 1970: passim
Nandi	 VO	Creider and Creider 1989: 123-124; Hollis 1909: passim
Nankina	 OV	Spaulding and Spaulding 1994: 30
Nara (in Ethiopia)	 OV	Tucker and Bryan 1966: 334; Thompson 1976a: 492
Nar-Phu	 OV	Noonan 2003a: 348
Nasioi	 OV	Hurd and Hurd 1966: passim
Natchez	 OV	Swanton 1991: 110-112
Nauruan	 VO	Kayser 1993: 207-208
Navajo	 OV	Young and Morgan 1987: 205
Ncàm	 VO	Cox 1998: 255, passim
Ndebele	 VO	Ziervogel 1959: 130; Bowern and Lotridge 2002: 58
Ndjébbana	 OV	McKay 2000: 284
Ndonga	 VO	Fivaz 1986: 142; Viljoen and Amakali 1978: 22-23, 139
Ndumu	 VO	Biton 1969: 626
Ndut	 VO	Morgan 1996: 24
Ndyuka	 VO	Huttar and Huttar 1994: 165, 374-375 
Nehan	 VO	Todd 1978: 1202
Nend	 OV	Harris 1990: 140
Nenets	 OV	Tereshchenko 1966a: 392; Hajdú 1963: 69
Nengone	 VO	Tryon 1967b: 51
Neo-Aramaic (Arbel Jewish)	 OV	Khan 1999: 334, 342, 345, 346 
Nepali	 OV	Bandhu 1973: 5
Nevome	 OV	Shaul 1982: 10-11, passim 139
Newar (Dolakha)	 OV	Genetti 1990: 201 
Newari (Kathmandu)	 OV	Malla 1985: 86, 103
Neyo	 No dominant order	Grah 1983: 111, 114-116, 118, 251-252, 258, 262-265
Nez Perce	 No dominant order	Aoki 1970: passim
Ngaanyatjarra	 OV	Douglas 1964: 30, 112, passim
Ngäbere	 OV	Alphonse 1956: 51
Ngad'a	 VO	Arndt 1933b: 10
Ngadjumaja	 OV	von Brandenstein 1980: passim
Ngalakan	 No dominant order	Merlan 1983: passim
Ngalkbun	 OV	Capell 1962b: 124
Ngambay	 VO	Thayer 1978: 45, passim; Vandame 1963: 111
Nganasan	 OV	Helimski 1998a: 511
Ngandi	 OV	Heath 1978: passim
Ngan'gityemerri	 OV	Reid 1990: passim
Ngankikurungkurr	 No dominant order	Hoddinott and Kofod 1988: 204
Ngawun	 VO	Breen 1981b: 64
Ngbaka (Ma'bo)	 VO	Thomas 1963: 223
Ngbandi	 VO	Toronzoni 1989: passim
Ngiti	 No dominant order	Kutsch Lojenga 1994: passim
Ngiyambaa	 OV	Donaldson 1980: passim
Ngizim	 VO	Schuh 1972: 36, 230-231
Ngombe	 VO	Motingea 1988: passim
Ngoni	 VO	Ngonyani 2003: 77, 79
Nguna	 VO	Schütz 1969b: passim
Nhanda	 No dominant order	Blevins 2001: 124 
Nias	 VO	Brown 2001
Nicobarese (Car)	 VO	Braine 1970: 236, 237, 245, passim
Nisenan	 OV	Eatough 1999: passim
Nisgha	 VO	Tarpent 1987: 26, 190, passim
Niuafo'ou	 VO	Early 2002: 858
Niuean	 VO	Seiter 1980: 1, 58
Nivkh	 OV	Comrie 1980: 269; Panfilov 1962: 126, 214
Nkem	 VO	Sibomana 1986: 271
Nkonya	 VO	Reineke 1972: 48-61
Nkore-Kiga	 VO	Taylor 1985: 45
Nocte	 OV	Das Gupta 1971: 5-6
Noghay	 OV	Csató and Karakoc 1998: 341
Noni	 VO	Hyman 1981b: 76
Noon	 VO	Soukka 2000: 28, passim
Norwegian	 VO	Olson 1901: 113, passim
Nsenga	 VO	Ranger 1928: passim
Ntomba	 VO	Gilliard 1928: passim
Nuaulu	 VO	Bolton 1990: 97
Nubian (Dongolese)	 OV	Armbruster 1960: 318
Nubian (Kunuz)	 OV	Abdel-Hafiz 1988: 201; Hofmann 1983: 168, 170
Nuer	 No dominant order	Crazzolara 1933: 30, 107-108, 132-133, 144
Nunggubuyu	 No dominant order	Heath 1984: 507-513
Nung (in Vietnam)	 VO	Saul and Wilson 1980: 65
Nuosu	 OV	Chen et al. 1985: passim 161
Nupe	 VO	Smith 1967a: passim
Nusu	 OV	Sun and Liu 1986: 82, 95, 96
Nuuchahnulth	 VO	Davidson 2002
Nyamkad	 OV	Sharma 1992: 191
Nyamwezi	 VO	Maganga and Schadeberg 1992: passim
Nyanga	 VO	Mateene 1980: 21
Nyawaygi	 OV	Dixon 1983: 491-492
Nyigina	 VO	Stokes 1982: passim
Nyimang	 OV	Tucker and Bryan 1966: 251
Nyishi	 OV	Hamilton 1900: 52
Nzakara	 VO	Tucker and Bryan 1966: 156
Obolo	 VO	Faraclas 1984: 120
Ocuilteco	 VO	Muntzel 1986: 136-137
Ogbronuagum	 VO	Kari 2000: 42, 46
Oirat	 OV	Birtalan 2003: 226
Ojibwa (Eastern)	 VO	Nichols 1988: passim
Oksapmin	 OV	Lawrence 1972: 23, passim
Olo	 VO	Staley 1995: 16; Staley n.d.: viii
Omaha	 OV	Dorsey 1890: passim
Ömie	 OV	Austing and Upia 1975: passim
One	 VO	
Oneida	 VO	
Onge	 OV	Dasgupta and Sharma 1982: 40
O'odham	 VO	Payne 1987: 794
Ordos	 OV	Georg 2003: 207
Orig	 OV	Schadeberg and Elias 1979: 59
Oriya	 OV	Ray 2003: 465
Orok	 OV	Pilsudski 1987: passim
Orokaiva	 OV	Healey et al. 1969: 52
Oromo (Harar)	 OV	Owens 1985: 129
Oromo (Waata)	 OV	Heine 1981: 23
Orya	 OV	Fields 1997: 239
Osage	 OV	Quintero 1997: 33
Ossetic	 OV	Abaev 1964: 127
Otomí (Mezquital)	 VO	Hess 1968: 79, 84-85
Otoro	 VO	Stevenson 1957: 31
Owininga	 OV	Escott 2008: 5
Pa'a	 VO	Skinner 1979: 47, 71
Paakantyi	 VO	Hercus 1982: 236
Paamese	 VO	Crowley 1982: 176-177
Páez	 OV	Slocum 1986: 121
Paiute (Northern)	 OV	Snapp et al. 1982: 10
Paiwan	 VO	Egli 1990: 290 
Palauan	 VO	Josephs 1975: 38, 277
Palaung	 VO	Milne 1921: 9
Palikur	 VO	Green and Green 1972: 4, 6
Pame	 VO	Manrique 1967: 346
Panará	 No dominant order	Dourado 2001: 86
Pangasinan	 VO	Benton 1971a: 171, 189-191
Pangwa	 VO	Stirnimann 1983: 209, 210, 211
Panjabi	 OV	Gill and Gleason 1963: 293
Panyjima	 No dominant order	Dench 1991: 182
Pare	 VO	Kagaya 1989: 25
Päri	 OV	Andersen 1988: 292; Simeoni 1978: 49, 118-119
Pashto	 OV	Shafeev 1964: 55
Passamaquoddy-Maliseet	 VO	
Patep	 VO	Lauck 1976: passim
Pattani	 OV	Sharma 1982a: 183; Sharma 2000: passim
Patwin	 OV	Whistler 1977: passim
Paulohi	 VO	Stresemann 1918: 53
Paumarí	 No dominant order	Chapman and Derbyshire 1991: 164-166, 169
Pawaian	 OV	Trefry 1969: 20
Pero	 VO	Frajzyngier 1989: passim
Persian	 OV	Lambton 1967: 5; Rastorgueva 1964: 49, 22; Lazard 1957a: 207-208; Elwell-Sutton 1941: 12
Piaroa	 OV	Krute 1989: 209, passim
Pilagá	 VO	Vidal 2001: 302
Pima Bajo	 OV	Estrada Fernández 1996: 7, 16
Pipil	 VO	Campbell 1985: 106, passim
Pirahã	 OV	Everett 1986: 201-203
Piro	 OV	Matteson 1965: 38
Pisa	 OV	Boelaars 1950: 124, 70
Pitjantjatjara	 OV	Bowe 1990: 121
Pitta Pitta	 No dominant order	Blake 1979c: 213
Podoko	 VO	Jarvis 1989: 104
Pogoro	 VO	Hendle 1907: passim
Pohnpeian	 VO	Rehg 1981: 279-281, 302 
Poko-Rawo	 No dominant order	
Pokot	 VO	Tucker and Bryan 1966: 488; Crazzolara 1978: 37; Baroja 1989: 257
Polish	 VO	Brooks 1975: 393; Siewierska 1993: 235
Pomo (Eastern)	 OV	McLendon 1975: 181
Pomo (Northern)	 OV	O'Connor 1992: 10
Pomo (Southeastern)	 OV	Moshinsky 1974: 107, 119, 123
Popoluca (Sierra)	 VO	Elson 1967: 276
Port Sandwich	 VO	Crowley 2002e: 657
Portuguese	 VO	Parkinson 1988: 156
Prasuni	 OV	Morgenstierne 1949: 245
Puluwat	 VO	Elbert 1974: 116-117
Pungupungu	 OV	Tryon 1974: 203
Purépecha	 VO	Foster 1969: 177-178; Friedrich 1984: 62
Purki	 OV	Rangan 1979: 129, 130
Qafar	 OV	Bliese 1981: 6, 102
Qawasqar	 OV	Aguilera 1980: passim
Quechua (Huallaga)	 OV	Weber 1989: 16
Quechua (Imbabura)	 OV	Cole 1982: 71
Quileute	 VO	Andrade 1933: 278
Raga	 VO	Crowley 2002c: 634
Ralte	 OV	Grierson 1904: 78
Rama	 OV	Grinevald 1988: 33, 85, 114
Rang Pas	 OV	Zoller 1983: 107
Rao	 OV	Stanhope 1980: 11
Rapanui	 VO	Chapin 1978: 143, passim
Rashad	 OV	Tucker and Bryan 1966: 298
Rawa	 OV	Toland and Toland 1991: 127
Rawang	 OV	Barnard 1934: passim
Rembarnga	 OV	McKay 1975: 256
Remo	 OV	Fernandez 1967: 128
