Language	Value	Reference
Jabutí	 Demonstrative-Noun	Aikhenvald and Dixon 1999: 358
Jakaltek	 Noun-Demonstrative	Day 1973: 66, passim; Craig 1977: 138
Jaminjung	 Mixed	Schultze-Berndt 2000: 44
Jamsay	 Noun-Demonstrative	Heath 2008: 15, 161
Japanese	 Demonstrative-Noun	Shibatani 1990: 257 ; Hinds 1986: 82, 137
Jaqaru	 Demonstrative-Noun	Hardman 1966: 114
Jebero	 Demonstrative-Noun	Bendor-Samuel 1961b: 46, 59, passim
Jingpho	 Demonstrative-Noun	Hertz 1917: 10-11
Johari	 Demonstrative-Noun	Sharma 1989a: 230
Jugli	 Mixed	Rekhung 1988a: 8, passim
Ju|'hoan	 Noun-Demonstrative	Dickens 1992: 30; Snyman 1970: 7
Jukun	 Noun-Demonstrative	Welmers 1968b: 41-42; Shimuzu 1980: 188
Jur Mödö	 Noun-Demonstrative	Persson and Persson 1991: 13, 17
Kabardian	 Demonstrative-Noun	Colarusso 1989: 296
Kabatei	 Demonstrative-Noun	Stilo 2005: passim
Kachari	 Demonstrative-Noun	Endle 1884: 44
Kadazan	 Mixed	Antonissen 1958: 15
Kadugli	 Noun-Demonstrative	Kutoado 1969: 53
Kagulu	 Noun-Demonstrative	Last 1886: passim 41-44
Kairiru	 Noun-Demonstrative	Wivell 1981: 39
Kaki Ae	 Demonstrative-Noun	Clifton 1997: 30
Kalam	 Noun-Demonstrative	Pawley 1966: 115
Kalispel	 Demonstrative-Noun	Vogt 1940: 68
Kamaiurá	 Demonstrative-Noun	Seki 2000: 117
Kamasau	 Noun-Demonstrative	Sanders and Sanders 1994: 5
Kamass	 Demonstrative-Noun	Künnap 1999b: passim
Kamba	 Noun-Demonstrative	Whiteley and Muli 1962: 28
Kamu	 Noun-Demonstrative	Harvey 1990: 94, passim
Kana	 Noun-Demonstrative	Ikoro 1996: 70
Kanakuru	 Noun-Demonstrative	Newman 1974: 86, 94-95
Kannada	 Demonstrative-Noun	Sridhar 1990: 98-99; Bright 1958: 34; Schiffman 1983: 47, 98
Kanoê	 Demonstrative-Noun	Bacelar 2004: 134
Kanuri	 Noun-Demonstrative	Hutchison 1976: 365; Hutchison 1981: 207; Lukas 1937: 21
Kanyok	 Noun-Demonstrative	Mukash Kalel 1982: passim
Karachay-Balkar	 Demonstrative-Noun	Seegmiller 1996: 31
Kara (in Central African Republic)	 Noun-Demonstrative	Santandrea 1970: 140; Boyeldieu 1987: 60
Karajá	 Demonstrative-Noun	Maia 1998: 33
Karakalpak	 Demonstrative-Noun	Wurm 1951: passim
Karankawa	 Demonstrative-Noun	Gatschet 1891a: 93
Karen (Bwe)	 Noun-Demonstrative	Henderson 1997: passim
Karen (Pwo)	 Noun-Demonstrative	Kato 2003: 635
Karen (Sgaw)	 Noun-Demonstrative	Jones 1961: 18, 43, passim
Karimojong	 Noun-Demonstrative	Novelli 1985: 117
Karkar-Yuri	 Demonstrative-Noun	Rigden n.d. (a): passim
Karó (Arára)	 Demonstrative-Noun	Gabas 1999: 139
Karok	 Demonstrative-Noun	Bright 1957: 128
Kashmiri	 Demonstrative-Noun	Wali and Koul 1997: 104 
Kasong	 Noun-Demonstrative	Sunee 2003: passim
Katcha	 Noun-Demonstrative	Tucker and Bryan 1966: passim 307
Kathlamet	 Demonstrative-Noun	Hymes 1955: passim
Katla	 Noun-Demonstrative	Tucker and Bryan 1966: 266
Katu	 Noun-Demonstrative	Costello 1969: 22, passim 30
Kaulong	 Noun-Demonstrative	Ross 2002i: 395
Kawaiisu	 Mixed	Zigmond et al. 1990-1991: passim
Kayah Li (Eastern)	 Noun-Demonstrative	Solnit 1986: 305-307
Kayardild	 Demonstrative-Noun	Evans 1995: 235, 237
Kele	 Noun-Demonstrative	Ross 2002k: 129
Kemant	 Demonstrative-Noun	Appleyard 1975: passim
Kenga	 Noun-Demonstrative	Vandame 1968: 21-22
Kera	 Noun-Demonstrative	Ebert 1979: 136-137, 174
Keresan (Santa Ana)	 Demonstrative-Noun	Davis 1960: passim; Davis 1964: passim
Ket	 Demonstrative-Noun	Werner 1997a: 333 ; Dul'zon 1968: 112
Kete	 Noun-Demonstrative	Kamba Muzenga 1980: 174
Kewa	 Demonstrative-Noun	Franklin 1967: 31-32
Khalaj	 Demonstrative-Noun	Doerfer 1988: passim 
Khaling	 Demonstrative-Noun	Toba 1984: 4
Khalkha	 Demonstrative-Noun	Poppe 1970: 143-144; Binnick 1979: 15, 22
Kham	 Demonstrative-Noun	Watters 1998: 388; Watters 1973: passim
Kham (Dege)	 Noun-Demonstrative	Häsler 1999: passim
Kham (Tibetan) (Nangchen)	 Noun-Demonstrative	Causemann 1989: 78
Khanty	 Demonstrative-Noun	Filchenko 2007: 365
Kharia	 Demonstrative-Noun	
Khasi	 Demonstrative-Noun	Rabel 1961: 51-52, 67, 131-132; Nagaraja 1985: 14
Khmer	 Noun-Demonstrative	Gorgoniev 1966: 71, 74
Khmu'	 Noun-Demonstrative	Smalley 1961: passim 37
Khün	 Noun-Demonstrative	Petsuk 1978: passim
Kikuyu	 Noun-Demonstrative	Barlow 1960: 35
Kilivila	 Noun-Demonstrative	Senft 1986: 65, 105
Kiliwa	 Demonstrative suffix	Mixco 1971: 127-128
Kinnauri	 Demonstrative-Noun	Sharma 1988: 114
Kinyarwanda	 Demonstrative-Noun	Hurel 1959: 38, 141
Kiowa	 Demonstrative-Noun	Watkins 1984: 208, 97-98
Kipea	 Demonstrative-Noun	Adam 1897: passim
Kire	 Demonstrative prefix	Stanhope 1972: 58
Kiribati	 Noun-Demonstrative	Cowell 1951: passim 41; Groves et al. 1985: 60
Kirma	 Noun-Demonstrative	Prost 1964b: 43-44
Kisi	 Noun-Demonstrative	Childs 1995: 110
Kiwai (Southern)	 Demonstrative-Noun	Ray 1933: 7
Klamath	 Demonstrative-Noun	Gatschet 1890: passim
Klikitat	 Demonstrative-Noun	Jacobs 1931: passim 270
Koasati	 Demonstrative-Noun	Kimball 1991: 485
Kobon	 Noun-Demonstrative	Davies 1981b: 57, 61
Koegu	 Noun-Demonstrative	Hieda 1998: 358
Koiali (Mountain)	 Noun-Demonstrative	Garland and Garland 1975: 434
Koita	 Noun-Demonstrative	Dutton 1975: 315
Kokborok	 Demonstrative-Noun	Karapurkar 1976: 32
Kokota	 Demonstrative-Noun	Palmer 2002: 503
Kolami	 Demonstrative-Noun	Emeneau 1955: 31
Koluri	 Demonstrative-Noun	Stilo 2005: passim
Kombai	 Noun-Demonstrative	de Vries 1989: 165
Kombio	 Noun-Demonstrative	Yi 2008: 7
Komo	 Noun-Demonstrative	Tucker and Bryan 1966: 362
Kongo	 Noun-Demonstrative	Bentley 1887: 1024
Konkow	 Demonstrative prefix	Ultan 1967: 157, passim
Konni	 Noun-Demonstrative	Cahill 1999: 15-16
Korana	 Demonstrative-Noun	Meinhof 1930: passim 41, 46
Korean	 Demonstrative-Noun	Ramstedt 1968: 35, 48, 385
Korku	 Demonstrative-Noun	Drake 1903: passim; Nagaraja 1999: 90
Koromfe	 Noun-Demonstrative	Rennison 1997: 81, 87
Korowai	 Demonstrative-Noun	van Enk and de Vries 1997: 73, 85, 158, 160, 161 
Koryak	 Demonstrative-Noun	Bogoras 1917: passim
Kosraean	 Noun-Demonstrative	Lee 1975: 129, 237
Koya	 Demonstrative-Noun	Tyler 1969: 68-69
Koyraboro Senni	 Noun-Demonstrative	Heath 1999a: 10, 114; Prost 1956: 62
Koyra Chiini	 Noun-Demonstrative	Heath 1999b: 11
Koyukon	 Demonstrative-Noun	Chapman 1914: passim
Kpelle	 Noun-Demonstrative	Casthelain and Lassort 1952: 46
Krenak	 Noun-Demonstrative	Seki 2004: 135
Krongo	 Noun-Demonstrative	Reh 1983: 47; Reh 1985: 249, 259
Kryz	 Demonstrative-Noun	Authier 2004: 224
Kugu Nganhcara	 Noun-Demonstrative	Smith and Johnson 2000: 387
Kuku-Yalanji	 Mixed	Hershberger 1964b: passim
Kuman	 Demonstrative-Noun	Trefry 1969: 34
Kumauni	 Demonstrative-Noun	Apte and Pattanayak 1967: 38
Kunama	 Noun-Demonstrative	Tucker and Bryan 1966: passim
Kunimaipa	 Noun-Demonstrative	Geary 1977: passim
Kuot	 Demonstrative-Noun	Chung and Chung 1996: 18
Kurdish (Central)	 Mixed	Abdulla and McCarus 1967: 74, 97; Blau 1980: 44, 65
Kutenai	 Demonstrative-Noun	
Kuuk Thaayorre	 Noun-Demonstrative	Hall 1972: 69
Kuuku Ya'u	 Noun-Demonstrative	Thompson 1988: 41-42
Kuvi	 Demonstrative-Noun	Israel 1979: 257
Kwaio	 Noun-Demonstrative	Keesing 1985: 85, 101
Kwangali	 Noun-Demonstrative	Dammann 1957: 26, 102
Kwoma	 Demonstrative-Noun	Kooyers 1974: 23, passim
Kwomtari	 Demonstrative-Noun	Spencer 2008: passim
Kxoe	 Demonstrative-Noun	Köhler 1981: 528
Kyaka	 Noun-Demonstrative	Draper and Draper 2002: 21
Kyirong	 Demonstrative-Noun	Huber 2005: 53
Laal	 Noun-Demonstrative	Boyeldieu 1982: passim
Labu	 Noun-Demonstrative	Siegel 1984: 92, 95
Lacandón	 Demonstrative-Noun	Bruce 1968: 78, 106
Ladakhi	 Demonstrative-Noun	Koshal 1979: 41, 123, 102-103
Lagwan	 Demonstrative suffix	Lukas 1936: 32
Lahu	 Noun-Demonstrative	Matisoff 1973: 52, 110-114
Lai	 Demonstrative before and after Noun	Hay-Neave 1953: passim
Lakhota	 Mixed	Buechel 1939: passim
Lalo	 Noun-Demonstrative	Björverud 1998: 120
Lamaholot	 Noun-Demonstrative	Arndt 1937: passim
Lamang	 Mixed	Wolff 1983: 205, 207-208
Lamani	 Demonstrative-Noun	Trail 1970: 83, 88
Lamba	 Mixed	Doke 1922: 52, 143
Lampung	 Noun-Demonstrative	Walker 1976: 15-16
Langi	 Noun-Demonstrative	Seidel 1898: 399
Lango	 Noun-Demonstrative	Noonan 1992: 86, 154, 161
Lao	 Noun-Demonstrative	Yates and Sayisthsena 1970: 26, 29, 83; Hospitalier 1937: passim
Latvian	 Demonstrative-Noun	Bielenstein 1863: 415 
Lebeo	 Noun-Demonstrative	Gérard 1924: 38
Leggbó	 Noun-Demonstrative	
Leko	 Demonstrative-Noun	van de Kerke 2002: passim
Lele	 Noun-Demonstrative	Frajzyngier 2001: 79
Lelemi	 Noun-Demonstrative	Höftmann 1971: 48-49
Lenakel	 Noun-Demonstrative	Lynch 1978: 41, 79
Lendu	 Demonstrative-Noun	Tucker and Bryan 1966: 57; Tucker 1967: 397
Lepcha	 Demonstrative-Noun	Mainwaring 1876: 124
Lese	 Noun-Demonstrative	Vorbichler 1965: 157
Leti	 Noun-Demonstrative	van Engelenhoven 1995: passim
Lewo	 Noun-Demonstrative	Early 1994a: 186-187
Lezgian	 Demonstrative-Noun	Haspelmath 1993: 259-263; Gadzhiev 1963: 156
Lhomi	 Noun-Demonstrative	Vesalainen and Vesalainen 1980: passim
Lillooet	 Demonstrative-Noun	van Eijk 1997: 169
Limbu	 Demonstrative-Noun	Weidert and Subba 1985: 251, passim
Limilngan	 Mixed	Harvey 2001: 112
Linda	 Noun-Demonstrative	Cloarec-Heiss 1986: 51, 81, 197-198
Lisu	 Noun-Demonstrative	Hope 1974: 83-88
Lithuanian	 Demonstrative-Noun	Dambriunas et al. 1966: passim
Logoti	 Noun-Demonstrative	Tucker 1967: 145
Lokono	 Demonstrative-Noun	Pet 1987: 91-92
Londo	 Noun-Demonstrative	Kuperus 1985: 128
Longgu	 Noun-Demonstrative	Hill 2002: 541-542
Loniu	 Noun-Demonstrative	Hamel 1985: 144, 157
Lotha	 Noun-Demonstrative	Acharya 1983: 121, passim
Lou	 Noun-Demonstrative	Stutzman 1997: 17, passim
Luganda	 Noun-Demonstrative	Ashton et al. 1954: 41
Lugbara	 Noun-Demonstrative	Crazzolara 1960: 54
Luiseño	 Demonstrative-Noun	Hyde 1971: passim
Lunda	 Mixed	Kawasha 2003: 136
Lungchang	 Demonstrative-Noun	Rekhung 1988b: 9, passim
Luo	 Noun-Demonstrative	Omondi 1982: 68-69, 123-125
Lusi	 Noun-Demonstrative	Counts 1969: 135
Luvale	 Noun-Demonstrative	Horton 1949: 65, passim
Luyia	 Noun-Demonstrative	Appleby 1961: 29
Ma	 Mixed	Tucker and Bryan 1966: 121-122
Ma'anyan	 Noun-Demonstrative	Gudai 1988: 98
Maasai	 Demonstrative-Noun	Tucker and Mpaayei 1955: 17
Maba	 Noun-Demonstrative	Trenga 1947: 71
Macedonian	 Demonstrative-Noun	Friedman 1993: 286
Machiguenga	 Mixed	Snell and Wise 1963: 140
Macushi	 Demonstrative-Noun	Carson 1982: 66; Abbott 1991: passim; Williams 1932: 66
Mada (in Cameroon)	 Noun-Demonstrative	Barreteau and Brunet 2000: 27
Ma'di	 Noun-Demonstrative	Tucker 1967: 147; Blackings and Fabb 2003
Madimadi	 Demonstrative-Noun	Hercus 1986a: 135
Mae	 Noun-Demonstrative	Capell 1962a: 8, 18
Magi	 Demonstrative-Noun	Thomson 1975a: 644
Maidu (Northeast)	 Demonstrative-Noun	Shipley 1964: 33-34
Maisin	 Noun-Demonstrative	Ross 1984: 22, 28, 53
Maithili	 Demonstrative-Noun	Davis 1973a: passim
Majang	 Noun-Demonstrative	Unseth 1989: 107, passim
Makaa	 Noun-Demonstrative	Heath 2003: 340
Makah	 Demonstrative-Noun	
Makasae	 Noun-Demonstrative	Huber 2008: 45
Makua	 Mixed	Woodward 1926: 285
Malagasy	 Demonstrative before and after Noun	Dez 1980b: 94; Bennett 1986: 40-41
Malakmalak	 Noun-Demonstrative	Birk 1976: 28, 146
Malayalam	 Demonstrative-Noun	Asher and Kumari 1997: 125, 131
Maleu	 Noun-Demonstrative	Haywood 1996: 163
Malgwa	 Noun-Demonstrative	Löhr 2002: 130, 239-240
Malto	 Demonstrative-Noun	Das 1973: 80
Mam	 Demonstrative-Noun	England 1983: 149
Mamanwa	 Demonstrative-Noun	Miller and Miller 1976: 30
Mamvu	 Noun-Demonstrative	Vorbichler 1971: 225, 305
Manadonese	 Demonstrative-Noun	Wantalangi 1993: 42, 55-56, 105
Manam	 Noun-Demonstrative	Lichtenberk 1983: 260
Mandan	 Demonstrative suffix	Kennard 1936: 28
Mandarin	 Demonstrative-Noun	Li and Thompson 1981: 104
Mandinka (Gambian)	 Demonstrative-Noun	Rowlands 1959: 65
Mangap-Mbula	 Noun-Demonstrative	Bugenhagen 1995: 15
Mangarrayi	 Demonstrative-Noun	Merlan 1982: 29, 109ff
Mangbetu	 Demonstrative suffix	Tucker and Bryan 1966: 45
Manggarai	 Noun-Demonstrative	Semiun 1993: 40
Mangghuer	 Demonstrative-Noun	Slater 2003: 90
Mango	 Noun-Demonstrative	Khamis 1983: 154
Maninka (Western)	 Noun-Demonstrative	Delafosse 1929: 265
Mankon	 Noun-Demonstrative	Leroy 2003: 154
Manobo (Western Bukidnon)	 Demonstrative-Noun	Elkins 1970: 9, 11
Mansi	 Demonstrative-Noun	Murphy 1968: 136, 138
Maori	 Mixed	Bauer 1993: 112 
Mapudungun	 Demonstrative-Noun	Augusta 1903: 47, 282-284; Smeets 1989: 167 
Mara	 Demonstrative-Noun	Heath 1981: 290
Maranungku	 Noun-Demonstrative	Tryon 1970b: 13
Marathi	 Demonstrative-Noun	
Marchha	 Demonstrative-Noun	Sharma 1989c: 125, 127
Margi	 Noun-Demonstrative	Hoffmann 1963: 85
Maricopa	 Noun-Demonstrative	Gordon 1986: 28, 56
Marquesan	 Mixed	Lynch 2002a: passim
Martuthunira	 Demonstrative-Noun	Dench 1995: 189-190
Maru	 Demonstrative-Noun	Abbey 1899: 16; Clerk 1911: 14
Masakin	 Demonstrative suffix	Tucker and Bryan 1966: 278, 288
Massachusett	 Demonstrative-Noun	Goddard and Bragdon 1988: 508
Matuumbi	 Noun-Demonstrative	Odden 1996: 40-41, 75
Mauka	 Noun-Demonstrative	Ebermann 1986a: 76, 104, 106
Maung	 Demonstrative-Noun	Capell and Hinch 1970: 98
Maybrat	 Noun-Demonstrative	Brown 1990: 47; Dol 1999: 109, 141, 148
Mayogo	 Noun-Demonstrative	Sawka 2001: 63
Mba	 Demonstrative suffix	Tucker and Bryan 1966: 119-120
Mbara	 Noun-Demonstrative	Tourneux et al. 1986: 169-170
Mbay	 Noun-Demonstrative	Fortier 1971: 21, 41, 42, 46-48
Mbere	 Noun-Demonstrative	Adam 1954: 126
Mbili	 Noun-Demonstrative	Ayuninjam 1998: 231 
Mbodomo	 Noun-Demonstrative	Boyd 1997: 82
Mbole	 Noun-Demonstrative	De Rop 1971: 74-75
Mbosi	 Noun-Demonstrative	Amboulou 1998: 169, 171
Mbum	 Noun-Demonstrative	Hagège 1970: 133, 231, passim
Me'en	 Demonstrative suffix	Will 1989: 131, 139
Meithei	 Noun-Demonstrative	Chelliah 1997: 81, 83
Mekens	 Demonstrative-Noun	Galucio 2001: 110
Mekeo	 Mixed	Jones 1998a: passim
Mende	 Noun-Demonstrative	Aginsky 1935: 27
Menomini	 Demonstrative-Noun	Bloomfield 1962: 440, 465-466
Mentawai	 Noun-Demonstrative	Morris 1900: 35
Menya	 Noun-Demonstrative	
Meyah	 Noun-Demonstrative	Gravelle 2004: 167, 180
Mian	 Noun-Demonstrative	Fedden 2007: 26, 197 
Mien	 Demonstrative-Noun	Mao and Tsu-yao 1972: 249; Court 1985: 111
Mikir	 Demonstrative-Noun	Grüssner 1978: 51-52, passim; Jeyapaul 1987: 140
Milang	 Demonstrative before and after Noun	Tayeng 1976: iv
Mina	 Noun-Demonstrative	Frajzyngier and Johnston 2005: 309-311
Minangkabau	 Noun-Demonstrative	Moussay 1981: 122
Minaveha	 Demonstrative suffix	Lovell 1994: 65-66
Miri (Hill):	 Demonstrative before and after Noun	Simon 1976: xiii
Mising	 Demonstrative-Noun	Prasad 1991: 117
Miskito	 Demonstrative-Noun	Anonymous 1985: 88; Adam 1891: 21
Miwok (Southern Sierra)	 Demonstrative-Noun	Freeland 1951: passim
Mixe (Ayutla)	 Demonstrative-Noun	
Mixe (Coatlán)	 Demonstrative-Noun	Van Haitsma and Van Haitsma 1976: 72
Mixtec (Chalcatongo)	 Noun-Demonstrative	Macaulay 1996: 112
Mixtec (Jicaltepec)	 Noun-Demonstrative	Bradley 1970: 47, 50, passim
Mixtec (Ocotepec)	 Noun-Demonstrative	Alexander 1988: 214, passim
Mixtec (Peñoles)	 Demonstrative suffix	Daly 1973: passim
Mixtec (Yosondúa)	 Noun-Demonstrative	Farris 1992: 75, 82
Miya	 Demonstrative-Noun	Schuh 1998: 243, 277
Mizo	 Demonstrative before and after Noun	Chhangte 1989: 96ff
Mlabri (Minor)	 Noun-Demonstrative	Rischel 1995: 143 
Mocoví	 Demonstrative-Noun	Grondona 1998: 43
Mofu-Gudur	 Noun-Demonstrative	Barreteau 1988: 39, 57
Mohawk	 Demonstrative-Noun	Postal 1963: 293, 382
Mokilese	 Noun-Demonstrative	Harrison and Albert 1976: 72, 87
Mon	 Noun-Demonstrative	Bauer 1982a: 319, 321, 323
Mongo	 Noun-Demonstrative	Hulstaert 1966: 136-137
Mono-Alu	 Demonstrative-Noun	Fagan 1986: 42-44
Mono (in United States)	 Demonstrative suffix	Norris 1986: 108
Mooré	 Demonstrative suffix	Lehr et al. 1966: 32
Mor	 Noun-Demonstrative	Laycock 1978: 299
Moro	 Noun-Demonstrative	Black and Black 1971: 22, 26
Moru	 Noun-Demonstrative	Tucker and Bryan 1966: 57; Andersen 1984: passim; Tucker 1967: 146, 282
Motuna	 Demonstrative-Noun	Onishi 1994: 222
Mpongwe	 Noun-Demonstrative	Gautier 1912: 61
Mpur	 Noun-Demonstrative	Odé 2002: 63, 64-65
Mufian	 Noun-Demonstrative	Alungum et al. 1978: 105-106
Muisca	 Demonstrative-Noun	Adelaar 2004: 89 
Mumuye	 Noun-Demonstrative	Shimizu 1983: 79
Muna	 Noun-Demonstrative	van den Berg 1989b: 92ff., 133
Mundang	 Noun-Demonstrative	Elders 2000: 229
Mundani	 Noun-Demonstrative	Parker 1989: 160, 163
Mundari	 Demonstrative-Noun	Osada 1992: 68; Sinha 1975: 110
Munzombo	 Noun-Demonstrative	Boyi 1983: 245-246
Mupun	 Noun-Demonstrative	Frajzyngier 1993: 135
Murle	 Noun-Demonstrative	Lyth 1971: 11-12
Murrinh-Patha	 Noun-Demonstrative	Street 1980: passim; Walsh 1976: 277
Mursi	 Demonstrative suffix	Turton and Bender 1976: 545
Musgu	 Noun-Demonstrative	Tourneaux 1978: 260-261, 266-268; Meyer-Bahlburg 1972: 82-83, 199
Musom	 Noun-Demonstrative	Holzknecht 1997b: 80
Musqueam	 Demonstrative-Noun	Suttles 2004: 44
Mussau	 Noun-Demonstrative	Ross 2002b: 154
Mutsun	 Demonstrative-Noun	Okrand 1977: 184
Mwotlap	 Noun-Demonstrative	Crowley 2002d: 591
Nabak	 Noun-Demonstrative	Fabian et al. 1998: 72
Nadroga	 Noun-Demonstrative	Geraghty 2002: 833
Naga (Mao)	 Mixed	Giridhar 1994: 248, 452
Naga (Tangkhul)	 Noun-Demonstrative	Pettigrew 1918: passim
Naga (Zeme)	 Demonstrative-Noun	Soppitt 1885: passim
Nahuatl (Huasteca)	 Demonstrative-Noun	Beller and Beller 1979: 233, 247
Nahuatl (Michoacán)	 Demonstrative-Noun	Sischo 1979: 344
Nahuatl (North Puebla)	 Demonstrative-Noun	Brockway 1979: 160
Nahuatl (Tetelcingo)	 Demonstrative-Noun	Tuggy 1979: 67
Nakanai	 Noun-Demonstrative	Johnston 1980: 109-110, 119, 159-160
Nalik	 Noun-Demonstrative	Volker 1998: 109
Nama	 Demonstrative-Noun	Hagman 1977: 21, 38
Namia	 Noun-Demonstrative	Feldpausch and Feldpausch 1992: 51
Nancowry	 Demonstrative-Noun	Radhakrishnan 1970: 79
Nande	 Noun-Demonstrative	Baudet 1947: 24
Nandi	 Demonstrative suffix	Hollis 1909: 161-162; Creider and Creider 1989: 40
Nanerge	 Demonstrative-Noun	Ouedraogo 1984: 460-462, 481-483
Nara (in Ethiopia)	 Noun-Demonstrative	Tucker and Bryan 1966: 335; Thompson 1976a: 486-487
Nar-Phu	 Demonstrative-Noun	Noonan 2003a: 348
Nasioi	 Demonstrative-Noun	Hurd and Hurd 1966: passim
Nauruan	 Mixed	Kayser 1993: 30, 204
Navajo	 Demonstrative-Noun	Reichard 1951: 298; Haile 1926: 46; Young and Morgan 1980: 31
Naxi	 Demonstrative-Noun	He and Jiang 1985: 45-46
Ncàm	 Noun-Demonstrative	Cox 1998: 191-194, 197
Ndebele	 Noun-Demonstrative	Bowern and Lotridge 2002: 57-58
Ndjébbana	 Demonstrative-Noun	McKay 2000: 294
Ndonga	 Noun-Demonstrative	Viljoen and Amakali 1978: 72
Ndumu	 Noun-Demonstrative	Biton 1969: 584, 622
Ndut	 Noun-Demonstrative	Morgan 1996: 42-43, 52
Ndyuka	 Noun-Demonstrative	Huttar and Huttar 1994: 203 
Nehan	 Noun-Demonstrative	Todd 1978: 1193
Nend	 Noun-Demonstrative	Harris 1990: 136
Nenets	 Demonstrative-Noun	Collinder 1957: passim; Salminen 1998: 543
Nengone	 Noun-Demonstrative	Tryon 1967b: 56
Neo-Aramaic (Arbel Jewish)	 Demonstrative-Noun	Khan 1999: 208 
Nepali	 Demonstrative-Noun	Hari 1973: passim
Nevome	 Demonstrative-Noun	Shaul 1982: passim
Newar (Dolakha)	 Demonstrative-Noun	Genetti 2003: 361
Newari (Kathmandu)	 Demonstrative-Noun	Malla 1985: 70-71, 85-86
Neyo	 Noun-Demonstrative	Grah 1983: 187
Nez Perce	 Demonstrative-Noun	Aoki 1970: 133-134
Ngaanyatjarra	 Noun-Demonstrative	Douglas 1964: 84
Ngäbere	 Noun-Demonstrative	Alphonse 1956: passim
Ngalakan	 Demonstrative-Noun	Merlan 1983: 80
Ngambay	 Noun-Demonstrative	Thayer 1978: passim 23-24
Ngandi	 Demonstrative-Noun	Heath 1978: 53, 61
Ngan'gityemerri	 Noun-Demonstrative	Reid 1990: 29, 295, passim
Ngankikurungkurr	 Noun-Demonstrative	Hoddinott and Kofod 1988: 58, passim
Ngawun	 Demonstrative-Noun	Breen 1981b: 63
Ngbaka (Minagende)	 Noun-Demonstrative	GrandEury 1991: 334-335
Ngbandi	 Noun-Demonstrative	Toronzoni 1989: 344, 347
Ngiti	 Demonstrative-Noun	Kutsch Lojenga 1994: 374
Ngiyambaa	 Demonstrative-Noun	Donaldson 1980: passim
Ngizim	 Noun-Demonstrative	Schuh 1972: 94, 174
Ngoni	 Noun-Demonstrative	Ngonyani 2003: 74
Nguna	 Noun-Demonstrative	Schütz 1969a: 63-64
Nias	 Noun-Demonstrative	Brown 2001
Nicobarese (Car)	 Demonstrative-Noun	Braine 1970: 251
Nisenan	 Demonstrative-Noun	Eatough 1999: 31
Nisgha	 Noun-Demonstrative	Tarpent 1987: 166, 331
Niuafo'ou	 Noun-Demonstrative	Early 2002: 853
Nivkh	 Demonstrative-Noun	Panfilov 1962: 241-242
Nkem	 Noun-Demonstrative	Sibomana 1986: 266
Nkonya	 Noun-Demonstrative	Reineke 1972: 44-45
Nkore-Kiga	 Noun-Demonstrative	Taylor 1985: 54-55, 138
Nocte	 Demonstrative-Noun	Das Gupta 1971: passim
Noni	 Noun-Demonstrative	Hyman 1981b: 31
Noon	 Noun-Demonstrative	Soukka 2000: 128
Norwegian	 Demonstrative-Noun	Olson 1901: passim 26-27
Nsenga	 Mixed	Ranger 1928: 34
Nuaulu	 Noun-Demonstrative	Bolton 1990: 71, 77
Nubian (Dongolese)	 Demonstrative-Noun	Armbruster 1960: 320, 350
Nubian (Kunuz)	 Demonstrative-Noun	Abdel-Hafiz 1988: 205-206
Nuer	 Noun-Demonstrative	Crazzolara 1933: 73-76
Nunggubuyu	 Demonstrative-Noun	Hughes and Healy 1971: passim
Nung (in Vietnam)	 Noun-Demonstrative	Saul and Wilson 1980: 14
Nuosu	 Noun-Demonstrative	Chen et al. 1985: passim
Nupe	 Noun-Demonstrative	Smith 1967a: 19
Nusu	 Noun-Demonstrative	Sun and Liu 1986: passim
Nyamkad	 Demonstrative-Noun	Sharma 1992: 145, 192
Nyamwezi	 Noun-Demonstrative	Maganga and Schadeberg 1992: passim
Nyanga	 Noun-Demonstrative	Price 1966: 73; Mchombo 2004: 24 ; Bentley and Kulemeka 2001: 21; Mateene 1980: 62
Nyangumarda	 Demonstrative-Noun	Geytenbeek 1980: 28
Nyigina	 Demonstrative-Noun	Stokes 1982: passim
Nyimang	 Noun-Demonstrative	Tucker and Bryan 1966: 252
Nyishi	 Demonstrative before and after Noun	Hamilton 1900: 20
Nyulnyul	 Demonstrative-Noun	McGregor 1996: 17
Nzakara	 Noun-Demonstrative	Tucker and Bryan 1966: 149
Obolo	 Noun-Demonstrative	Faraclas 1984: 18, 36-37
Ocuilteco	 Demonstrative-Noun	Muntzel 1986: 93
Ogbronuagum	 Noun-Demonstrative	Kari 2000: 42
Ojibwa (Eastern)	 Demonstrative-Noun	Rhodes 1991: 1 
Olo	 Noun-Demonstrative	Staley 1995: 41, 46; Staley n.d.: ix, xviii-xvxix
Omaha	 Demonstrative-Noun	Dorsey 1890: passim
Ömie	 Demonstrative-Noun	Austing and Upia 1975: 584
One	 Mixed	
Oneida	 Demonstrative-Noun	
Onge	 Demonstrative prefix	Dasgupta and Sharma 1982: 19
O'odham	 Demonstrative-Noun	Saxton 1982: 192; Zepeda 1983: passim
Orig	 Noun-Demonstrative	Schadeberg and Elias 1979: 43
Orokaiva	 Noun-Demonstrative	Healey et al. 1969: 49
Oromo (Harar)	 Noun-Demonstrative	Owens 1985: 86
Oromo (Waata)	 Noun-Demonstrative	Heine 1981: 35
