Language	Value	Reference
Kamba	 Noun-Genitive	Whiteley and Muli 1962: 31
Kamoro	 No dominant order	Boelaars 1950: 90-91
Kana	 Noun-Genitive	Ikoro 1996: 80-81
Kanakuru	 Noun-Genitive	Newman 1974: 87, 90
Kanembu	 Noun-Genitive	Lukas 1931: 25
Kannada	 Genitive-Noun	Bright 1958: 34, passim; Schiffman 1983: passim; Sridhar 1990: 132
Kanoê	 Genitive-Noun	Bacelar 2004: 137
Kanum (Bädi)	 Genitive-Noun	Boelaars 1950: passim
Kanuri	 Noun-Genitive	Hutchison 1976: 7; Hutchison 1981: 197; Lukas 1937: 17-18
Kanyok	 Noun-Genitive	Mukash Kalel 1982: 249
Kapampangan	 Noun-Genitive	Mirikitani 1972: passim
Karachay-Balkar	 Genitive-Noun	Seegmiller 1996: 32
Karadjeri	 No dominant order	Capell 1962b: 72
Kara (in Central African Republic)	 Noun-Genitive	Santandrea 1970: 133
Karajá	 Genitive-Noun	Maia 1998: 32
Karakalpak	 Genitive-Noun	Wurm 1951: 556
Karen (Bwe)	 Genitive-Noun	Henderson 1997: passim
Karen (Pwo)	 Genitive-Noun	Kato 2003: 641
Karen (Sgaw)	 Genitive-Noun	Jones 1961: 36, passim
Karimojong	 Noun-Genitive	Novelli 1985: 20
Karkar-Yuri	 Genitive-Noun	Rigden n.d. (a): 78
Karó (Arára)	 Genitive-Noun	Gabas 1999: 141, 148-149
Karok	 Genitive-Noun	Bright 1957: 128
Kashmiri	 Genitive-Noun	Wali and Koul 1997: 100, 103 
Katcha	 Noun-Genitive	Tucker and Bryan 1966: 311
Kati (in West Papua, Indonesia)	 Genitive-Noun	Boelaars 1950: 78
Katla	 Noun-Genitive	Tucker and Bryan 1966: 268
Katu	 Noun-Genitive	Costello 1969: 22, 29
Kaulong	 No dominant order	Ross 2002i: 397
Kawaiisu	 No dominant order	Zigmond et al. 1990-1991: 51
Kayabí	 Genitive-Noun	Gomes 2007: Dobson 1973
Kayah Li (Eastern)	 Genitive-Noun	Solnit 1986: 299
Kayardild	 Genitive-Noun	Evans 1995: 235, 239, 240
Kele	 Noun-Genitive	Ross 2002k: 133-135
Kemant	 Genitive-Noun	Appleyard 1975: 344
Kenga	 Noun-Genitive	Vandame 1968: 19-21
Kera	 Noun-Genitive	Ebert 1979: 154, 174
Keresan (Santa Ana)	 Genitive-Noun	Davis 1964: passim; Davis 1960: passim
Ket	 Genitive-Noun	Comrie 1980: 265; Werner 1997a: 333 ; Dul'zon 1968: passim
Kewa	 Genitive-Noun	Franklin 1971: 89
Khalaj	 Genitive-Noun	Doerfer 1988: 239, 79 
Khaling	 Genitive-Noun	Toba 1984: 5, passim
Khalkha	 Genitive-Noun	Binnick 1979: 3, 16-17
Kham	 Genitive-Noun	Watters 1998: 137, 138, passim
Kham (Dege)	 Genitive-Noun	Häsler 1999: 93
Kham (Tibetan) (Nangchen)	 Genitive-Noun	Causemann 1989: 78
Khanty	 Genitive-Noun	Collinder 1957: passim; Filchenko 2007: 83
Khasi	 Noun-Genitive	Nagaraja 1985: 21-22, 55-56; Rabel 1961: 140
Khinalug	 Genitive-Noun	Kibrik 1994b: 397
Khmer	 Noun-Genitive	Ehrman 1970: 16; Jacob 1968: 60
Khmu'	 Noun-Genitive	Smalley 1961: 36-37
Khowar	 Genitive-Noun	Bashir 2000: passim
Kikuyu	 Noun-Genitive	Barlow 1960: 27
Kilivila	 Genitive-Noun	Senft 1986: 103-104
Kimaghama	 Genitive-Noun	Boelaars 1950: 33
Kinga	 Noun-Genitive	Wolff 1905: 32
Kinnauri	 Genitive-Noun	Sharma 1988: 85
Kiowa	 Genitive-Noun	Watkins 1984: 107
Kipea	 Noun-Genitive	Adam 1897: 13
Kiribati	 Noun-Genitive	Cowell 1951: 36; Groves et al. 1985: 48
Kirma	 Genitive-Noun	Prost 1964b: 38
Kisi	 Noun-Genitive	Childs 1995: 246, 248
Kiwai (Southern)	 Genitive-Noun	Ray 1933: 14
Klamath	 Genitive-Noun	Gatschet 1890: 475-476, 639, 641
Klao	 Genitive-Noun	Rickard 1970: 12
Koasati	 Genitive-Noun	Kimball 1991: 442
Kobon	 Genitive-Noun	Davies 1981b: 57, 113
Koegu	 Noun-Genitive	Hieda 1998: 356
Koiali (Mountain)	 Genitive-Noun	Garland and Garland 1975: 434
Koita	 Genitive-Noun	Dutton 1975: 318
Kokborok	 Genitive-Noun	Karapurkar 1976: 91, 58
Kokota	 Noun-Genitive	Palmer 2002: 505
Kolami	 Genitive-Noun	Emeneau 1955: 33
Koluri	 Genitive-Noun	Stilo 2005: passim
Kombai	 Genitive-Noun	de Vries 1989: 211-212
Kombio	 Noun-Genitive	Yi 2008: 11
Komi-Permyak	 Genitive-Noun	Riese 1998: 272
Komi-Zyrian	 Genitive-Noun	Hausenberg 1998: 319
Komo	 Noun-Genitive	Tucker and Bryan 1966: 367
Kongo	 Noun-Genitive	Bentley 1887: passim
Konkow	 Genitive-Noun	Ultan 1967: 182
Konni	 Genitive-Noun	Cahill 1999: 15
Korana	 Genitive-Noun	Meinhof 1930: 40, passim
Korean	 Genitive-Noun	Ramstedt 1968: 42; Sohn 1999: 265, 293 
Koreguaje	 Genitive-Noun	Cook and Criswell 1993: iv
Korku	 Genitive-Noun	Drake 1903: 167, passim; Nagaraja 1999: 90
Koromfe	 Genitive-Noun	Rennison 1997: 348
Korowai	 Genitive-Noun	van Enk and de Vries 1997: passim 
Koryak	 Genitive-Noun	Zhukova 1972: passim; Bogoras 1917: passim
Kosraean	 Noun-Genitive	Lee 1975: 238-239
Koya	 Genitive-Noun	Tyler 1969: 65, 105
Koyraboro Senni	 Genitive-Noun	Heath 1999a: 10, 114; Prost 1956: 54
Koyra Chiini	 Genitive-Noun	Heath 1999b: 104
Koyukon	 Genitive-Noun	Chapman 1914: passim
Kpelle	 Genitive-Noun	Casthelain and Lassort 1952: 33
Krenak	 Genitive-Noun	Seki 2004: 135
Kresh	 Noun-Genitive	Tucker and Bryan 1966: 81; Santandrea 1976: 76-77, 115
Krongo	 Noun-Genitive	Reh 1983: 48, 50-51; Reh 1985: 249, 261, 314
Kryz	 Genitive-Noun	Authier 2004: 224
Kugu Nganhcara	 Noun-Genitive	Smith and Johnson 2000: 388, passim
Kuikúro	 Genitive-Noun	
Kuku-Yalanji	 No dominant order	Patz 2002: 121185-121186
Kulung	 Genitive-Noun	Tolsma 1999: passim
Kumauni	 Genitive-Noun	Apte and Pattanayak 1967: 34
Kuna	 No dominant order	Gianelli 2001: §6.2
Kunama	 Genitive-Noun	Böhm 1984: 88; Tucker and Bryan 1966: 346
Kunimaipa	 Genitive-Noun	Geary 1977: passim
Kuot	 Noun-Genitive	Chung and Chung 1996: 18, 20
Kurdish (Central)	 Noun-Genitive	Abdulla and McCarus 1967: 75
Kutenai	 Noun-Genitive	
Kuuk Thaayorre	 Noun-Genitive	Hall 1972: 69
Kuvi	 Genitive-Noun	Israel 1979: 257
Kwakw'ala	 Noun-Genitive	Boas and Hunt 1905: passim
Kwami	 Noun-Genitive	Leger 1994: 127
Kwangali	 Noun-Genitive	Dammann 1957: 34, 103
Kwaza	 Genitive-Noun	van der Voort 2004: 181ff 
Kwoma	 Genitive-Noun	Kooyers 1974: 24
Kwomtari	 Genitive-Noun	Spencer 2008: 75
Kxoe	 Genitive-Noun	Köhler 1981: 540
Kyirong	 Genitive-Noun	Huber 2005: 53
Laal	 Noun-Genitive	Boyeldieu 1982: 15-16
Labu	 Genitive-Noun	Siegel 1984: 95
Lacandón	 Noun-Genitive	Bruce 1968: passim
Ladakhi	 Genitive-Noun	Koshal 1979: passim
Lafofa	 No dominant order	Tucker and Bryan 1966: 288
Lagwan	 Noun-Genitive	Lukas 1936: 15, 20
Lahu	 Genitive-Noun	Matisoff 1973: 48, 141
Lai	 Genitive-Noun	Hay-Neave 1953: passim
Lakhota	 No dominant order	Buechel 1939: 324, 91; Boas and Deloria 1941: 132
Lalo	 Genitive-Noun	Björverud 1998: 117, 122
Lamaholot	 No dominant order	Nishiyama and Kelen 2007: 24-26
Lamang	 Noun-Genitive	Wolff 1983: 190-192
Lamani	 Genitive-Noun	Trail 1970: 83, 89
Lamba	 Noun-Genitive	Doke 1922: 29, 37
Lamen	 Noun-Genitive	Early 2002b: 675
Lampung	 Noun-Genitive	Walker 1976: 17-18
Langi	 Noun-Genitive	Seidel 1898: 392
Lango	 Noun-Genitive	Noonan 1992: 154, 156-157
Lao	 Noun-Genitive	Yates and Sayisthsena 1970: 9, passim
Laragia	 Noun-Genitive	Capell 1984b: 65
Latvian	 Genitive-Noun	Lazdina 1966: 27; Bielenstein 1863: 415 
Lavukaleve	 Genitive-Noun	Terrill 1999: 85-88, 4.2 
Leggbó	 Noun-Genitive	
Lele	 No dominant order	Frajzyngier 2001: 66, 70
Lelemi	 Genitive-Noun	Höftmann 1971: 49-50
Lenakel	 Noun-Genitive	Lynch 1978: 78
Lendu	 Genitive-Noun	Tucker and Bryan 1966: 56; Tucker 1967: 397-399
Lengua	 Genitive-Noun	Susnik 1977: 117
Lepcha	 Genitive-Noun	Mainwaring 1876: 121
Lese	 No dominant order	Vorbichler 1965: 158
Leti	 Genitive-Noun	van Engelenhoven 1995: 169-170
Lewo	 Noun-Genitive	Early 1994a: 186
Lezgian	 Genitive-Noun	Gadzhiev 1963: 15; Haspelmath 1993: 259-262
Lillooet	 Noun-Genitive	van Eijk 1997: 239
Limbu	 Genitive-Noun	Weidert and Subba 1985: 44
Linda	 Noun-Genitive	Cloarec-Heiss 1986: 92, 171-180, 218-220
Lingala	 Noun-Genitive	Meeuwis 1998: 39
Lisu	 Genitive-Noun	Bradley 2003: 227
Lithuanian	 Genitive-Noun	Dambriunas et al. 1966: 122
Logoti	 Genitive-Noun	Tucker 1967: 159, 161
Lokono	 Genitive-Noun	Pet 1987: 93
Londo	 Noun-Genitive	Kuperus 1985: 136
Longgu	 Noun-Genitive	Hill 2002: 546
Loniu	 Noun-Genitive	Hamel 1985: 76, 80-81, 150
Lotha	 Genitive-Noun	Acharya 1983: 155
Lou	 Noun-Genitive	Stutzman 1997: 15, 17-18, passim
Luganda	 Noun-Genitive	Ashton et al. 1954: 45, passim
Lugbara	 Genitive-Noun	Barr 1965: 59-60; Crazzolara 1960: 20-21
Luiseño	 Genitive-Noun	Hyde 1971: 74; Kroeber and Grace 1960: 173
Lule	 Genitive-Noun	Adelaar 2004: 390 
Lunda	 Noun-Genitive	Kawasha 2003: 109
Luo	 Noun-Genitive	Omondi 1982: 65, 333-335
Lusi	 Genitive-Noun	Counts 1969: passim
Luvale	 Noun-Genitive	Horton 1949: 21
Luwo	 Noun-Genitive	Buth 1981: 74
Ma	 Noun-Genitive	Tucker and Bryan 1966: 131
Ma'anyan	 Noun-Genitive	Gudai 1988: 105
Maasai	 Noun-Genitive	Tucker and Mpaayei 1955: 37-40, 213
Maba	 No dominant order	Trenga 1947: 130-131; Tucker and Bryan 1966: 205
Macedonian	 No dominant order	Friedman 1993: 286
Machiguenga	 Noun-Genitive	Snell and Wise 1963: passim
Macushi	 Genitive-Noun	Abbott 1991: 85; Carson 1982: 65-66; Williams 1932: 55-56
Mada (in Cameroon)	 Noun-Genitive	Barreteau and Brunet 2000: 27
Ma'di	 No dominant order	Tucker 1967: 159-165; Tucker and Bryan 1966: 56; Blackings and Fabb 2003: passim
Madimadi	 Genitive-Noun	Hercus 1986a: 135
Mae	 Noun-Genitive	Capell 1962a: 17
Magar	 Genitive-Noun	Shepherd and Shepherd 1973: passim
Maidu (Northeast)	 Genitive-Noun	Shipley 1964: 33-34
Maipure	 Genitive-Noun	Zamponi 2003a: 32
Maisin	 Genitive-Noun	Ross 1984: 26, 55
Majang	 Noun-Genitive	Unseth 1989: 97, 103
Makah	 No dominant order	
Makasae	 No dominant order	Huber 2008: 43
Maklew	 Genitive-Noun	Boelaars 1950: passim
Makua	 Noun-Genitive	Katupha 1983: 156, 161
Malagasy	 Noun-Genitive	Domenichini-Ramiaramanana 1977: passim; Dez 1980b: passim 98
Malakmalak	 No dominant order	Birk 1976: 106
Malayalam	 Genitive-Noun	Asher and Kumari 1997: 124, 131
Maleu	 No dominant order	Haywood 1996: 164, 166
Malgwa	 Noun-Genitive	Löhr 2002: 101
Mam	 Noun-Genitive	England 1983: 141-142, 195
Mamanwa	 Noun-Genitive	Miller and Miller 1976: 26
Mambila	 Noun-Genitive	Meyer 1940: 17
Mamvu	 No dominant order	Tucker and Bryan 1966: 56
Manam	 Noun-Genitive	Lichtenberk 1983: 278, 291, 294
Mandan	 Genitive-Noun	Kennard 1936: passim
Mandarin	 Genitive-Noun	Li and Thompson 1981: 24
Mandinka (Gambian)	 Genitive-Noun	Rowlands 1959: 39
Mangap-Mbula	 No dominant order	Bugenhagen 1995: 15
Mangarrayi	 No dominant order	Merlan 1982: 30
Mangbetu	 No dominant order	Tucker and Bryan 1966: 56
Manggarai	 Noun-Genitive	Semiun 1993: 41
Mangghuer	 Genitive-Noun	Slater 2003: 90
Mango	 Noun-Genitive	Khamis 1983: 151-152, 154
Maninka (Western)	 Genitive-Noun	Delafosse 1929: 265
Mano	 Genitive-Noun	Becker-Donner 1965: 17
Manobo (Western Bukidnon)	 Noun-Genitive	Elkins 1970: 6, 9, 43
Mansi	 Genitive-Noun	Murphy 1968: 136-137
Maori	 Noun-Genitive	Bauer 1993: 108 
Mapudungun	 Genitive-Noun	Augusta 1903: 22-23
Mara	 No dominant order	Heath 1981: 65
Maranungku	 Genitive-Noun	Tryon 1970b: 15-16
Marathi	 Genitive-Noun	
Margany	 Genitive-Noun	Breen 1981a: 335
Margi	 Noun-Genitive	Hoffmann 1963: 60
Maricopa	 Genitive-Noun	Gordon 1986: 28, 31, 33
Mari (Meadow)	 Genitive-Noun	Sebeok and Ingemann 1961: passim; Kangasmaa-Minn 1998: 236-237
Marind	 Genitive-Noun	Boelaars 1950: 2
Maringarr	 Genitive-Noun	Tryon 1974: 124
Marquesan	 Noun-Genitive	Lynch 2002a: 870
Martuthunira	 No dominant order	Dench 1995: 193, 197-198
Maru	 Genitive-Noun	Clerk 1911: 13
Masa	 Noun-Genitive	Melis 1999: 170-172
Masakin	 Noun-Genitive	Tucker and Bryan 1966: 287
Masalit	 Noun-Genitive	Edgar 1989: 53-54, 74-75
Massachusett	 Noun-Genitive	Goddard and Bragdon 1988: 588
Matis	 Genitive-Noun	Ferreira 2001: 44
Matsés	 Genitive-Noun	Fleck 2003: 759
Matuumbi	 Noun-Genitive	Odden 1996: 75-76
Mauka	 Genitive-Noun	Ebermann 1986a: 71, 155-156, 184
Maung	 Genitive-Noun	Capell and Hinch 1970: 97
Maybrat	 No dominant order	Brown 1990: 48, 49; Dol 1999: 93, 97, 141, 149
Mayogo	 Noun-Genitive	Sawka 2001: 34
Mba	 Genitive-Noun	Tucker and Bryan 1966: 131
Mbara	 Noun-Genitive	Tourneux et al. 1986: 171
Mbay	 Noun-Genitive	Fortier 1971: 17
Mbodomo	 Noun-Genitive	Boyd 1997: 80
Mbole	 Noun-Genitive	De Rop 1971: 75-76
Mbosi	 Noun-Genitive	Amboulou 1998: 188-190
Mbum	 Noun-Genitive	Hagège 1970: 229-231
Me'en	 Noun-Genitive	Will 1989: 135-138
Mehri	 Noun-Genitive	Simeone-Senelle 1997: 412
Meithei	 Genitive-Noun	Chelliah 1997: 74
Mekens	 Genitive-Noun	Galucio 2001: 32
Mekeo	 Genitive-Noun	Jones 1998a: passim
Mende	 Genitive-Noun	Aginsky 1935: 19, 97
Menomini	 Genitive-Noun	Bloomfield 1962: 442
Mentawai	 Noun-Genitive	Morris 1900: 44
Menya	 Genitive-Noun	
Meryam Mir	 Genitive-Noun	Piper 1989: 190
Meyah	 Genitive-Noun	Gravelle 2004: 173
Mian	 Genitive-Noun	Fedden 2007: 207 
Mien	 Genitive-Noun	Mao and Tsu-yao 1972: 252
Miisiirii	 Genitive-Noun	Edgar 1989: 104-105
Mikir	 Genitive-Noun	Grüssner 1978: 52
Mina	 Noun-Genitive	Frajzyngier and Johnston 2005: 45
Minangkabau	 Noun-Genitive	Moussay 1981: 144
Minaveha	 Genitive-Noun	Lovell 1994: 34, 66, passim
Mising	 Genitive-Noun	Prasad 1991: 56, 64-65
Miskito	 Genitive-Noun	Adam 1891: 25; Anonymous 1985: 216
Miwok (Southern Sierra)	 No dominant order	Freeland 1951: passim
Mixe (Ayutla)	 Genitive-Noun	
Mixe (Coatlán)	 Genitive-Noun	Van Haitsma and Van Haitsma 1976: 72
Mixtec (Atatlahuca)	 Noun-Genitive	Alexander 1980: 52
Mixtec (Chalcatongo)	 Noun-Genitive	Macaulay 1996: 108
Mixtec (Ocotepec)	 Noun-Genitive	Alexander 1988: 222-224
Mixtec (Peñoles)	 Noun-Genitive	Daly 1973: passim
Mixtec (Yosondúa)	 Noun-Genitive	Farris 1992: 87
Miya	 Noun-Genitive	Schuh 1998: 249, 252, 277
Mizo	 Genitive-Noun	Chhangte 1989: 106, 149
Mlabri (Minor)	 Genitive-Noun	Rischel 1995: 140 
Mochica	 Genitive-Noun	Adelaar 2004: 328, 334 
Mocoví	 No dominant order	Grondona 1998: 66
Mofu-Gudur	 Noun-Genitive	Barreteau 1988: 65
Mohawk	 Genitive-Noun	Postal 1963: 293, 295
Mokilese	 No dominant order	Harrison and Albert 1976: 114-116, 129-130, 133-135
Mombum	 Genitive-Noun	Boelaars 1950: 29
Momu	 Genitive-Noun	Blake 2007: 24
Mon	 Noun-Genitive	Bauer 1982a: 319-320, 323
Mondunga	 Noun-Genitive	De Boeck 1952: 19-21
Mongo	 Noun-Genitive	Hulstaert 1966: 244ff
Moni	 Genitive-Noun	Boelaars 1950: 106
Mono-Alu	 No dominant order	Fagan 1986: 21-23
Mono (in United States)	 Genitive-Noun	Norris 1986: 26, 86
Monumbo	 Genitive-Noun	Vormann and Scharfenberger 1914: passim
Mooré	 Genitive-Noun	Lehr et al. 1966: xxiv, passim
Mor	 Genitive-Noun	Laycock 1978: passim
Moraori	 Genitive-Noun	Boelaars 1950: passim
Moro	 Noun-Genitive	Black and Black 1971: 47-48
Moru	 Noun-Genitive	Tucker and Bryan 1966: 56; Andersen 1984: 29-30; Tucker 1967: 159
Mosetén	 Genitive-Noun	Bibolotti 1917: lvi
Motu	 Genitive-Noun	Lawes 1888: 4
Motuna	 Genitive-Noun	Onishi 1994: 223, 239, 241
Mufian	 Noun-Genitive	Wilson 2008: 7
Muisca	 Genitive-Noun	Adelaar 2004: 89 
Mumuye	 No dominant order	Shimizu 1983: 82
Muna	 Noun-Genitive	van den Berg 1989b: 86-88, 133
Mundang	 Noun-Genitive	Elders 2000: 232
Mundani	 Noun-Genitive	Parker 1989: 161-162
Mundari	 Genitive-Noun	Osada 1992: 48; Sinha 1975: 111, 115-116
Munzombo	 Noun-Genitive	Boyi 1983: 260
Mupun	 Noun-Genitive	Frajzyngier 1993: 135, 149
Murle	 Noun-Genitive	Arensen 1982: 103
Murrinh-Patha	 Noun-Genitive	Walsh 1976: 281
Mursi	 Noun-Genitive	Turton and Bender 1976: 547, 556
Muruwari	 Genitive-Noun	Oates 1988: 51, 67
Musgu	 Noun-Genitive	Tourneaux 1978: 268, 270, 277; Meyer-Bahlburg 1972: 204, 206-207
Musqueam	 Noun-Genitive	Suttles 2004: 63
Mussau	 Noun-Genitive	Ross 2002b: 156, 158
Mutsun	 Genitive-Noun	Okrand 1977: 179-180
Mwera	 Noun-Genitive	Harries 1950: 18, 59-60
Nabak	 Genitive-Noun	Fabian et al. 1998: 24, 75
Nadëb	 Genitive-Noun	Weir 1994: 292
Nadroga	 Noun-Genitive	Geraghty 2002: 839
Naga (Mao)	 Genitive-Noun	Giridhar 1994: 453
Naga (Tangkhul)	 Genitive-Noun	Arokianathan 1987: 145; Pettigrew 1918: 65
Nahuatl (Huasteca)	 Noun-Genitive	Beller and Beller 1979: 234
Nahuatl (Michoacán)	 No dominant order	Sischo 1979: 340
Nahuatl (Tetelcingo)	 Noun-Genitive	Tuggy 1979: 60
Nai	 Genitive-Noun	Hamlin 1998: egcount
Nakanai	 Noun-Genitive	Johnston 1980: 171-172, 182
Nama	 Genitive-Noun	Hagman 1977: 21, 36-37
Namia	 Genitive-Noun	Feldpausch and Feldpausch 1992: 53
Nancowry	 Noun-Genitive	Man 1889: xv
Nande	 Noun-Genitive	Baudet 1947: 11
Nandi	 Noun-Genitive	Creider and Creider 1989: 69, 139; Hollis 1909: 165
Nanerge	 Genitive-Noun	Ouedraogo 1984: 483-486
Nankina	 Genitive-Noun	Spaulding and Spaulding 1994: 125, 127
Nara (in Ethiopia)	 Genitive-Noun	Tucker and Bryan 1966: 334
Nar-Phu	 Genitive-Noun	Noonan 2003a: 348
Nasioi	 No dominant order	Hurd and Hurd 1966: passim
Navajo	 Genitive-Noun	Reichard 1951: 295
Ncàm	 Genitive-Noun	Cox 1998: 181
Ndebele	 Noun-Genitive	Bowern and Lotridge 2002: 57-58
Ndonga	 Noun-Genitive	Fivaz 1986: 85-86
Ndumu	 Noun-Genitive	Biton 1969: 583
Ndut	 Noun-Genitive	Morgan 1996: 42
Ndyuka	 No dominant order	Huttar and Huttar 1994: 202, 210, 398 
Nehan	 Noun-Genitive	Todd 1978: 1192
Nend	 No dominant order	Harris 1990: 132
Nenets	 Genitive-Noun	Salminen 1998: 543, passim
Nengone	 Noun-Genitive	Tryon 1967b: 55-56
Neo-Aramaic (Arbel Jewish)	 Noun-Genitive	Khan 1999: 225 
Nepali	 Genitive-Noun	Hari 1973: passim
Nevome	 Genitive-Noun	Shaul 1982: 47
Newar (Dolakha)	 Genitive-Noun	Genetti 1990: 80 
Newari (Kathmandu)	 Genitive-Noun	Malla 1985: 70-71, 85, passim
Neyo	 Genitive-Noun	Grah 1983: 119, 155, 156
Nez Perce	 Genitive-Noun	Aoki 1979: passim
Ngaanyatjarra	 Genitive-Noun	Douglas 1964: 72
Ngäbere	 Genitive-Noun	Alphonse 1956: 50
Ngad'a	 Noun-Genitive	Arndt 1933b: 7-8
Ngalakan	 No dominant order	Merlan 1983: passim
Ngalkbun	 Noun-Genitive	Capell 1962b: 104
Ngambay	 Noun-Genitive	Thayer 1978: 31
Ngandi	 No dominant order	Heath 1978: 43-44
Ngbaka (Minagende)	 Noun-Genitive	GrandEury 1991: 361
Ngbandi	 Noun-Genitive	Toronzoni 1989: 344, 349
Ngiti	 Genitive-Noun	Kutsch Lojenga 1994: 138, 152
Ngiyambaa	 Genitive-Noun	Donaldson 1980: 230, 236
Ngizim	 Noun-Genitive	Schuh 1972: 99
Ngoni	 Noun-Genitive	Ngonyani 2003: 74
Nguna	 Noun-Genitive	Schütz 1969a: 53
Nias	 Noun-Genitive	Brown 2001
Nicobarese (Car)	 Noun-Genitive	Braine 1970: 251
Nisenan	 Genitive-Noun	Eatough 1999: 31
Nisgha	 Noun-Genitive	Tarpent 1987: 192, 314, 481, 619
Niuean	 Noun-Genitive	Seiter 1980: 27, 34-35
Nivkh	 Genitive-Noun	Panfilov 1962: 128
Nkonya	 Genitive-Noun	Reineke 1972: 47
Nkore-Kiga	 Noun-Genitive	Taylor 1985: 100
Nocte	 Genitive-Noun	Das Gupta 1971: 7
Noni	 Noun-Genitive	Hyman 1981b: 19
Noon	 Noun-Genitive	Soukka 2000: 122
Norwegian	 No dominant order	Strandskogen and Strandskogen 1986: 65-66, 160-161; Olson 1901: 116
Nuaulu	 Genitive-Noun	Bolton 1990: 53-54, passim
Nubian (Dongolese)	 Genitive-Noun	Armbruster 1960: 319
Nubian (Kunuz)	 Genitive-Noun	Abdel-Hafiz 1988: 205
Nuer	 Noun-Genitive	Crazzolara 1933: 30
Nunggubuyu	 No dominant order	Heath 1984: passim
Nung (in Vietnam)	 Noun-Genitive	Saul and Wilson 1980: 14, 36
Nupe	 Noun-Genitive	Smith 1967a: 23-24
Nyamwezi	 Noun-Genitive	Maganga and Schadeberg 1992: 89-91, passim
Nyanga	 Noun-Genitive	Mateene 1980: 62; Mchombo 2004: 60-61 ; Price 1966: 59; Bentley and Kulemeka 2001: 14
Nyigina	 No dominant order	Stokes 1982: 43
Nyimang	 Genitive-Noun	Tucker and Bryan 1966: 251
Nyishi	 Genitive-Noun	Hamilton 1900: 52
Nzakara	 Noun-Genitive	Santandrea 1965b: 53; Tucker and Bryan 1966: 157
Obolo	 Noun-Genitive	Faraclas 1984: 17
Ocuilteco	 No dominant order	Muntzel 1986: 139
Ojibwa (Eastern)	 Genitive-Noun	Valentine 2001: 566 
Oksapmin	 Genitive-Noun	Lawrence 1972: passim
Olo	 No dominant order	Staley 1995: 43, 44, 47; Staley n.d.: ix 25, 91, passim
Omaha	 Genitive-Noun	Dorsey 1890: passim
Ömie	 Genitive-Noun	Austing and Upia 1975: 584
One	 No dominant order	
Oneida	 No dominant order	
Onge	 Genitive-Noun	Dasgupta and Sharma 1982: 15-16
O'odham	 No dominant order	Zepeda 1983: 75, 78, 81, 131-133; Saxton 1982: 183, 185, 187
Ordos	 Genitive-Noun	Georg 2003: 207
Orig	 Noun-Genitive	Schadeberg and Elias 1979: 46
Orok	 Genitive-Noun	Pilsudski 1987: passim
Orokaiva	 Genitive-Noun	Healey et al. 1969: 49-50
Oromo (Harar)	 Noun-Genitive	Owens 1985: 86
Oromo (Waata)	 Noun-Genitive	Heine 1981: 24, 37
Orya	 Genitive-Noun	Fields 1997: 260
Osage	 Genitive-Noun	Quintero 1997: 33
Ossetic	 Genitive-Noun	Abaev 1964: 124, 127, passim
Otomí (Mezquital)	 Noun-Genitive	Hess 1968: passim
Otoro	 Noun-Genitive	Stevenson 1957: 31
Owininga	 Genitive-Noun	Escott 2008: own work
Pa'a	 Noun-Genitive	Skinner 1979: 116
Paamese	 Noun-Genitive	Crowley 1982: 104-106
Páez	 Genitive-Noun	Slocum 1986: 17
Paiute (Northern)	 Genitive-Noun	Snapp et al. 1982: 36
Paiwan	 Noun-Genitive	Egli 1990: 178 
Palauan	 Noun-Genitive	Josephs 1975: 70
Palaung	 Noun-Genitive	Milne 1921: 9, 15
Palikur	 Genitive-Noun	Green and Green 1972: 26-27
Panará	 Genitive-Noun	Dourado 2001: 88
Pangasinan	 Noun-Genitive	Benton 1971a: passim
Panjabi	 Genitive-Noun	Gill and Gleason 1969: 45-46; Gill and Gleason 1963: 163, 165
Panyjima	 No dominant order	Dench 1991: 186
Pare	 Noun-Genitive	Kagaya 1989: 14
Päri	 Noun-Genitive	Simeoni 1978: passim
Pashto	 Genitive-Noun	Shafeev 1964: 17-18
Patep	 Genitive-Noun	Lauck 1976: passim
Pattani	 Genitive-Noun	Sharma 1982a: 169-171
Paulohi	 Genitive-Noun	Stresemann 1918: 53
Paumarí	 Genitive-Noun	Chapman and Derbyshire 1991: 257
Pawnee	 Genitive-Noun	Weltfish 1937: passim
Pero	 Noun-Genitive	Frajzyngier 1989: 149
Persian	 Noun-Genitive	Rastorgueva 1964: 21; Elwell-Sutton 1963: 41 
Piapoco	 Genitive-Noun	
Piaroa	 Genitive-Noun	Krute 1989: 82
Pilagá	 Noun-Genitive	Vidal 2001: 289
Pima Bajo	 Genitive-Noun	Estrada Fernández 1996: 9
Pipil	 Noun-Genitive	Campbell 1985: 117
Pirahã	 Genitive-Noun	Everett 1986: 272
Piro	 Genitive-Noun	Matteson 1965: 65
Pisa	 Genitive-Noun	Boelaars 1950: 68-69
Pitjantjatjara	 Genitive-Noun	Bowe 1990: 16, 39 
Pitta Pitta	 Genitive-Noun	Blake 1979c: 214
Podoko	 Noun-Genitive	Jarvis 1989: 65-66
Pohnpeian	 No dominant order	Rehg 1981: 165 
Poko-Rawo	 Genitive-Noun	
Pokot	 Noun-Genitive	Crazzolara 1978: 39; Tucker and Bryan 1966: 489
Polish	 Noun-Genitive	Bielec 1998: 110 
