Language	Value	Reference
Kayabí	 SOV	Dobson 1997: 93; Gomes 2007: 72
Kayah Li (Eastern)	 SVO	Solnit 1986: 254-255
Kayapó	 SOV	Thomson and Stout 1974a: 37
Kayardild	 No dominant order	Evans 1995: passim
Kele	 SVO	Ross 2002k: 142
Kemant	 SOV	Appleyard 1975: 344
Kenga	 SVO	Vandame 1968: 15, 56
Kera	 SVO	Ebert 1979: 206
Keresan (Santa Ana)	 No dominant order	Davis 1964: 129-130, 137; Davis 1960: 119-121, 135
Ket	 SOV	Werner 1997a: 332
Kete	 SVO	Kamba Muzenga 1980: passim
Kewa	 SOV	Franklin 1967: 35, 54-55; Franklin 1971: 71-72
Khalaj	 SOV	Doerfer 1988: 239
Khaling	 SOV	Toba 1984: 3
Khalkha	 SOV	Binnick 1979: 3
Kham	 SOV	Watters 1998: 434; Watters 1973: 60-62
Kham (Dege)	 SOV	Häsler 1999: 133
Kham (Tibetan) (Nangchen)	 SOV	Causemann 1989: 115
Khanty	 SOV	Filchenko 2007: 362
Kharia	 No dominant order
Khasi	 SVO	Rabel 1961: 123
Khmer	 SVO	Jacob 1968: 58; Gorgoniev 1966: 109; Ehrman 1970: 26
Khmu'	 SVO	Smalley 1961: passim 39, passim
Khowar	 SOV	Bashir 2000: passim
Khün	 SVO	Petsuk 1978: 67-69
Kikuyu	 SVO	Barlow 1960: passim
Kilivila	 No dominant order	Senft 1986: 110
Kiliwa	 SOV	Mixco 1971: 214, 218
Kiluba	 SVO	DeClercq 1929: 96
Kimaghama	 SOV	Boelaars 1950: 34
Kinga	 SVO	Wolff 1905: 101, 102
Kinnauri	 SOV	Sharma 1988: 190
Kinyarwanda	 SVO	Hurel 1959: 183
Kiowa	 SOV	Watkins 1984: 205-207
Kipea	 VOS	Rodrigues 1999b: 188
Kire	 SOV	Stanhope 1972: 60-61, passim
Kiribati	 VOS	Cowell 1951: 5; Groves et al. 1985: 108
Kirma	 SVO	Prost 1964b: passim
Kisi	 No dominant order	Childs 1995: 249
Kiwai (Southern)	 SOV	Ray 1933: 13
Klamath	 No dominant order	Gatschet 1890: passim
Klao	 SVO	Rickard 1970: passim
Klikitat	 VSO	Jacobs 1931: 270
Koasati	 SOV	Kimball 1991: 513
Kobon	 SOV	Davies 1981b: 47
Koegu	 SVO	Hieda 1998: 367
Koiali (Mountain)	 SOV	Garland and Garland 1975: 442
Koita	 SOV	Dutton 1975: 292
Kokborok	 SOV	Karapurkar 1976: 88
Kokota	 VSO	Palmer 2002: 513
Kolami	 SOV	Emeneau 1955: 115-116
Kombai	 SOV	de Vries 1989: 171
Kombio	 SVO	Yi 2008: 21
Komi-Zyrian	 SVO	Hausenberg 1998: 321
Komo	 SVO	Tucker and Bryan 1966: 367
Kongo	 SVO	Carrie 1890: 159, 162
Konni	 SVO	Cahill 1999: 9
Korana	 No dominant order	Meinhof 1930: passim 51-53, 60
Korean	 SOV	Sohn 1999: 293 ; Ramstedt 1968: 184
Koreguaje	 VSO	Cook and Criswell 1993: iii
Korku	 SOV	Drake 1903: 141; Nagaraja 1999: 96
Koromfe	 SVO	Rennison 1997: 150
Korowai	 SOV	van Enk and de Vries 1997: 9
Koryak	 SOV	Bogoras 1917: passim
Kosraean	 SVO	Lee 1975: 317-321
Koya	 SOV	Tyler 1969: 103-104
Koyraboro Senni	 SOV	Prost 1956: 57, 124; Heath 1999a: 8
Koyra Chiini	 SVO	Heath 1999b: 11
Krahô	 SOV	Shell 1952: 121
Krenak	 SOV	Seki 2004: 139
Kresh	 SVO	Santandrea 1976: 59; Tucker and Bryan 1966: 81
Krongo	 VSO	Reh 1983: 47; Reh 1985: 144
Kryz	 SOV	Authier 2004: 222
Kuikúro	 OVS	Franchetto 2002; Franchetto 2004
Kuku-Yalanji	 SOV	Patz 2002: 139
Kuman	 SOV	Trefry 1969: 20
Kumauni	 SOV	Apte and Pattanayak 1967: 59, 61
Kuna	 SOV	Gianelli 2001: §6.1
Kunama	 SOV	Tucker and Bryan 1966: 346; Böhm 1984: 91
Kunimaipa	 SOV	Geary 1977: 77
Kuot	 VSO	Chung and Chung 1996: 1-2, 4
Kurdish (Central)	 SOV	Abdulla and McCarus 1967: 182, 245; Blau 1980: 42
Kusunda	 SOV	Reinhard and Toba 1970: 16
Kutenai	 No dominant order
Kuuk Thaayorre	 SOV	Hall 1972: 60
Kuvi	 SOV	Israel 1979: 252-253
Kwaio	 SVO	Keesing 1985: 164
Kwakw'ala	 No dominant order	Boas and Hunt 1905: passim
Kwangali	 SVO	Dammann 1957: 109
Kwaza	 No dominant order	van der Voort 2004: 101
Kwoma	 SOV	Kooyers 1974: 36
Kwomtari	 SOV	Spencer 2008: 124, 147
Kxoe	 OSV	Köhler 1981: 539
Kyaka	 SOV	Draper and Draper 2002: 6
Kyuquot	 VSO	Rose 1981: ii
Laal	 SVO	Boyeldieu 1982: passim
Labu	 SVO	Siegel 1984: 109
Lacandón	 No dominant order	Bruce 1968: passim
Ladakhi	 SOV	Koshal 1979: passim
Lagwan	 SVO	Lukas 1936: 22
Lahu	 SOV	Matisoff 1973: 40, 191
Lai	 SOV	Hay-Neave 1953: passim
Lakhota	 SOV	Buechel 1939: 216; Boas and Deloria 1941: 3, 154; Rood and Taylor 1996: 450, 453
Lalo	 SOV	Björverud 1998: 158
Lamaholot	 SVO	Nishiyama and Kelen 2007: 61
Lamang	 VSO	Wolff 1983: 189-190, 228-229
Lamani	 SOV	Trail 1970: 38-39
Lamba	 No dominant order	Doke 1922: 143
Lamen	 SVO	Early 2002b: 678
Lampung	 SVO	Walker 1976: 8, 12
Langi	 SVO	Seidel 1898: 391
Lango	 SVO	Noonan 1992: 119
Lao	 SVO	Yates and Sayisthsena 1970: 5, 47, 64, 3, passim
Latvian	 SVO	Bielenstein 1863: 413
Lavukaleve	 SOV	Terrill 1999: 204, 9.2
Lebeo	 SVO	Gérard 1924: 125
Lega	 SVO	Botne 2003: 445
Leggbó	 SVO
Leko	 No dominant order	van de Kerke 2002: passim
Lele	 SVO	Frajzyngier 2001: 109
Lelemi	 SVO	Höftmann 1971: 50
Lenakel	 SVO	Lynch 1978: 90
Lendu	 No dominant order	Tucker 1967: 402; Tucker and Bryan 1966: 46, 55
Lepcha	 SOV	Mainwaring 1876: 119
Lese	 No dominant order	Vorbichler 1965: 155
Leti	 SVO	van Engelenhoven 1995: 190
Lewo	 SVO	Early 1994a: 297
Lezgian	 SOV	Gadzhiev 1963: 12; Haspelmath 1993: 5, 298
Lillooet	 VSO	van Eijk 1997: 228
Limilngan	 No dominant order	Harvey 2001: passim
Linda	 SVO	Cloarec-Heiss 1986: 451-425
Lingala	 SVO	Meeuwis 1998: 39
Lisu	 SOV	Bradley 2003: 226
Lithuanian	 SVO	Dambriunas et al. 1966: 78
Logoti	 No dominant order	Tucker 1967: 189-190
Lokono	 SVO	Pet 1987: 1
Londo	 SVO	Kuperus 1985: passim
Longgu	 VOS	Hill 2002: 554
Loniu	 SVO	Hamel 1985: 6, 210
Lotha	 SOV	Acharya 1983: 151
Lou	 SVO	Stutzman 1997: 7, 14
Lucazi	 SVO	Fleisch 2001: 200
Lugbara	 No dominant order	Crazzolara 1960: 20, 74-75, 83; Barr 1965: 20
Luiseño	 No dominant order	Kroeber and Grace 1960: 172; Akmajian et al. 1979: passim; Malécot 1963a: 208; Munro 1976a: passim
Lunda	 SVO	Kawasha 2003: 248
Luo	 SVO	Omondi 1982: 45, 118-119
Lusi	 SVO	Counts 1969: 138
Luvale	 SVO	Horton 1949: 21
Ma	 SVO	Tucker and Bryan 1966: 131
Ma'anyan	 SVO	Gudai 1988: 146
Maasai	 VSO	Tucker and Mpaayei 1955: 7
Maba	 SOV	Tucker and Bryan 1966: 204; Lukas 1933: 34; Trenga 1947: 129, 131
Macedonian	 SVO	Friedman 1993: 285
Macushi	 No dominant order	Williams 1932: 68, 125; Carson 1982: passim; Abbott 1991: 24-26
Mada (in Cameroon)	 SVO	Barreteau and Brunet 2000: passim
Ma'di	 No dominant order	Tucker 1967: 186-187; Tucker and Bryan 1966: 46-47; Blackings and Fabb 2003
Madimadi	 No dominant order	Hercus 1986a: passim
Mae	 SVO	Capell 1962a: 6, 46
Magahi	 SOV	Verma 2003b: 312
Magar	 SOV	Shepherd and Shepherd 1973: passim
Magi	 SOV	Thomson 1975a: 609
Maidu (Northeast)	 SOV	Shipley 1964: 62-63
Maipure	 SVO	Zamponi 2003a: 48
Mairasi	 SOV	Peckham 1982: 75
Maisin	 SOV	Ross 1984: passim 59
Majang	 VSO	Unseth 1989: 97, 108
Makaa	 SVO	Heath 2003: 346
Makah	 VSO
Makasae	 SOV	Huber 2008: 3
Maklew	 SOV	Boelaars 1950: 20
Makonde	 SVO	Harries 1940: passim
Makua	 SVO	Woodward 1926: passim
Malagasy	 VOS	Bennett 1986: 24-25; Domenichini-Ramiaramanana 1977: 63
Malayalam	 SOV	Asher and Kumari 1997: 109
Maleu	 SVO	Haywood 1996: 175
Malgwa	 SVO	Löhr 2002: 245, 248
Malto	 SOV	Steever 1998c: 383
Mam	 VSO	England 1983: 193
Mamanwa	 VSO	Miller and Miller 1976: 70-71
Mambila	 SVO	Meyer 1940: 41, 45, 49, 50
Mamvu	 SVO	Vorbichler 1971: 320-326; Tucker and Bryan 1966: 46-50, 55
Manadonese	 SVO	Wantalangi 1993: 60, 96ff
Manam	 SOV	Lichtenberk 1983: 101
Manchu	 SOV	Haenisch 1961: 65
Mandan	 SOV	Kennard 1936: 32, passim
Mandarin	 SVO	Li and Thompson 1981: 26
Mandinka (Gambian)	 SOV	Rowlands 1959: 3-4
Manem	 SOV	Voorhoeve 1975: 416
Mangap-Mbula	 SVO	Bugenhagen 1995: 15
Mangarrayi	 OVS	Merlan 1982: passim
Mangbetu	 SVO	Tucker and Bryan 1966: 46, 49
Manggarai	 SVO	Semiun 1993: 2, 43
Mangghuer	 SOV	Slater 2003: 112
Maninka (Western)	 SOV	Delafosse 1929: 265
Mankon	 SVO	Leroy 2003: 398
Mano	 SOV	Becker-Donner 1965: passim
Manobo (Western Bukidnon)	 VSO	Elkins 1970: 17, 19, 20
Mansi	 SOV	Murphy 1968: 134; Honti 1988: 164-165
Maori	 VSO	Bauer 1993: 89
Mapudungun	 SVO	Augusta 1903: 324
Mara	 No dominant order	Heath 1981: passim
Maranungku	 SOV	Tryon 1970b: 17, 47
Marathi	 SOV
Marchha	 SOV	Sharma 1989c: passim
Margany	 SOV	Breen 1981a: 335
Margi	 SVO	Hoffmann 1963: 46, 273
Maricopa	 SOV	Gordon 1986: 15, 74
Marind	 SOV	Boelaars 1950: 3
Maringarr	 SOV	Tryon 1974: 136
Marquesan	 VSO	Lynch 2002a: 874
Marrithiyel	 SOV	Tryon 1974: 89
Martuthunira	 SVO	Dench 1995: 238
Maru	 SOV	Clerk 1911: 8; Abbey 1899: 11
Masa	 SVO	Caitucoli 1986: 44
Masakin	 No dominant order	Tucker and Bryan 1966: 287
Masalit	 SOV	Edgar 1989: 74
Massachusett	 No dominant order	Goddard and Bragdon 1988: 586
Matis	 SOV	Ferreira 2001: 114
Matngele	 SOV	Tryon 1974: 53
Matsés	 SOV	Fleck 2003: 814
Matuumbi	 SVO	Odden 1996: 73
Mauka	 SOV	Ebermann 1986a: 96, 161, 165, 183
Maung	 SVO	Capell and Hinch 1970: 93
Maxakalí	 SOV	Popovich and Popovich 2005: iv
Maybrat	 SVO	Dol 1999: 159
Mayogo	 SVO	Sawka 2001: 44
Mazatec (Huautla)	 No dominant order	Pike 1967: 319
Mba	 SVO	Tucker and Bryan 1966: 131
Mbalanhu	 SVO	Fourie 1993: 34
Mbara	 SVO	Tourneux et al. 1986: passim
Mbay	 SVO	Fortier 1971: 6, 61
Mbere	 SVO	Adam 1954: 113, 115
Mbili	 SVO	Ayuninjam 1998: 323
Mbodomo	 SVO	Boyd 1997: 80
Mbosi	 SVO	Amboulou 1998: 312
Mbum	 SVO	Hagège 1970: 287-288, 294
Me'en	 SVO	Will 1989: 143
Mehri	 No dominant order	Simeone-Senelle 1997: 411
Mekens	 SOV	Galucio 2001: 117
Mende	 SOV	Aginsky 1935: 99
Menomini	 No dominant order	Bloomfield 1962: 442
Menya	 SOV
Meryam Mir	 SOV	Piper 1989: 183
Meyah	 SVO	Gravelle 2004: 203
Mian	 SOV	Fedden 2007: 311
Mien	 SVO	Mao and Tsu-yao 1972: 250-251
Miju	 SOV	Das Gupta 1977: 8
Mikasuki	 SOV	Boynton 1982: 162-163
Mikir	 SOV	Grüssner 1978: 136, 139; Jeyapaul 1987: 145
Mina	 SVO	Frajzyngier and Johnston 2005: 92, 349
Minangkabau	 No dominant order	Moussay 1981: 63
Minaveha	 SOV	Lovell 1994: 98
Mising	 SOV	Prasad 1991: 123
Miskito	 SOV	Anonymous 1985: 216, 217; Adam 1891: 25
Miwok (Southern Sierra)	 No dominant order	Freeland 1951: passim
Mixe (Ayutla)	 No dominant order
Mixtec (Chalcatongo)	 VSO	Macaulay 1996: 14, 101
Mixtec (Jicaltepec)	 VSO	Bradley 1970: 65-66, 68
Mixtec (Ocotepec)	 VSO	Alexander 1988: 161
Mixtec (Peñoles)	 VSO	Daly 1973: 9, 36, 39ff., 61-62, passim
Mixtec (Yosondúa)	 VSO	Farris 1992: 10
Miya	 No dominant order	Schuh 1998: 281, 291
Mizo	 SOV	Chhangte 1989: 145, 149
Mlabri (Minor)	 SVO	Rischel 1995: 171
Mocoví	 SVO	Grondona 1998: 150
Mofu-Gudur	 SVO	Barreteau 1988: 35
Moghol	 SOV	Weiers 2003: 261
Mohawk	 No dominant order
Mokilese	 SVO	Harrison and Albert 1976: 299
Mombum	 SOV	Boelaars 1950: 30, 124
Momu	 SOV	Blake 2007: 11
Momuna	 SOV	Reimer 1986: 185
Mon	 SVO	Bauer 1982a: 479
Mondunga	 SVO	De Boeck 1952: 54
Mongo	 SVO	Hulstaert 1966: 436
Mongol (Khamnigan)	 SOV	Janhunen 2003: 97
Moni	 SOV	Boelaars 1950: 107
Mono-Alu	 No dominant order	Fagan 1986: 84, passim
Mono (in United States)	 SOV	Norris 1986: 23
Mooré	 SVO	Lehr et al. 1966: 108, passim
Mor	 SVO	Laycock 1978: 299
Moraori	 SOV	Boelaars 1950: 45
Mordvin (Erzya)	 SVO	Zaicz 1998: 206
Moro	 SVO	Black and Black 1971: 10, 18, 17, 26
Moru	 No dominant order	Tucker and Bryan 1966: 46; Tucker 1967: 181-183; Andersen 1984
Mosetén	 SVO	Sakel 2002: 295
Motu	 SOV	Lawes 1888: 15, passim
Movima	 No dominant order	Haude 2006: 258ff
Mpur	 SVO	Odé 2002: 54
Mufian	 SVO	Alungum et al. 1978: 110
Muisca	 SOV	Adelaar 2004: 89
Mumuye	 SVO	Shimizu 1983: 102, passim
Muna	 SVO	van den Berg 1989b: 162
Mundang	 SVO	Elders 2000: 390
Mundari	 SOV	Sinha 1975: 127, 130; Osada 1992: 46, 151
Mundurukú	 SOV	Crofts 1973: 54ff
Mungaka	 SVO	Tischhauser 1992: passim
Mupun	 SVO	Frajzyngier 1993: 178
Murle	 VSO	Lyth 1971: 47
Murrinh-Patha	 SOV	Walsh 1976: 277; Street 1980: passim
Mursi	 SVO	Turton and Bender 1976: 554
Muruwari	 No dominant order	Oates 1988: 219
Musgu	 SVO	Tourneaux 1978: 173; Meyer-Bahlburg 1972: 170, 194-195
Musom	 SVO	Holzknecht 1997b: 96
Musqueam	 VSO	Suttles 2004: 49
Mussau	 SVO	Ross 2002b: 163
Mutsun	 SVO	Okrand 1977: 335
Mwera	 SVO	Harries 1950: 18
Mwotlap	 SVO	Crowley 2002d: 596
Nabak	 SOV	Fabian et al. 1998: 79
Nadëb	 OSV	Weir 1994: 292; Weir 1984: 271
Nadroga	 No dominant order	Geraghty 2002: 844
Naga (Mao)	 SOV	Giridhar 1994: 451
Naga (Tangkhul)	 SOV	Pettigrew 1918: 64-65; Arokianathan 1987: 143
Nagatman	 SOV	Campbell and Campbell 1987: 70
Nahuatl (Huasteca)	 VSO	Beller and Beller 1979: 206
Nahuatl (Michoacán)	 SVO	Sischo 1979: 313
Nahuatl (North Puebla)	 SVO	Brockway 1979: 146
Nahuatl (Tetelcingo)	 SVO	Tuggy 1979: 9
Nakanai	 SVO	Johnston 1980: 27-29, 54
Nalik	 SVO	Volker 1998: 183
Nama	 SOV	Hagman 1977: 54, 61-62, 75-76, 114
Nambikuára (Southern)	 SOV	Lowe 1999: 284
Namia	 SOV	Feldpausch and Feldpausch 1992: 9, 58
Nancowry	 No dominant order	Radhakrishnan 1970: passim 77, 83-84
Nandi	 VSO	Hollis 1909: passim; Creider and Creider 1989: 123-124
Nankina	 SOV	Spaulding and Spaulding 1994: 30
Nara (in Ethiopia)	 SOV	Tucker and Bryan 1966: 334; Thompson 1976a: 492
Nasioi	 SOV	Hurd and Hurd 1966: passim
Natchez	 SOV	Swanton 1991: 110-112
Nauruan	 No dominant order	Kayser 1993: 199-201
Navajo	 SOV	Young and Morgan 1987: 205
Ncàm	 SVO	Cox 1998: 255, passim
Ndebele	 SVO	Bowern and Lotridge 2002: 58; Ziervogel 1959: 130
Ndjébbana	 No dominant order	McKay 2000: 284
Ndonga	 SVO	Viljoen and Amakali 1978: 22-23, 139; Fivaz 1986: 142
Ndumu	 SVO	Biton 1969: 625
Ndut	 SVO	Morgan 1996: 24
Ndyuka	 SVO	Huttar and Huttar 1994: 165, 374-375
Nehan	 SVO	Todd 1978: 1202
Nend	 SOV	Harris 1990: 140
Nenets	 SOV	Hajdú 1963: 69; Tereshchenko 1966a: 392
Nengone	 SVO	Tryon 1967b: 51
Neo-Aramaic (Arbel Jewish)	 SOV	Khan 1999: 334, 342, 345, 346
Nepali	 SOV	Bandhu 1973: 5
Nevome	 SOV	Shaul 1982: 10-11, passim 139
Newar (Dolakha)	 SOV	Genetti 1990: 201
Newari (Kathmandu)	 SOV	Malla 1985: 86, 103
Neyo	 No dominant order	Grah 1983: 111, 114-116, 118, 251-252, 258, 262-265
Nez Perce	 No dominant order	Aoki 1970: passim
Ngaanyatjarra	 SOV	Douglas 1964: 30, 112, passim
Ngäbere	 SOV	Alphonse 1956: 51
Ngad'a	 SVO	Arndt 1933b: 50
Ngalakan	 No dominant order	Merlan 1983: passim
Ngalkbun	 SOV	Capell 1962b: 124
Ngambay	 SVO	Thayer 1978: 45, passim; Vandame 1963: 111
Nganasan	 SOV	Helimski 1998a: 511
Ngan'gityemerri	 No dominant order	Reid 1990: passim
Ngankikurungkurr	 No dominant order	Hoddinott and Kofod 1988: 204
Ngawun	 SVO	Breen 1981b: 64
Ngbaka (Ma'bo)	 SVO	GrandEury 1991: 245, 391; Thomas 1963: 221
Ngbaka (Minagende)	 SVO	GrandEury 1991: 245, 391
Ngbandi	 SVO	Toronzoni 1989: 494, 503
Ngiti	 No dominant order	Kutsch Lojenga 1994: 232, 269, 274
Ngizim	 SVO	Schuh 1972: 36, 230-231
Ngombe	 SVO	Motingea 1988: passim
Ngoni	 SVO	Ngonyani 2003: 77, 79
Nguna	 SVO	Schütz 1969b: passim
Nhanda	 No dominant order	Blevins 2001: 124
Nias	 VOS	Brown 2001
Nicobarese (Car)	 VOS	Braine 1970: 236, 237, 245, passim
Nisgha	 VSO	Tarpent 1987: 26, 190, passim
Niuafo'ou	 VSO	Early 2002: 858
Niuean	 VSO	Seiter 1980: 1, 58
Nivkh	 SOV	Panfilov 1962: 126, 214; Comrie 1980: 269
Nkem	 SVO	Sibomana 1986: 271
Nkonya	 SVO	Reineke 1972: 48-61
Nkore-Kiga	 SVO	Taylor 1985: 45
Nocte	 SOV	Das Gupta 1971: 5-6
Noghay	 SOV	Csató and Karakoc 1998: 341
Noni	 SVO	Hyman 1981b: 76
Noon	 SVO	Soukka 2000: 28, 253
Norwegian	 SVO	Olson 1901: 113, passim
Nsenga	 SVO	Ranger 1928: passim
Ntomba	 SVO	Gilliard 1928: passim
Nuaulu	 SVO	Bolton 1990: 95
Nubian (Dongolese)	 SOV	Armbruster 1960: 318
Nubian (Kunuz)	 SOV	Abdel-Hafiz 1988: 201; Hofmann 1983: 168, 170
Nuer	 No dominant order	Crazzolara 1933: 30, 107-108, 132-133, 144
Nunggubuyu	 No dominant order	Heath 1984: 507-513
Nung (in Vietnam)	 SVO	Saul and Wilson 1980: 65
Nupe	 SVO	Smith 1967a: passim
Nusu	 SOV	Sun and Liu 1986: 82, 95, 96
Nuuchahnulth	 No dominant order	Davidson 2002
Nyamkad	 SOV	Sharma 1992: 191
Nyamwezi	 No dominant order	Maganga and Schadeberg 1992: passim
Nyanga	 SVO	Price 1966: passim; Mateene 1980: 61; Mchombo 2004: 19
Nyigina	 No dominant order	Stokes 1982: passim
Nyimang	 SOV	Tucker and Bryan 1966: 251
Nzakara	 SVO	Tucker and Bryan 1966: 156
Obolo	 SVO	Faraclas 1984: 120, passim
Ocuilteco	 SVO	Muntzel 1986: 136-137
Ogbronuagum	 SVO	Kari 2000: 42, 46
Oirat	 SOV	Birtalan 2003: 226
Ojibwa (Eastern)	 No dominant order	Valentine 2001: 936
Oksapmin	 SOV	Lawrence 1972: 23, passim
Olo	 SVO	Staley 1995: 16; Staley n.d.: viii
Omaha	 SOV	Dorsey 1890: passim
One	 SVO
Oneida	 No dominant order
Onge	 SOV	Dasgupta and Sharma 1982: 40
O'odham	 No dominant order	Zepeda 1983: 31, 130; Saxton 1982: 108; Payne 1987: 794
Ordos	 SOV	Georg 2003: 207
Orig	 SOV	Schadeberg and Elias 1979: 59
Oriya	 SOV	Ray 2003: 465
Orokaiva	 SOV	Healey et al. 1969: 52
Oromo (Harar)	 SOV	Owens 1985: 129
Oromo (Waata)	 SOV	Heine 1981: 23
Orya	 SOV	Fields 1997: 239
Osage	 SOV	Quintero 1997: 33
Ossetic	 SOV	Abaev 1964: 127
Otomí (Mezquital)	 VOS	Hess 1968: 79, 84-85
Otoro	 SVO	Stevenson 1957: 31
Owininga	 SOV	Escott 2008: 5
Pa'a	 SVO	Skinner 1979: 47, 71
Paakantyi	 SVO	Hercus 1982: 236
Paamese	 SVO	Crowley 1982: 176-177
Páez	 SOV	Slocum 1986: 121
Paiute (Northern)	 SOV	Snapp et al. 1982: 10
Paiwan	 No dominant order	Egli 1990: 290
Palauan	 SVO	Josephs 1975: 38, 277
Palaung	 SVO	Milne 1921: 9
Palikur	 SVO	Green and Green 1972: 4, 6
Pame	 SVO	Manrique 1967: 346
Panará	 No dominant order	Dourado 2001: 86
Pangasinan	 VSO	Benton 1971a: 171, 189-191
Pangwa	 SVO	Stirnimann 1983: 190, 209
Panjabi	 SOV	Gill and Gleason 1963: 240-241, 285-286, 293; Gill and Gleason 1969: 105, 139
Panyjima	 No dominant order	Dench 1991: 181
Pare	 SVO	Kagaya 1989: 25
Päri	 OVS	Simeoni 1978: 49, 118-119; Andersen 1988: 292
Pashto	 SOV	Shafeev 1964: 55
Passamaquoddy-Maliseet	 No dominant order
Patep	 SVO	Lauck 1976: passim
Pattani	 SOV	Sharma 2000: passim; Sharma 1982a: 183
Patwin	 No dominant order	Whistler 1977: passim
Paulohi	 SVO	Stresemann 1918: 53
Paumarí	 SVO	Chapman and Derbyshire 1991: 164-166
Pawaian	 SOV	Trefry 1969: 20
Pero	 SVO	Frajzyngier 1989: passim
Persian	 SOV	Lazard 1957a: 207-208; Elwell-Sutton 1941: 12; Lambton 1967: 5; Rastorgueva 1964: 49, 22
Pilagá	 SVO	Vidal 2001: 302
Pima Bajo	 SOV	Estrada Fernández 1996: 7, 16
Pipil	 No dominant order	Campbell 1985: passim
Pirahã	 SOV	Everett 1986: 201-203
Piro	 SOV	Matteson 1965: 38
Pisa	 SOV	Boelaars 1950: 124, 70
Pitta Pitta	 No dominant order	Blake 1979c: 213
Podoko	 VSO	Jarvis 1989: 104
Pogoro	 SVO	Hendle 1907: passim
Pohnpeian	 SVO	Rehg 1981: 279-281, 302
Poko-Rawo	 No dominant order
Pokot	 VSO	Baroja 1989: 257; Tucker and Bryan 1966: 488; Crazzolara 1978: 37
Polish	 SVO	Brooks 1975: 393; Siewierska 1993: 235
Pomo (Eastern)	 SOV	McLendon 1975: 181
Pomo (Southeastern)	 SOV	Moshinsky 1974: 107, 119, 123
Popoluca (Sierra)	 SVO	Elson 1967: 276
Port Sandwich	 SVO	Crowley 2002e: 657
Portuguese	 SVO	Parkinson 1988: 156
Prasuni	 SOV	Morgenstierne 1949: 245
Puluwat	 SVO	Elbert 1974: 116-117
Pumi	 SOV	Lu 1983: 72
Pungupungu	 SOV	Tryon 1974: 203
Purépecha	 SVO	Foster 1969: 178; Friedrich 1984: 61-62
Purki	 SOV	Rangan 1979: 129, 130
Qafar	 SOV	Bliese 1981: 6, 102
Quechua (Huallaga)	 SOV	Weber 1989: 16
Quechua (Imbabura)	 SOV	Cole 1982: 71
Quileute	 VSO	Andrade 1933: 278
Raga	 SVO	Crowley 2002c: 634
Ralte	 SOV	Grierson 1904: 78
Rama	 SOV	Grinevald 1988: 33, 85, 114
Rang Pas	 SOV	Zoller 1983: 107
Rao	 SOV	Stanhope 1980: 11
Rapanui	 VSO	Chapin 1978: 143, passim
Rashad	 SOV	Tucker and Bryan 1966: 298
Rawa	 SOV	Toland and Toland 1991: 127
Rawang	 SOV	Barnard 1934: passim
Rembarnga	 SOV	McKay 1975: 256
Resígaro	 SOV	Allin 1976: 318
Retuarã	 SOV	Strom 1992: 111
rGyalrong (Caodeng)	 SOV	Sun 2003: 498
Riantana	 SOV	Voorhoeve 1975: 366
Rikbaktsa	 SOV	Boswood 1978a: 29, passim
Rimi	 SVO	Olson 1964: passim
Ritharngu	 No dominant order	Heath 1980a: passim
Romanian	 SVO	Mallinson 1986: 91, 91-92, 207
Romani (Welsh)	 No dominant order	Sampson 1926: 226
Romansch (Sursilvan)	 SVO	Haiman 1988: 369
Ron	 SVO	Seibert 1998: 96-98
Ronga	 SVO	Junod 1896: 74
Rotuman	 SVO	Churchward 1940: 110-111
Roviana	 VSO	Corston-Oliver 2002: 488
Rukai (Tanan)	 No dominant order	Zeitoun 2007: 334
Rumu	 SOV	Petterson 1999: 16, passim
Runga	 SOV	Nougayrol 1989: 33
Runyankore	 SVO	Morris and Kirwan 1972: 166
Runyoro-Rutooro	 SVO	Rubongoya 1999: 98-99
Russian	 SVO	Bivon 1971: 42
Rutul	 SOV	Alekseev 1994b: passim
Saami (Northern)	 SVO	Bartens 1989: 62
Sahu	 SVO	Visser and Voorhoeve 1987: 55
Sakao	 SVO	Guy 1974a: 72-73
Saliba (in Papua New Guinea)	 SOV	Mosel 1994a: 3
Salinan	 SVO	Mason 1918: passim; Dryer 1989
Salt-Yui	 SOV	Irwin 1974: 52
Samba Leko	 SVO	Fabre 2003: passim
Samo	 SOV	Voorhoeve 1975: 392
Samoan	 No dominant order	Mosel and Hovdhaugen 1992: 448
Sandawe	 SOV	Eaton 2008: 107
Sango	 SVO	Samarin 1967b: 196
Sangu	 SVO	Idiata 1998: 63
Santa	 SOV	Kim 2003: 361
Santali	 SOV	Neukom 2001: 174
Sanuma	 SOV	Borgman 1990: 120, 19
Sapuan	 SVO	Jacq and Sidwell 1999: 16
Sarcee	 SOV	Cook 1984: 31, 33
Sardinian	 SVO	Jones 1988: 334
Sare	 SOV	Sumbuk 1999
Savi	 SOV	Buddruss 1967: 61-62
Savosavo	 SOV	Wegener 2008: 205
Sebei	 VSO	O'Brien and Cuypers 1975: 28, passim
Sedang	 SVO	Smith 1979: 114
Seediq	 VOS	Holmer 1996: 57; Pecoraro 1977: 52
Selknam	 OVS	Najlis 1973: 2, 8
Selkup	 SOV	Helimski 1998b: 576
Seme	 SOV	Prost 1964d: 362
Semelai	 No dominant order	Kruspe 1999: 404, 411
Seminole	 SOV	Nathan 1977: 135
