Language	Value	Reference
Mbay	 Noun-Relative clause (NRel) dominant	Fortier 1971: 16, 20-21
Mbodomo	 Noun-Relative clause (NRel) dominant	Boyd 1997: 80
Mbum	 Noun-Relative clause (NRel) dominant	Hagège 1970: passim
Me'en	 Noun-Relative clause (NRel) dominant	Will 1989: 136, 138
Mehri	 Noun-Relative clause (NRel) dominant	Simeone-Senelle 1997: 417
Menomini	 Noun-Relative clause (NRel) dominant	Bloomfield 1962: 467
Meyah	 Noun-Relative clause (NRel) dominant	Gravelle 2004: 167
Mina	 Noun-Relative clause (NRel) dominant	Frajzyngier and Johnston 2005: 436
Minangkabau	 Noun-Relative clause (NRel) dominant	Moussay 1981: 147, 149
Mixe (Coatlán)	 Noun-Relative clause (NRel) dominant	Van Haitsma and Van Haitsma 1976: 73
Mixtec (Chalcatongo)	 Noun-Relative clause (NRel) dominant	Macaulay 1996: 157
Mixtec (Ocotepec)	 Noun-Relative clause (NRel) dominant	Alexander 1988: 214-217
Mixtec (Peñoles)	 Noun-Relative clause (NRel) dominant	Daly 1973: 11, 50, passim
Mixtec (Yosondúa)	 Noun-Relative clause (NRel) dominant	Farris 1992: 75
Miya	 Noun-Relative clause (NRel) dominant	Schuh 1998: 264-270
Mocoví	 Noun-Relative clause (NRel) dominant	Grondona 1998: 166
Mofu-Gudur	 Noun-Relative clause (NRel) dominant	Barreteau 1988: 67
Mokilese	 Noun-Relative clause (NRel) dominant	Harrison and Albert 1976: 256
Mondunga	 Noun-Relative clause (NRel) dominant	De Boeck 1952: 57
Mongo	 Noun-Relative clause (NRel) dominant	Hulstaert 1966: 140, 145
Mono-Alu	 Noun-Relative clause (NRel) dominant	Fagan 1986: 59-61
Mono (in United States)	 Noun-Relative clause (NRel) dominant	Norris 1986: 165
Moro	 Noun-Relative clause (NRel) dominant	Black and Black 1971: 81
Moru	 Noun-Relative clause (NRel) dominant	Tucker 1967: 262-263, 282; Tucker and Bryan 1966: 45
Mosetén	 Noun-Relative clause (NRel) dominant	Sakel 2002: 83 
Motuna	 Noun-Relative clause (NRel) dominant	Onishi 1994: 223, 522
Mpur	 Noun-Relative clause (NRel) dominant	Odé 2002: 64
Mufian	 Noun-Relative clause (NRel) dominant	Alungum et al. 1978: 109
Mumuye	 Noun-Relative clause (NRel) dominant	Shimizu 1983: 95
Muna	 Noun-Relative clause (NRel) dominant	van den Berg 1989b: 120, 133, 136, 231ff
Mundang	 Noun-Relative clause (NRel) dominant	Elders 2000: 523-527
Mundani	 Noun-Relative clause (NRel) dominant	Parker 1989: 173-174
Mupun	 Noun-Relative clause (NRel) dominant	Frajzyngier 1993: 135, 197
Murle	 Noun-Relative clause (NRel) dominant	Lyth 1971: 7, 8, 9, 12
Murrinh-Patha	 NRel or internally-headed	Walsh 1976: 287
Mursi	 Noun-Relative clause (NRel) dominant	Turton and Bender 1976: 555
Musgu	 Noun-Relative clause (NRel) dominant	Tourneaux 1978: 269; Meyer-Bahlburg 1972: 236-238
Musom	 Noun-Relative clause (NRel) dominant	Holzknecht 1997b: 101-102
Mussau	 Noun-Relative clause (NRel) dominant	Ross 2002b: 159
Mutsun	 Noun-Relative clause (NRel) dominant	Okrand 1977: 310
Mwotlap	 Noun-Relative clause (NRel) dominant	Crowley 2002d: 593
Nadroga	 Noun-Relative clause (NRel) dominant	Geraghty 2002: 840
Nahuatl (Huasteca)	 Noun-Relative clause (NRel) dominant	Beller and Beller 1979: 292
Nahuatl (Michoacán)	 Noun-Relative clause (NRel) dominant	Sischo 1979: passim
Nahuatl (North Puebla)	 NRel or RelN	Brockway 1979: 182
Nahuatl (Tetelcingo)	 Noun-Relative clause (NRel) dominant	Tuggy 1979: 122
Nai	 Noun-Relative clause (NRel) dominant	Hamlin 1998: 51
Nalik	 Noun-Relative clause (NRel) dominant	Volker 1998: 109
Namia	 NRel or RelN	Feldpausch and Feldpausch 1992: 61
Nandi	 Noun-Relative clause (NRel) dominant	Hollis 1909: 187-188; Creider and Creider 1989: 133-137
Nanerge	 Noun-Relative clause (NRel) dominant	Ouedraogo 1984: 556
Nara (in Ethiopia)	 Noun-Relative clause (NRel) dominant	Thompson 1976a: 493
Natchez	 Noun-Relative clause (NRel) dominant	Swanton 1991: 109-110
Ncàm	 Noun-Relative clause (NRel) dominant	Cox 1998: 314
Ndonga	 Noun-Relative clause (NRel) dominant	Viljoen and Amakali 1978: 81, 128
Ndut	 Noun-Relative clause (NRel) dominant	Morgan 1996: 128
Ndyuka	 Noun-Relative clause (NRel) dominant	Huttar and Huttar 1994: 90, 200 
Nehan	 Noun-Relative clause (NRel) dominant	Todd 1978: 1208
Neo-Aramaic (Arbel Jewish)	 Noun-Relative clause (NRel) dominant	Khan 1999: 386 
Neyo	 Noun-Relative clause (NRel) dominant	Grah 1983: 206
Nez Perce	 Noun-Relative clause (NRel) dominant	Aoki 1979: passim
Ngalakan	 Noun-Relative clause (NRel) dominant	Merlan 1983: 138
Ngambay	 Noun-Relative clause (NRel) dominant	Thayer 1978: 19-23
Ngizim	 Noun-Relative clause (NRel) dominant	Schuh 1972: 119, 120-121, 124-128
Ngoni	 Noun-Relative clause (NRel) dominant	Ngonyani 2003: 74
Nias	 Noun-Relative clause (NRel) dominant	Brown 2001
Niuafo'ou	 Noun-Relative clause (NRel) dominant	Early 2002: 855
Niuean	 Noun-Relative clause (NRel) dominant	Seiter 1980: 90ff
Nkonya	 Noun-Relative clause (NRel) dominant	Painter 1970: 456-457
Nkore-Kiga	 Noun-Relative clause (NRel) dominant	Taylor 1985: 23
Noni	 Noun-Relative clause (NRel) dominant	Hyman 1981b: 91-93
Noon	 Noun-Relative clause (NRel) dominant	Soukka 2000: 132, 133
Norwegian	 Noun-Relative clause (NRel) dominant	Olson 1901: 40-41
Nuaulu	 Noun-Relative clause (NRel) dominant	Bolton 1990: 71, 77, 165
Nubian (Dongolese)	 Noun-Relative clause (NRel) dominant	Armbruster 1960: 328, 330, 427-428
Nubian (Kunuz)	 Noun-Relative clause (NRel) dominant	Abdel-Hafiz 1988: 205, 207, 211
Nuer	 Noun-Relative clause (NRel) dominant	Crazzolara 1933: 161
Nunggubuyu	 Noun-Relative clause (NRel) dominant	Heath 1984: 561, 570
Nung (in Vietnam)	 Noun-Relative clause (NRel) dominant	Saul and Wilson 1980: passim, 78ff
Nupe	 Noun-Relative clause (NRel) dominant	Smith 1967a: 21-22
Nzakara	 Noun-Relative clause (NRel) dominant	Santandrea 1965b: 198
Obolo	 Noun-Relative clause (NRel) dominant	Faraclas 1984: 38
Ogbronuagum	 Noun-Relative clause (NRel) dominant	Kari 2000: 45
Ojibwa (Eastern)	 Noun-Relative clause (NRel) dominant	Rhodes 1991: 1 ; Valentine 2001: 580 
Olo	 Noun-Relative clause (NRel) dominant	Staley n.d.: ix; Staley 1995: passim, 46, 74, 75
O'odham	 Noun-Relative clause (NRel) dominant	Saxton 1982: 202, 250; Zepeda 1983: 105-107
Oromo (Harar)	 Noun-Relative clause (NRel) dominant	Owens 1985: 86
Oromo (Waata)	 Noun-Relative clause (NRel) dominant	Heine 1981: 24, passim
Otomí (Mezquital)	 Noun-Relative clause (NRel) dominant	Hess 1968: 132, 135
Pa'a	 Noun-Relative clause (NRel) dominant	Skinner 1979: 67, 123-126
Paamese	 Noun-Relative clause (NRel) dominant	Crowley 1982: 99
Paiute (Northern)	 Noun-Relative clause (NRel) dominant	Snapp et al. 1982: 82-85
Paiwan	 Noun-Relative clause (NRel) dominant	Egli 1990: 178 
Palauan	 Noun-Relative clause (NRel) dominant	Josephs 1975: 452
Palaung	 Noun-Relative clause (NRel) dominant	Milne 1921: passim
Panará	 Noun-Relative clause (NRel) dominant	Dourado 2001: 88
Pare	 Noun-Relative clause (NRel) dominant	Kagaya 1989: 52, 53
Päri	 Noun-Relative clause (NRel) dominant	Simeoni 1978: passim
Pashto	 Noun-Relative clause (NRel) dominant	Shafeev 1964: 35-36, 62
Patep	 Noun-Relative clause (NRel) dominant	Lauck 1976: passim
Pattani	 Noun-Relative clause (NRel) dominant	Sharma 2000: passim
Paulohi	 Noun-Relative clause (NRel) dominant	Stresemann 1918: 79
Paumarí	 Noun-Relative clause (NRel) dominant	Chapman and Derbyshire 1991: 238
Pero	 Noun-Relative clause (NRel) dominant	Frajzyngier 1989: 276
Persian	 Noun-Relative clause (NRel) dominant	Rastorgueva 1964: 60
Pilagá	 Noun-Relative clause (NRel) dominant	Vidal 2001: 372-374
Pima Bajo	 Noun-Relative clause (NRel) dominant	Estrada Fernández 1996: 16
Pipil	 Noun-Relative clause (NRel) dominant	Campbell 1985: 128-129
Pitjantjatjara	 NRel or internally-headed	Bowe 1990: 100ff 
Podoko	 Noun-Relative clause (NRel) dominant	Jarvis 1989: 68
Pohnpeian	 Noun-Relative clause (NRel) dominant	Rehg 1981: 344 
Pokot	 Noun-Relative clause (NRel) dominant	Crazzolara 1978: 65; Baroja 1989: 272
Polish	 Noun-Relative clause (NRel) dominant	
Port Sandwich	 Noun-Relative clause (NRel) dominant	Crowley 2002e: 655
Portuguese	 Noun-Relative clause (NRel) dominant	Parkinson 1988: 157
Puluwat	 Noun-Relative clause (NRel) dominant	Elbert 1974: 117, 126
Purépecha	 Noun-Relative clause (NRel) dominant	Foster 1969: 77-78, 179
Raga	 Noun-Relative clause (NRel) dominant	Crowley 2002c: 631
Rapanui	 Noun-Relative clause (NRel) dominant	Chapin 1978: 149-150
Resígaro	 NRel or internally-headed	Allin 1976: 223, 229ff, 230, 231
Romanian	 Noun-Relative clause (NRel) dominant	Mallinson 1986: 56
Romani (Welsh)	 Noun-Relative clause (NRel) dominant	Sampson 1926: passim
Romansch (Sursilvan)	 Noun-Relative clause (NRel) dominant	Haiman 1988: 371-372
Ron	 Noun-Relative clause (NRel) dominant	Seibert 1998: 71
Rotuman	 Noun-Relative clause (NRel) dominant	Churchward 1940: 29
Roviana	 Noun-Relative clause (NRel) dominant	Corston-Oliver 2002: 480
Rukai (Tanan)	 NRel or RelN	Zeitoun 2007: 310-311
Runga	 Noun-Relative clause (NRel) dominant	Nougayrol 1989: 45
Runyankore	 Noun-Relative clause (NRel) dominant	Morris and Kirwan 1972: 27-28, 45, 57, 224-225
Russian	 Noun-Relative clause (NRel) dominant	Bivon 1971: 84 
Sahu	 Noun-Relative clause (NRel) dominant	Visser and Voorhoeve 1987: 44, 59
Sakao	 Noun-Relative clause (NRel) dominant	Guy 1974a: 74
Saliba (in Papua New Guinea)	 Noun-Relative clause (NRel) dominant	Margetts 1999b: 22
Samba Leko	 Noun-Relative clause (NRel) dominant	Fabre 2003: 214ff
Samoan	 Noun-Relative clause (NRel) dominant	Marsack 1962: 76-77
Sandawe	 Noun-Relative clause (NRel) dominant	Eaton 2008: 169
Sango	 Noun-Relative clause (NRel) dominant	Samarin 1967b: 63, 70-71
Sangu	 Noun-Relative clause (NRel) dominant	Idiata 1998: 73-74
Sarcee	 Noun-Relative clause (NRel) dominant	Cook 1984: 60, 106-108
Sardinian	 Noun-Relative clause (NRel) dominant	Jones 1988: 335
Sedang	 Noun-Relative clause (NRel) dominant	Smith 1979: 77
Seediq	 Noun-Relative clause (NRel) dominant	Holmer 1996: 74-75; Aldridge 2004: 100
Semelai	 Noun-Relative clause (NRel) dominant	Kruspe 1999: 331 
Sesotho	 Noun-Relative clause (NRel) dominant	Paroz 1946: 166
Shabo	 Noun-Relative clause (NRel) dominant	Teferra and Unseth 1989: 416
Shatt	 Noun-Relative clause (NRel) dominant	Tucker and Bryan 1966: 239
Shona	 Noun-Relative clause (NRel) dominant	Fortune 1955: 181, 181-188
Siar	 Noun-Relative clause (NRel) dominant	Ross 2002f: 419
Sikaritai	 Noun-Relative clause (NRel) dominant	Martin 1986: passim
Sinhala	 Noun-Relative clause (NRel) dominant	Gair 1970: 158
Sio	 Noun-Relative clause (NRel) dominant	Clark and Clark 1987: 80, 84
Sipakapense	 Noun-Relative clause (NRel) dominant	Barrett 1999: 266
Siroi	 Noun-Relative clause (NRel) dominant	Wells 1979: 73-74
Sisiqa	 Noun-Relative clause (NRel) dominant	Ross 2002l: 461
Slave	 NRel or internally-headed	Rice 1989: 1000, 1309-1310
So	 Noun-Relative clause (NRel) dominant	Serzisko 1989: 393
Sobei	 Noun-Relative clause (NRel) dominant	Sterner and Ross 2002: 175
Somali	 Noun-Relative clause (NRel) dominant	Saeed 1987: 228-229; Kirk 1905: 125
Sougb	 Noun-Relative clause (NRel) dominant	Reesink 2002: 525
Southeast Ambrym	 Noun-Relative clause (NRel) dominant	Crowley 2002b: 664
Spanish	 Noun-Relative clause (NRel) dominant	Green 1988: 104-105
Squamish	 NRel or RelN	Kuipers 1967: 175-176
Sre	 Noun-Relative clause (NRel) dominant	Manley 1972: 82, 156-158
Sudest	 Noun-Relative clause (NRel) dominant	Anderson and Ross 2002: 331
Sulka	 Noun-Relative clause (NRel) dominant	Tharp 1996: 88, 147
Sundanese	 Noun-Relative clause (NRel) dominant	Hardjadibrata 1985: 38-40
Swahili	 Noun-Relative clause (NRel) dominant	Ashton 1947: 110-113
Swati	 Noun-Relative clause (NRel) dominant	Ziervogel 1952: 170
Swedish	 Noun-Relative clause (NRel) dominant	McClean 1963: passim; Holmes and Hinchliffe 1994: 220-221, 533 
Taba	 Noun-Relative clause (NRel) dominant	Bowden 1997a: 446
Tagalog	 Noun-Relative clause (NRel) dominant	Schachter and Otanes 1972: 123, 131; Aldridge 2004: 200
Tahitian	 Noun-Relative clause (NRel) dominant	Tryon 1970a: passim
Taiof	 Noun-Relative clause (NRel) dominant	Ross 2002g: 432
Tajik	 Noun-Relative clause (NRel) dominant	Rastorgueva 1963: 97, 99, 106
Takia	 Noun-Relative clause (NRel) dominant	Ross 2002h: 230
Talysh (Southern)	 Noun-Relative clause (NRel) dominant	Stilo 2005: passim
Tamabo	 Noun-Relative clause (NRel) dominant	Jauncey 2002: 614
Tamashek	 Noun-Relative clause (NRel) dominant	Heath 2005: 14, 623ff
Tapieté	 Noun-Relative clause (NRel) dominant	Gonzalez 2005: 230
Tarahumara (Central)	 Noun-Relative clause (NRel) dominant	Cohen 1998: 229
Tarahumara (Western)	 NRel or RelN	Burgess 1984: 131-132
Tariana	 Noun-Relative clause (NRel) dominant	Aikhenvald 2003: 479, 537, 542
Tatana'	 Noun-Relative clause (NRel) dominant	Dunn and Peck 1988: 207, 210
Tauya	 NRel or RelN	MacDonald 1990: 109, 266-268
Tawala	 Noun-Relative clause (NRel) dominant	Ezard 1991: 404
Tboli	 Noun-Relative clause (NRel) dominant	Porter 1977: 52, passim
Temiar	 Noun-Relative clause (NRel) dominant	Benjamin 1976: 155-156
Temne	 Noun-Relative clause (NRel) dominant	Scott 1956: passim; Wilson 1961a: 31-33
Tennet	 Noun-Relative clause (NRel) dominant	Randal 1998: 226, 259
Tenyer	 Noun-Relative clause (NRel) dominant	Prost 1964h: 228-229
Teop	 Noun-Relative clause (NRel) dominant	Mosel and Spriggs 1992: 103
Tepehua (Huehuetla)	 Noun-Relative clause (NRel) dominant	Kung 2007: 589 
Tepehuan (Northern)	 Noun-Relative clause (NRel) dominant	Bascom 1982: 376-379
Tepehua (Tlachichilco)	 Noun-Relative clause (NRel) dominant	Watters 1988: 12, passim
Tera	 Noun-Relative clause (NRel) dominant	Newman 1970: 36
Teribe	 Noun-Relative clause (NRel) dominant	Quesada 2000: 127
Teso	 Noun-Relative clause (NRel) dominant	Hilders and Lawrance 1956: 22-23
Tetun	 Noun-Relative clause (NRel) dominant	van Klinken 1997: 133
Tetun Dili	 Noun-Relative clause (NRel) dominant	Williams van Klinken et al. 2002: 25
Thai	 Noun-Relative clause (NRel) dominant	Warotamasikkhadit 1972: 48; Anthony et al. 1968: 502
Tibetan (Drokpa)	 NRel or RelN	Kretschmar 1986: 91
Tidore	 Noun-Relative clause (NRel) dominant	van Staden 2000: 193, 295ff
Tigak	 Noun-Relative clause (NRel) dominant	Beaumont 1979: 50
Timugon	 Noun-Relative clause (NRel) dominant	Prentice 1971: 178, 190-192
Tinrin	 Noun-Relative clause (NRel) dominant	Osumi 1995: 265-273 
Tirmaga	 Noun-Relative clause (NRel) dominant	Bryant 1999: 115
Tiwi	 Noun-Relative clause (NRel) dominant	Osborne 1974: 72
Tlapanec	 Noun-Relative clause (NRel) dominant	Suárez 1983a: 298
Tobati	 Noun-Relative clause (NRel) dominant	Donohue 2002: 193
Tokelauan	 Noun-Relative clause (NRel) dominant	Hooper 1996: 40
Tolai	 Noun-Relative clause (NRel) dominant	Franklin et al. 1974: 127
Tondano	 Noun-Relative clause (NRel) dominant	Sneddon 1975: passim
Tonga (in Zambia)	 Noun-Relative clause (NRel) dominant	Collins 1962: 101-108
Tongan	 Noun-Relative clause (NRel) dominant	Churchward 1953: passim
Totonac (Xicotepec de Juárez)	 Noun-Relative clause (NRel) dominant	Reid et al. 1968: passim
Trique (Copala)	 Noun-Relative clause (NRel) dominant	Hollenbach 1992: 272
Tsimshian (Coast)	 Noun-Relative clause (NRel) dominant	Mulder 1994: 141; Boas 1911c: passim; Dunn 1979: passim
Tuareg (Air)	 Noun-Relative clause (NRel) dominant	Galand 1974: 38
Tubu	 Noun-Relative clause (NRel) dominant	Lukas 1953: 179; Tucker and Bryan 1966: 183
Tugun	 Noun-Relative clause (NRel) dominant	Hinton 1991: 45, 55
Tukang Besi	 NRel or internally-headed	Donohue 1999a: 304, 367
Tümpisa Shoshone	 NRel or RelN	Dayley 1989a: 366
Tunen	 Noun-Relative clause (NRel) dominant	Dugast 1971: 143, 312
Tungak	 Noun-Relative clause (NRel) dominant	Fast 1990: 55
Tunica	 Noun-Relative clause (NRel) dominant	Haas 1940: 102
Turkana	 Noun-Relative clause (NRel) dominant	Dimmendaal 1983a: 206, 308
Tuvaluan	 Noun-Relative clause (NRel) dominant	Besnier 2000: 151 
Tzutujil	 Noun-Relative clause (NRel) dominant	Dayley 1985: 231, 372ff
Ukrainian	 Noun-Relative clause (NRel) dominant	Stechishin 1958: 134
Uldeme	 Noun-Relative clause (NRel) dominant	de Colombel 1997: 98
Ulithian	 Noun-Relative clause (NRel) dominant	Lynch 2002b: 799
Ungarinjin	 Noun-Relative clause (NRel) dominant	Rumsey 1982: 138, 147
Urak Lawoi'	 Noun-Relative clause (NRel) dominant	Hogan 1988: 52, 73-74
Urat	 Noun-Relative clause (NRel) dominant	Sposato 2008: 12
Ute	 Noun-Relative clause (NRel) dominant	Southern Ute Tribe 1980: 202-203
Vafsi	 Noun-Relative clause (NRel) dominant	Stilo 2005: passim
Vietnamese	 Noun-Relative clause (NRel) dominant	Vu'ong-Gia-Thuy 1975: 120; Binh 1971: 130; Thompson 1965: 191, passim
Vinmavis	 Noun-Relative clause (NRel) dominant	Crowley 2002g: 643
Wahgi	 Noun-Relative clause (NRel) dominant	Luzbetak 1954: passim
Wakhi	 Noun-Relative clause (NRel) dominant	Grünberg 1988b: 103
Walman	 Noun-Relative clause (NRel) dominant	
Waorani	 NRel or RelN	Peeke 1994: 269
Wari'	 Noun-Relative clause (NRel) dominant	Everett and Kern 1997: 83-85, 150, 158 
Warrgamay	 NRel or RelN	Dixon 1981: passim
Welsh	 Noun-Relative clause (NRel) dominant	Williams 1980b: 56; Jones and Thomas 1977: 177; Thomas 1992a: 290; Bowen and Jones 1960: 121-124
West Makian	 Noun-Relative clause (NRel) dominant	Voorhoeve 1982: 25
Wichí	 Noun-Relative clause (NRel) dominant	Hunt 1940: 11, 71; Viñas Urquiza 1974: 112, 122, 131-132
Wichita	 Noun-Relative clause (NRel) dominant	Rood 1976: passim
Woleaian	 Noun-Relative clause (NRel) dominant	Sohn 1975: 183, 190, 291-300
Wolio	 Noun-Relative clause (NRel) dominant	Anceaux 1952: 41
Wolof	 Noun-Relative clause (NRel) dominant	Sauvageot 1965: 193, 195-196; Njie 1982: 87-99
Xhosa	 Noun-Relative clause (NRel) dominant	McLaren 1939: 51-55
!Xóõ	 Noun-Relative clause (NRel) dominant	Traill 1994: 20-21
Yagua	 Noun-Relative clause (NRel) dominant	Payne and Payne 1990: 342, 349; Payne 1990a: 82
Yapese	 Noun-Relative clause (NRel) dominant	Jensen 1977a: 152, 166, passim
Yaqui	 Noun-Relative clause (NRel) dominant	Lindenfeld 1973: 25, 66
Yoruba	 Noun-Relative clause (NRel) dominant	Rowlands 1969: 87
Yuchi	 Noun-Relative clause (NRel) dominant	Linn 2001: 500
Yukulta	 Noun-Relative clause (NRel) dominant	Keen 1983: passim
Yulu	 Noun-Relative clause (NRel) dominant	Boyeldieu 1987: 164; Santandrea 1970: 97
Yurok	 NRel or RelN	Robins 1958: 64
Zapotec (Isthmus)	 Noun-Relative clause (NRel) dominant	Pickett et al. 1998: 25, 107-108
Zapotec (Zoogocho)	 Noun-Relative clause (NRel) dominant	Sonnenschein 2005: 157
Zhuang (Northern)	 Noun-Relative clause (NRel) dominant	Yongxian Luo 2008: 307
Zoque (Chimalapa)	 Noun-Relative clause (NRel) dominant	Johnson 2000: 242
Zulu	 Noun-Relative clause (NRel) dominant	Ziervogel et al. 1981: 127-128, 220-225
