Language	Value	Reference
Ossetic	 Mixed	Abaev 1964: 130-131
Otomí (Mezquital)	 Initial subordinator word	Hess 1968: passim
Pa'a	 Initial subordinator word	Skinner 1979: passim
Paamese	 Initial subordinator word	Crowley 1982: passim
Páez	 Subordinating suffix	Slocum 1986: 129-139, 155
Paiwan	 Initial subordinator word	Ferrell 1982: passim
Palauan	 Initial subordinator word	Josephs 1975: 437, 445
Palaung	 Initial subordinator word	Milne 1921: passim
Pangasinan	 Initial subordinator word	Benton 1971a: 60-61, 66-67
Panjabi	 Initial subordinator word	Gill and Gleason 1969: 133; Gill and Gleason 1963: 276
Päri	 Initial subordinator word	Simeoni 1978: passim
Pashto	 Initial subordinator word	Shafeev 1964: 62-63
Passamaquoddy-Maliseet	 Initial subordinator word	Ng 2002
Patep	 Initial subordinator word	Lauck 1976: passim
Paulohi	 Initial subordinator word	Stresemann 1918: 76-77
Paumarí	 Mixed	Chapman and Derbyshire 1991: 225, passim 228
Pero	 Mixed	Frajzyngier 1989: 197-200, 269-275
Persian	 Initial subordinator word	Lambton 1967: 74; Rastorgueva 1964: 58-59, 61; Lazard 1957a: 236ff
Pipil	 Initial subordinator word	Campbell 1985: passim
Pohnpeian	 Initial subordinator word	Rehg 1981: 336 
Pokot	 Initial subordinator word	Crazzolara 1978: 128-132; Baroja 1989: 275-282
Polish	 Initial subordinator word	Bielec 1998: 229ff 
Pomo (Eastern)	 Subordinating suffix	McLendon 1975: 91-92
Pomo (Southeastern)	 Subordinating suffix	Moshinsky 1974: 77
Puluwat	 Initial subordinator word	Elbert 1974: 103ff
Pumi	 Final subordinator word	Lu 1983: 88
Qawasqar	 Mixed	Aguilera 1980: passim
Quechua (Imbabura)	 Subordinating suffix	Cole 1982: 61-65
Quileute	 Initial subordinator word	Andrade 1933: 212
Rama	 Mixed	Grinevald 1988: 208ff
Rapanui	 Initial subordinator word	Chapin 1978: 164
Rawang	 Final subordinator word	Barnard 1934: 13
Remo	 Subordinating suffix	Fernandez 1967: 61, 100
Resígaro	 Final subordinator word	Allin 1976: 238-241, 248-249, 260-262
Romanian	 Initial subordinator word	Mallinson 1986: 68, passim
Romani (Welsh)	 Initial subordinator word	Sampson 1926: 222-223
Romansch (Sursilvan)	 Initial subordinator word	Haiman 1988: 373
Rotuman	 Initial subordinator word	Churchward 1940: 29-30, passim
Roviana	 Initial subordinator word	Corston-Oliver 2002: 496
Rumu	 Mixed	Petterson 1999: passim 146, 148
Runga	 Mixed	Nougayrol 1989: 66-69
Runyankore	 Initial subordinator word	Morris and Kirwan 1972: 89-90
Russian	 Initial subordinator word	Bivon 1971: 11 
Sahu	 Initial subordinator word	Visser and Voorhoeve 1987: 60
Sakao	 Initial subordinator word	Guy 1974a: 72, 77
Samoan	 Initial subordinator word	Marsack 1962: 84-87, 108-111
Sandawe	 Initial subordinator word	Eaton 2008: 166
Sango	 Initial subordinator word	Samarin 1967b: 72, 211, 213
Sanuma	 Final subordinator word	Borgman 1990: 89, passim
Sarcee	 Mixed	Cook 1984: 88, passim
Sardinian	 Initial subordinator word	Jones 1988: 342
Sare	 Initial subordinator word	Sumbuk 1999
Savi	 Mixed	Buddruss 1967: 59
Savosavo	 Final subordinator word	Wegener 2008: 253, 264ff
Seediq	 Mixed	Holmer 1996: 59-60
Sema	 Final subordinator word	Sreedhar 1980: 170-171
Serbian-Croatian	 Initial subordinator word	Partridge 1964: 176
Seri	 Final subordinator word	Marlett 1981: 150-151
Shilluk	 Initial subordinator word	Kohnen 1933: 87-92
Shina	 Mixed	Bailey 1924: 76-77
Shiriana	 Final subordinator word	Gómez 1990: 131, 133-134
Shona	 Initial subordinator word	Fortune 1955: 410, 406-417
Siane	 Subordinating suffix	Salisbury 1956: 464-465
Sikkimese	 Final subordinator word	Sandberg 1888: 49, 50, 56, 57
Simeulue	 Initial subordinator word	Kahler 1963: passim
Sinaugoro	 Mixed	Tauberschmidt 1999: 78
Sinhala	 Mixed	Geiger 1938: passim
Sio	 Initial subordinator word	Clark and Clark 1987: 80
Sirionó	 Final subordinator word	Schermair 1949: 349ff; Priest and Priest 1967: passim
Siroi	 Final subordinator word	Wells 1979: 117-119, 128-131
Siuslaw	 Initial subordinator word	Frachtenberg 1914: 596, 601
Slave	 Mixed	Rice 1989: 1052-1064
Soddo	 Mixed	Cohen 1931: 210
Somali	 Initial subordinator word	Saeed 1987: passim; Kirk 1905: 127-129
Sonsorol-Tobi	 Initial subordinator word	Capell 1969: passim
Sorbian	 Initial subordinator word	Stone 1993: 664
Southern Toussian	 Initial subordinator word	Prost 1964g: 316
Spanish	 Initial subordinator word	
Squamish	 Initial subordinator word	Kuipers 1967: 189-190
Stieng	 Initial subordinator word	Miller 1976: 19
Sudest	 Initial subordinator word	Anderson and Ross 2002: 345-346
Suena	 Initial subordinator word	Wilson 1974: passim
Sulka	 Initial subordinator word	Tharp 1996: 148
Sundanese	 Initial subordinator word	Hardjadibrata 1985: 119-121
Supyire	 Initial subordinator word	Carlson 1994: 556, 562, 564, 570, 578
Susu	 Initial subordinator word	Houis 1963: passim
Swahili	 Initial subordinator word	Ashton 1947: 198
Swati	 Initial subordinator word	Ziervogel 1952: 209
Swedish	 Initial subordinator word	Holmes and Hinchliffe 1994: 461-462504 ; McClean 1963: 224-227
Taba	 Initial subordinator word	Bowden 1997a: 166
Tacana	 Final subordinator word	Ottaviano and Ottaviano 1967: passim; Ottaviano 1980: passim
Tagalog	 Initial subordinator word	Schachter and Otanes 1972: 463
Tahitian	 Initial subordinator word	Tryon 1970a: 70-71, 92-95
Tairora	 Subordinating suffix	Vincent and Vincent 1962: 25
Tajik	 Initial subordinator word	Rastorgueva 1963: passim 104
Tamang (Eastern)	 Subordinating suffix	Mazaudon 1976: 19
Tamashek	 Initial subordinator word	Heath 2005: 663, 666-669
Tamil	 Subordinating suffix	Asher 1982: passim
Tanacross	 Final subordinator word	Holton 2000: 292
Tarahumara (Western)	 Mixed	Burgess 1984: 139-140, passim
Tarao	 Initial subordinator word	Singh 2002: 85-86
Tariana	 Mixed	Aikhenvald 2003
Tashlhiyt	 Mixed	Applegate 1958: 27, passim; Applegate 1955: 40-41
Tatar	 Initial subordinator word	Poppe 1968: 85, 129
Tauya	 Mixed	MacDonald 1990: 266-267, 273, 286
Tawala	 Mixed	Ezard 1991: 450-451
Tboli	 Initial subordinator word	Porter 1977: passim
Telugu	 Mixed	Lisker 1963: 129-130, 279-283
Temne	 Initial subordinator word	Scott 1956: 30, 34; Wilson 1961a: 41
Tennet	 Initial subordinator word	Randal 1998: 257, 258
Teop	 Initial subordinator word	Mosel and Spriggs 1992: passim 100-101
Tepehua (Huehuetla)	 Initial subordinator word	Kung 2007: 605 
Tepehua (Tlachichilco)	 Initial subordinator word	Watters 1988: passim
Tera	 Initial subordinator word	Newman 1970: 29-32
Teso	 Initial subordinator word	Hilders and Lawrance 1956: 42-43, 46, passim
Tetun	 Initial subordinator word	van Klinken 1997: 56, 204, 308
Thai	 Initial subordinator word	Warotamasikkhadit 1972: 45-46; Anthony et al. 1968: 494-498, 536-538
Tibetan (Modern Literary)	 Mixed	Goldstein 1991: 69-70, 97-99, 163-164, 249
Tibetan (Standard Spoken)	 Final subordinator word	Denwood 1999: 219 
Ticuna	 Initial subordinator word	Anderson 1962: passim
Tigak	 Initial subordinator word	Beaumont 1979: passim
Tigré	 Mixed	Raz 1983: 91-93, passim
Tiipay (Jamul)	 Final subordinator word	Miller 2001: 255
Timugon	 Initial subordinator word	Prentice 1971: 225
Tinrin	 Initial subordinator word	Osumi 1995: 275-278 
Tiriyo	 Mixed	Meira 1999: 565-579
Tirmaga	 Mixed	Bryant 1999: 118-123
Tiwi	 Initial subordinator word	Osborne 1974: 70
Tlingit	 Final subordinator word	Naish 1979: passim
Toba	 Initial subordinator word	Klein 2001: 45
Tobati	 Initial subordinator word	Donohue 2002: 203
Tobelo	 Initial subordinator word	Holton 2003: 64-65
Tolai	 Initial subordinator word	Franklin et al. 1974: 126
Tondano	 Initial subordinator word	Sneddon 1975: 185-187
Tongan	 Initial subordinator word	Churchward 1953: 49-54
Tonkawa	 Subordinating suffix	Hoijer 1933-1938: 94, 106
Totonac (Xicotepec de Juárez)	 Initial subordinator word	Reid et al. 1968: 69
Trique (Copala)	 Initial subordinator word	Hollenbach 1992: 386-394
Trumai	 Subordinating suffix	Monod-Becquelin 1975: 210
Tshangla	 Subordinating suffix	Andvik 1999: 434ff 
Tsimshian (Coast)	 Initial subordinator word	Boas 1911c: 408ff.
Tsova-Tush	 Mixed	Holisky and Gagua 1994: 203-204
Tuareg (Ghat)	 Initial subordinator word	Nehlil 1909: 81
Tubu	 Mixed	Lukas 1953: 180
Tucano	 Final subordinator word	West 1980: 202-204
Tukang Besi	 Initial subordinator word	Donohue 1999a: 410, 411, 413, 415, 416
Tümpisa Shoshone	 Mixed	Dayley 1989a: 87-88, 346-354
Tunen	 Initial subordinator word	Dugast 1971: 211-214, 315-321
Tunica	 Subordinating suffix	Haas 1940: 91, 116-117
Turkana	 Initial subordinator word	Dimmendaal 1983a: 377, 392, 395-401
Turkish	 Mixed	Underhill 1976: 381-382, 388, 435-436
Tzotzil	 Initial subordinator word	Cowan 1969: passim
Tzutujil	 Initial subordinator word	Dayley 1985: 224-225, passim
Ubykh	 Subordinating suffix	Charachidze 1989: 386
Udi	 Initial subordinator word	Schulze 1982: passim
Udmurt	 Final subordinator word	Tepljashina 1966: 277, 277
Ukrainian	 Initial subordinator word	Stechishin 1958: 170-171, 229-230
Uldeme	 Initial subordinator word	de Colombel 1997: 86-88
Ungarinjin	 Initial subordinator word	Coate and Oates 1970: 57, 80
Urarina	 Final subordinator word	Olawsky 2006: 743
Urdu	 Initial subordinator word	Bender 1967: 144, 229
Uru	 Subordinating suffix	Vellard 1967: passim
Urubú-Kaapor	 Final subordinator word	Kakumasu 1986: 335, 363
Uzbek	 Initial subordinator word	Sjoberg 1963: 64
Vai	 Initial subordinator word	Welmers 1976: 105ff
Vietnamese	 Initial subordinator word	Binh 1971: 98; Vu'ong-Gia-Thuy 1975: passim; Nguyen 1975: 63-64, 76; Thompson 1965: 263
Vinmavis	 Initial subordinator word	Crowley 2002g: 648
Wakhi	 Internal subordinator word	Lorimer 1958: 218-219
Walman	 Initial subordinator word	Schmidt and Vormann 1900: passim
Wambon	 Final subordinator word	de Vries 1989: 102-106
Wambule	 Initial subordinator word	Opgenort 2004: 408-409 
Wappo	 Mixed	Li et al. 1977: passim; Radin 1929: 58-59, 147-149
Wari'	 Initial subordinator word	Everett and Kern 1997: 94-95 
Waunana	 Mixed	Loewen 1954: 62-64, 69, 113
Wayampi	 Final subordinator word	Grenand 1980: passim
Welsh	 Initial subordinator word	Williams 1980b: 155-159; Thomas 1992a: 268-269
West Makian	 Initial subordinator word	Voorhoeve 1982: 31
Wichí	 Initial subordinator word	Viñas Urquiza 1974: 114, 133; Tovar 1981: 230
Wichita	 Initial subordinator word	Rood 1976: passim
Wikchamni	 Initial subordinator word	Gamble 1978: 115
Wintu	 Subordinating suffix	Pitkin 1984: 135
Woleaian	 Initial subordinator word	Sohn 1975: 98-99, 302
Wolio	 Initial subordinator word	Anceaux 1952: 58
Wolof	 Initial subordinator word	Njie 1982: 245-257; Sauvageot 1965: 203-206
Xasonga	 Initial subordinator word	Koite-Herschel 1981-1982: 230-235
Yagaria	 Mixed	Renck 1975: 106, 205-206
Yagua	 Mixed	Payne 1990a: 80-81
Yansi	 Initial subordinator word	Mayanga 1985: 104-107
Yapese	 Initial subordinator word	Jensen et al. 1977: 316
Yaqui	 Mixed	Lindenfeld 1973: 85, 91-99
Yay	 Initial subordinator word	Hudak 1991: xxxi-xxxii
Yindjibarndi	 Subordinating suffix	Wordick 1982: 184-185
Yoruba	 Initial subordinator word	Ogunbowale 1970: passim
Yuchi	 Final subordinator word	Wagner 1934: 364
Yukaghir (Kolyma)	 Final subordinator word	Maslova 1999: 484, 518, 519 
Yukulta	 Internal subordinator word	Keen 1983: 243
Yup'ik (Central)	 Subordinating suffix	Reed et al. 1977: passim
Yurok	 Initial subordinator word	Robins 1958: 147
Zapotec (Isthmus)	 Initial subordinator word	Pickett et al. 1998: 105-107
Zapotec (Mitla)	 Mixed	Briggs 1961: 59-60, 83
Zapotec (Yatzachi)	 Mixed	Butler 1980: 320-323
Zapotec (Zoogocho)	 Initial subordinator word	Sonnenschein 2005: 161
Zhuang (Northern)	 Mixed	Yongxian Luo 2008: 367-369
Zoque (Copainalá)	 Mixed	Harrison et al. 1981: 447, 457
Zoque (Ostuacan)	 Initial subordinator word	Engel and Longacre 1963: 339
Zulu	 Initial subordinator word	Ziervogel et al. 1981: 171, 234
