Language	Value	Reference
Ket	 Postpositions	Dul'zon 1968: 563; Comrie 1980: 265; Werner 1997a: 310ff 
Kete	 Prepositions	Kamba Muzenga 1980: passim
Kewa	 Postpositions	Franklin 1971: 31, 94
Khalaj	 Postpositions	Doerfer 1988: 96-99 
Khalkha	 Postpositions	Binnick 1979: 3
Kham	 Postpositions	Watters 1998: 276
Kham (Dege)	 Postpositions	Häsler 1999: 94
Kham (Tibetan) (Nangchen)	 Postpositions	Causemann 1989: 85
Khanty	 Postpositions	Filchenko 2007: 191
Kharia	 Postpositions	
Khasi	 Prepositions	Rabel 1961: 51, 74ff; Nagaraja 1985: 49-57
Khmer	 Prepositions	Gorgoniev 1966: 71
Khmu'	 Prepositions	Smalley 1961: 38
Khowar	 Postpositions	Bashir 2000: passim
Kikuyu	 Prepositions	Barlow 1960: 200-201
Kilivila	 Prepositions	Senft 1986: 28, 93
Kiliwa	 No adpositions	Mixco 1971: passim
Kiluba	 Prepositions	DeClercq 1929: 75
Kimaghama	 Postpositions	Boelaars 1950: 36
Kinga	 Prepositions	Wolff 1905: 97
Kinnauri	 Postpositions	Sharma 1988: 90-93
Kinyarwanda	 Prepositions	Hurel 1959: 106-107
Kiowa	 No adpositions	Watkins 1984: 210, 193-194, 210-211
Kipea	 Prepositions	Adam 1897: 15
Kire	 Postpositions	Stanhope 1972: 57
Kirghiz	 Postpositions	Hebert and Poppe 1963: 39
Kiribati	 Prepositions	Groves et al. 1985: 65; Cowell 1951: 43
Kirma	 Postpositions	Prost 1964b: 61
Kisi	 Prepositions	Childs 1995: 129, 253
Kiwai (Southern)	 Postpositions	Ray 1933: 66
Klamath	 Postpositions	Gatschet 1890: 468, 553-554; Barker 1964: 338, passim
Koasati	 Postpositions	Kimball 1991: 480, 495
Kobon	 Postpositions	Davies 1981b: 56, 105, 206, 124ff
Koegu	 Prepositions	Hieda 1998: 351
Koiali (Mountain)	 Postpositions	Garland and Garland 1975: 432, 440
Kokborok	 Postpositions	Karapurkar 1976: 59
Kokota	 Prepositions	Palmer 2002: 515
Kolami	 Postpositions	Emeneau 1955: 103
Koluri	 Postpositions	Stilo 2005: passim
Kombai	 Postpositions	de Vries 1989: 182-184
Kombio	 Prepositions	Yi 2008: own work
Komi-Permyak	 Postpositions	Riese 1998: 272; Lytkin 1966a: 311, 312
Komi-Zyrian	 Postpositions	Hausenberg 1998: 319
Kongo	 Prepositions	Bentley 1887: 554, 609-612
Konni	 No dominant order	Cahill 1999: 23-24
Korana	 Postpositions	Meinhof 1930: 55-56
Korean	 Postpositions	Sohn 1999: 213 
Koreguaje	 Postpositions	Cook and Criswell 1993: iii
Korku	 Postpositions	Drake 1903: passim
Koromfe	 No dominant order	Rennison 1997: 73, 77, 153ff., 294
Koryak	 Postpositions	Zhukova 1968b: 287
Kosraean	 Prepositions	Lee 1975: 137ff
Koyraboro Senni	 Postpositions	Prost 1956: 70, 118-119; Heath 1999a: 10, 134-146
Koyra Chiini	 Postpositions	Heath 1999b: 103, 108
Koyukon	 Postpositions	Chapman 1914: passim
Kposo	 Postpositions	Wolf 1981: 72
Krahô	 Postpositions	Shell 1952: 120
Kresh	 Prepositions	Santandrea 1976: 81-83; Tucker and Bryan 1966: 83
Kugu Nganhcara	 Postpositions	Smith and Johnson 2000: 386, 421, passim
Kuikúro	 Postpositions	
Kuku-Yalanji	 Prepositions	Hershberger 1979: 82; Patz 2002: 139
Kuman	 Postpositions	Trefry 1969: 22, 45, 83
Kumauni	 Postpositions	Apte and Pattanayak 1967: 57
Kuna	 Postpositions	Gianelli 2001: §2.9
Kunama	 Postpositions	Böhm 1984: 92-93; Thompson 1983: 298-300, 301, 306
Kuot	 Prepositions	Chung and Chung 1996: 5, 9, 26, 29, 56
Kurdish (Central)	 Prepositions	Blau 1980: 102; Abdulla and McCarus 1967: passim
Kusunda	 Postpositions	Reinhard and Toba 1970: passim
Kutenai	 No adpositions	
Kuuk Thaayorre	 Inpositions	Hall 1972: 74, 339-349
Kuvi	 Postpositions	Israel 1979: 73
Kwaio	 Prepositions	Keesing 1985: 154
Kwakw'ala	 Prepositions	Boas and Hunt 1905: passim
Kwami	 Prepositions	Leger 1994: 259
Kwangali	 Prepositions	Dammann 1957: 87-89
Kwaza	 No adpositions	van der Voort 2004: 105 
Kwerba	 Postpositions	Silzer 1976: 27
Kwoma	 Postpositions	Kooyers 1974: passim
Kwomtari	 Postpositions	Spencer 2008: passim
Kxoe	 Postpositions	Köhler 1981: 518
Kyaka	 Postpositions	Draper and Draper 2002: 18-19
Kyirong	 Postpositions	Huber 2005: 53
Kyuquot	 Prepositions	Rose 1981: 62-69
Laal	 Prepositions	Boyeldieu 1982: passim
Labu	 Prepositions	Siegel 1984: 105
Lacandón	 Prepositions	Bruce 1968: passim
Ladakhi	 Postpositions	Koshal 1979: 80-95
Lagwan	 Prepositions	Lukas 1936: 53-56
Lahu	 Postpositions	Matisoff 1973: 137, 155ff
Lai	 Postpositions	Hay-Neave 1953: 46-48
Lak	 Postpositions	Zhirkov 1955: 130
Lakhota	 Postpositions	Rood and Taylor 1996: 452; Buechel 1939: 113; Riggs 1893: 77
Lalo	 Postpositions	Björverud 1998: 74, 126-131
Lamaholot	 No dominant order	Nishiyama and Kelen 2007: 89-90
Lamang	 Prepositions	Wolff 1983: 215
Lamani	 Postpositions	Trail 1970: 107-111
Lamba	 Prepositions	Doke 1922: 133
Lampung	 Prepositions	Walker 1976: 22, 32
Langi	 Prepositions	Seidel 1898: 413
Lango	 Prepositions	Noonan 1992: 107
Lao	 Prepositions	Yates and Sayisthsena 1970: 45, 324, 347
Laragia	 Postpositions	Capell 1984b: 66, passim
Latvian	 Prepositions	Bielenstein 1863: 417 ; Lazdina 1966: 38-39, 189-190
Lavukaleve	 Postpositions	Terrill 1999: 57, 3.9, 138, 7.1 
Lebeo	 Prepositions	Gérard 1924: passim
Lele	 Prepositions	Frajzyngier 2001: 132, 137, 149, 150
Lelemi	 Postpositions	Höftmann 1971: 53-54, passim
Lenakel	 Prepositions	Lynch 1978: 68-72
Lendu	 Postpositions	Tucker and Bryan 1966: 58; Tucker 1967: 400
Lepcha	 Postpositions	Mainwaring 1876: 78
Leti	 Prepositions	van Engelenhoven 1995: 176
Lewo	 Prepositions	Early 1994a: 267ff
Lezgian	 Postpositions	Gadzhiev 1963: 142; Haspelmath 1993: 213
Lhomi	 Postpositions	Vesalainen and Vesalainen 1980: passim
Lillooet	 Prepositions	van Eijk 1997: 219
Linda	 Prepositions	Cloarec-Heiss 1986: 66, 270-282
Lisu	 Postpositions	Hope 1974: 27
Lithuanian	 Prepositions	Dambriunas et al. 1966: 364-365
Logoti	 Postpositions	Tucker 1967: 166-176
Lokono	 Postpositions	Pet 1987: 78
Londo	 Prepositions	Kuperus 1985: 182, 184
Longgu	 Prepositions	Hill 2002: 555
Loniu	 Prepositions	Hamel 1985: 126-129
Lotha	 Postpositions	Acharya 1983: 110, 155, 157, passim
Lou	 Prepositions	Stutzman 1997: 14
Luganda	 Prepositions	Ashton et al. 1954: passim
Lugbara	 Postpositions	Barr 1965: 64-65, 114; Crazzolara 1960: 113-123
Luiseño	 Postpositions	Hyde 1971: passim; Akmajian et al. 1979: passim
Lunda	 Prepositions	Kawasha 2003: 246, 248, 255
Lungchang	 Postpositions	Rekhung 1988b: passim
Luo	 Prepositions	Omondi 1982: 120, 127, 210-210, 368-369
Lusi	 Prepositions	Counts 1969: passim
Luvale	 Prepositions	Horton 1949: 202
Luwo	 Prepositions	Buth 1981: 74
Maasai	 Prepositions	Tucker and Mpaayei 1955: 41, 43
Maba	 Postpositions	Tucker and Bryan 1966: 199; Trenga 1947: 113-115
Macedonian	 Prepositions	Friedman 1993: 260
Macushi	 Postpositions	Carson 1982: 86; Williams 1932: 103ff; Abbott 1991: 110
Ma'di	 Postpositions	Blackings and Fabb 2003; Tucker 1967: 166ff,, 288
Madimadi	 Prepositions	Hercus 1986a: 121, 135
Mae	 Prepositions	Capell 1962a: 17
Magahi	 Postpositions	Verma 2003b: 312
Magar	 Postpositions	Shepherd and Shepherd 1973: passim
Magi	 Postpositions	Thomson 1975a: 649
Maipure	 Postpositions	Zamponi 2003a: 33
Maisin	 Postpositions	Ross 1984: 22, 30, 32
Maithili	 Postpositions	Jha 1958: 324-349
Majang	 Postpositions	Unseth 1989: 97, 104, 106
Makah	 No dominant order	
Makasae	 Postpositions	Huber 2008: 60-67
Maklew	 Postpositions	Boelaars 1950: 24
Makua	 Prepositions	Woodward 1926: 309-310
Malagasy	 Prepositions	Bennett 1986: 54-62
Maleu	 Prepositions	Haywood 1996: 160, 170
Malgwa	 Prepositions	Löhr 2002: 215
Mam	 Prepositions	England 1983: 153
Mamanwa	 Prepositions	Miller and Miller 1976: passim
Mambai	 Prepositions	Eguchi 1971: 163
Manadonese	 Prepositions	Wantalangi 1993: 50
Manam	 Postpositions	Lichtenberk 1983: 356
Manchu	 Postpositions	Haenisch 1961: 49
Mandan	 Postpositions	Kennard 1936: 25, passim
Mandarin	 No dominant order	Li and Thompson 1981: passim
Mandinka (Gambian)	 Postpositions	Rowlands 1959: 111
Mangap-Mbula	 Prepositions	Bugenhagen 1995: 15
Mangarrayi	 Prepositions	Merlan 1982: 27
Manggarai	 Prepositions	Semiun 1993: 34ff
Mangghuer	 Postpositions	De Smedt and Mostaert 1964: 155; Slater 2003: 109, 162, 178
Maninka (Western)	 Postpositions	Delafosse 1929: 256-257
Mano	 Postpositions	Becker-Donner 1965: 19-24
Manobo (Western Bukidnon)	 Prepositions	Elkins 1970: 13-14, 13, 49
Mansi	 Postpositions	Honti 1988: 161; Murphy 1968: 54, 123, 139
Maori	 Prepositions	Bauer 1993: 93, 103 
Mapudungun	 No dominant order	Augusta 1903: 128
Mara	 Prepositions	Heath 1981: 85
Maranungku	 Postpositions	Tryon 1970b: 63-64, 68
Marathi	 Postpositions	
Margi	 Prepositions	Hoffmann 1963: 236
Maricopa	 Postpositions	Gordon 1986: 15, 28, 36
Mari (Meadow)	 Postpositions	Kangasmaa-Minn 1998: 236; Sebeok and Ingemann 1961: 45, passim
Marind	 Postpositions	Boelaars 1950: passim
Marquesan	 Prepositions	Lynch 2002a: 874
Marrithiyel	 Postpositions	Tryon 1974: 74
Martuthunira	 No adpositions	Dench 1995: passim
Maru	 Postpositions	Abbey 1899: 21; Clerk 1911: 12, 19
Masa	 Prepositions	Caitucoli 1986: passim
Massachusett	 Prepositions	Goddard and Bragdon 1988: 588
Matngele	 Postpositions	Tryon 1974: 45
Matsés	 Postpositions	Fleck 2003: 788
Mauka	 Postpositions	Ebermann 1986a: 122-133
Maung	 Prepositions	Capell and Hinch 1970: passim
Maxakalí	 Postpositions	Popovich and Popovich 2005: passim
Maybrat	 Prepositions	Brown 1990: passim; Dol 1999: 87, 126, 130-131, 134, 230
Mayogo	 Prepositions	Sawka 2001: 29, 32
Mazanderani	 Postpositions	Yoshie 1996: 22
Mazatec (Huautla)	 Prepositions	Pike 1967: 326
Mbara	 No dominant order	Tourneux et al. 1986: 193
Mbay	 No dominant order	Fortier 1971: 66-72
Mbere	 Prepositions	Adam 1954: 152
Mbodomo	 Prepositions	Boyd 1997: 77, 81
Mbum	 Prepositions	Hagège 1970: 115-117
Mehri	 Prepositions	Simeone-Senelle 1997: 409
Meithei	 Postpositions	Chelliah 1997: 108, passim
Mekens	 Postpositions	Galucio 2001: 136
Mekeo	 Postpositions	Jones 1998a: 129, 199, 215-216
Mende	 Postpositions	Aginsky 1935: 88-89, 99
Menomini	 No adpositions	Bloomfield 1962: passim
Menya	 Postpositions	
Meyah	 Prepositions	Gravelle 2004: 189
Mian	 Postpositions	Fedden 2007: 150, 226, 229 
Mien	 No adpositions	Mao and Tsu-yao 1972: 247
Migama	 Prepositions	Jungraithmayr and Adams 1992: 58
Mikir	 Postpositions	Grüssner 1978: 76-77
Mina	 Prepositions	Frajzyngier and Johnston 2005: 125, 142-148
Minangkabau	 Prepositions	Moussay 1981: 261
Minaveha	 Postpositions	Lovell 1994: 40-41, 86
Mising	 Postpositions	Prasad 1991: 58-64
Miskito	 Postpositions	Adam 1891: 26ff., 183ff
Mixe (Coatlán)	 Prepositions	Van Haitsma and Van Haitsma 1976: 77
Mixtec (Atatlahuca)	 Prepositions	Alexander 1980: 83
Mixtec (Chalcatongo)	 Prepositions	Macaulay 1996: 89, 115
Mixtec (Jicaltepec)	 Prepositions	Bradley 1970: passim
Mixtec (Ocotepec)	 Prepositions	Alexander 1988: 270
Mixtec (Peñoles)	 Prepositions	Daly 1973: 7-8, 35
Mixtec (Yosondúa)	 Prepositions	Farris 1992: 12
Miya	 Prepositions	Schuh 1998: 302-311
Mizo	 Postpositions	Chhangte 1989: 96, 101, 123, 136
Mlabri (Minor)	 Prepositions	Rischel 1995: 157 
Mochica	 Postpositions	Adelaar 2004: 328, 332 
Mofu-Gudur	 Prepositions	Barreteau 1988: 66-67
Mokilese	 Prepositions	Harrison and Albert 1976: passim
Mokilko	 Prepositions	Jungraithmayr 1990: 49
Mombum	 Postpositions	Boelaars 1950: 32
Momu	 Postpositions	Blake 2007: 19-20
Momuna	 Postpositions	Reimer 1986: passim
Mon	 Prepositions	Bauer 1982a: 332
Mondunga	 Prepositions	De Boeck 1952: 55-56
Mongo	 Prepositions	Hulstaert 1966: 177ff
Mono-Alu	 No dominant order	Fagan 1986: 90
Mono (in United States)	 Postpositions	Norris 1986: 27, 89ff
Monumbo	 Postpositions	Vormann and Scharfenberger 1914: passim
Mooré	 No dominant order	Lehr et al. 1966: 4, 76, 134
Mor	 Prepositions	Laycock 1978: 300
Moraori	 Postpositions	Boelaars 1950: 48
Mordvin (Erzya)	 Postpositions	Zaicz 1998: 204
Moro	 No dominant order	Black and Black 1971: passim
Moru	 Postpositions	Tucker 1967: 166-176, 288; Tucker and Bryan 1966: 58
Motu	 Postpositions	Lawes 1888: 5
Movima	 Prepositions	Haude 2006: 281
Mpur	 Prepositions	Odé 2002: 69
Mumuye	 Prepositions	Shimizu 1983: 75, 138
Muna	 Prepositions	van den Berg 1989b: 137
Mundang	 Prepositions	Elders 2000: 243
Mundari	 Postpositions	Sinha 1975: 108; Osada 1992: 46-61, 127-128
Mundurukú	 Postpositions	Crofts 1973: passim
Munzombo	 Prepositions	Boyi 1983: 310-311
Mupun	 Prepositions	Frajzyngier 1993: 73, 192
Murle	 No dominant order	Lyth 1971: 42-43, 50
Murrinh-Patha	 No dominant order	Street 1980: passim
Musgu	 Prepositions	Tourneaux 1978: 274; Meyer-Bahlburg 1972: 144-148, 178-179
Musom	 Prepositions	Holzknecht 1997b: 96-99
Musqueam	 Prepositions	Suttles 2004: passim
Mussau	 Prepositions	Ross 2002b: 163
Mwera	 No adpositions	Harries 1950: 19
Nabak	 Postpositions	Fabian et al. 1998: 79
Nadëb	 Postpositions	Weir 1984: 95
Nagatman	 Postpositions	Campbell and Campbell 1987: 7
Naga (Zeme)	 Postpositions	Soppitt 1885: 6, 20, passim
Nahuatl (Huasteca)	 Prepositions	Beller and Beller 1979: 243-244
Nahuatl (Michoacán)	 Prepositions	Sischo 1979: 341
Nahuatl (Tetelcingo)	 Prepositions	Tuggy 1979: 61
Nakanai	 Prepositions	Johnston 1980: 33, 36-37, 187
Nalik	 Prepositions	Volker 1998: 149
Nama	 Postpositions	Hagman 1977: 101-103
Namia	 Postpositions	Feldpausch and Feldpausch 1992: 10, passim 56
Nancowry	 Prepositions	Radhakrishnan 1970: passim
Nande	 Prepositions	Baudet 1947: 51
Nandi	 Prepositions	Creider and Creider 1989: 69-70; Hollis 1909: 230
Nankina	 Postpositions	Spaulding and Spaulding 1994: 180
Nara (in Ethiopia)	 Postpositions	Tucker and Bryan 1966: 335; Thompson 1976a: 485, 487
Nar-Phu	 Postpositions	Noonan 2003a: 340
Nasioi	 Postpositions	Hurd and Hurd 1966: passim
Natchez	 Postpositions	Swanton 1991: 97-100
Navajo	 Postpositions	Young and Morgan 1987: 205a
Ncàm	 No dominant order	Cox 1998: 184, 264-266
Ndjébbana	 Postpositions	McKay 2000: 191, 313
Ndonga	 Prepositions	Fivaz 1986: 153
Ndumu	 Prepositions	Biton 1969: 614
Ndut	 Prepositions	Morgan 1996: 70
Ndyuka	 Prepositions	Huttar and Huttar 1994: 185ff 
Nehan	 Prepositions	Todd 1978: passim
Nend	 Postpositions	Harris 1990: 103, 135
Nenets	 Postpositions	Tereshchenko 1966a: 390
Neo-Aramaic (Arbel Jewish)	 Prepositions	Khan 1999: 186ff., 299ff. 
Nepali	 Postpositions	Bandhu 1973: 18-19
Nevome	 Postpositions	Shaul 1982: 44, 90-93
Newar (Dolakha)	 Postpositions	Genetti 1990: 72 
Newari (Kathmandu)	 Postpositions	Malla 1985: 80
Ngaanyatjarra	 Postpositions	Douglas 1964: passim
Ngäbere	 Postpositions	Alphonse 1956: 4, 22
Ngad'a	 Prepositions	Arndt 1933b: 47-48
Ngalakan	 No adpositions	Merlan 1983: passim
Ngambay	 Prepositions	Vandame 1963: 112; Thayer 1978: 3, 11-15
Ngan'gityemerri	 Postpositions	Reid 1990: 326ff
Ngankikurungkurr	 Postpositions	Hoddinott and Kofod 1988: passim 70
Ngbaka (Minagende)	 Prepositions	GrandEury 1991: 395
Ngbandi	 Prepositions	Toronzoni 1989: 308ff
Ngiti	 Postpositions	Kutsch Lojenga 1994: 302
Ngiyambaa	 No adpositions	Donaldson 1980: passim
Ngizim	 Prepositions	Schuh 1972: 33
Ngoni	 Prepositions	Ngonyani 2003: 78
Nguna	 Prepositions	Schütz 1969a: 40-41
Nias	 Prepositions	Brown 2001
Nicobarese (Car)	 Prepositions	Braine 1970: 249-250
Nisgha	 Prepositions	Tarpent 1987: 199, 436, 454
Niuafo'ou	 Prepositions	Early 2002: 860
Niuean	 Prepositions	Seiter 1980: 29-30, 36-37
Nivkh	 Postpositions	Panfilov 1962: 122
Nkonya	 Postpositions	Reineke 1972: 50
Nkore-Kiga	 Prepositions	Taylor 1985: 51
Nocte	 Postpositions	Das Gupta 1971: 5, 7
Noni	 No dominant order	Hyman 1981b: 80-84
Noon	 Prepositions	Soukka 2000: 138-146
Norwegian	 Prepositions	Olson 1901: 97ff
Nsenga	 Prepositions	Ranger 1928: 133
Nuaulu	 Prepositions	Bolton 1990: 81
Nubian (Dongolese)	 Postpositions	Armbruster 1960: 128, 132, 327
Nuer	 Prepositions	Crazzolara 1933: 189-192
Nunggubuyu	 No adpositions	Heath 1984: 152
Nung (in Vietnam)	 Prepositions	Saul and Wilson 1980: 38
Nuosu	 Postpositions	Chen et al. 1985: 131
Nupe	 Prepositions	Smith 1967a: passim 49
Nyangumarda	 No dominant order	Geytenbeek 1980: 31
Nyimang	 Postpositions	Tucker and Bryan 1966: 247
Nyishi	 Postpositions	Hamilton 1900: 48
Nyulnyul	 Inpositions	McGregor 1996: 29, 49
Nzakara	 Prepositions	Tucker and Bryan 1966: 146; Santandrea 1965b: 58ff., 64, 213
Obolo	 Prepositions	Faraclas 1984: 54, 114
Ocuilteco	 Prepositions	Muntzel 1986: 141, 143
Ogbronuagum	 Prepositions	Kari 2000: 50
Ojibwa (Eastern)	 No adpositions	Valentine 2001: passim 
Oksapmin	 Postpositions	Lawrence 1972: passim
Olo	 Prepositions	Staley 1995: 43
Ömie	 Postpositions	Austing and Upia 1975: 575-577
Oneida	 No adpositions	
O'odham	 No dominant order	Saxton 1982: passim; Zepeda 1983: 46-47
Orok	 Postpositions	Petrova 1968: 187
Orokaiva	 Postpositions	Healey et al. 1969: 48, 50-53
Oromo (Harar)	 Postpositions	Owens 1985: 103, 120, passim 128
Oromo (Waata)	 Postpositions	Heine 1981: 24, 36, 24
Orya	 Postpositions	Fields 1997: passim 260
Osage	 Postpositions	Quintero 1997: 33
Ossetic	 Postpositions	Abaev 1964: 127
Otomí (Mezquital)	 Prepositions	Hess 1968: passim
Owininga	 Postpositions	Escott 2008: 5
Pa'a	 Prepositions	Skinner 1979: 53, 55
Paamese	 Prepositions	Crowley 1982: 74, 164
Páez	 Postpositions	Slocum 1986: passim
Paiute (Northern)	 No dominant order	Snapp et al. 1982: 35-36, 39-42
Paiwan	 Prepositions	Ferrell 1982: 31
Palauan	 Prepositions	Josephs 1975: 276ff
Palaung	 Prepositions	Milne 1921: 66, 114
Palikur	 Prepositions	Green and Green 1972: 32ff
Panará	 Postpositions	Dourado 2001: 88
Pangasinan	 Prepositions	Benton 1971a: 59-60
Pangwa	 Prepositions	Stirnimann 1983: 198ff
Panjabi	 Postpositions	Gill and Gleason 1969: 16-17; Gill and Gleason 1963: 94, 119, 163, 176-177
Pare	 Prepositions	Kagaya 1989: 48
Päri	 Prepositions	Simeoni 1978: 75-79; Andersen 1988: passim
Pashto	 Postpositions	Tegey and Robson 1996: 171
Passamaquoddy-Maliseet	 Prepositions	Ng 2002
Patep	 Prepositions	Lauck 1976: passim
Pattani	 Postpositions	Sharma 1982a: 121, passim
Patwin	 Postpositions	Whistler 1977: passim
Paulohi	 Prepositions	Stresemann 1918: 61ff
Paumarí	 Postpositions	Chapman and Derbyshire 1991: 274, 164-165, 250-253
Pawaian	 Postpositions	Trefry 1969: 22, 45, 83
Pero	 Prepositions	Frajzyngier 1989: 179-182, 190, 195
Persian	 Prepositions	Elwell-Sutton 1941: 17, 24-25; Rastorgueva 1964: 25
Pilagá	 No adpositions	Vidal 2001: 316
Pipil	 Prepositions	Campbell 1985: passim 59
Pirahã	 Postpositions	Everett 1986: 287
Pisa	 Postpositions	Boelaars 1950: 76
Pitjantjatjara	 Postpositions	Bowe 1990: 9, 29 
Podoko	 Prepositions	Jarvis 1989: 70
Pogoro	 Prepositions	Hendle 1907: 50-51
Pohnpeian	 Prepositions	Rehg 1981: 284 
Poko-Rawo	 No dominant order	
Pokot	 Prepositions	Crazzolara 1978: 135
Polish	 Prepositions	Brooks 1975: 334-347; Bielec 1998: 209ff ; Stone 1980: 9
Pomo (Northern)	 Postpositions	O'Connor 1992: 10
Pomo (Southeastern)	 Postpositions	Moshinsky 1974: 98, passim
Popoluca (Sierra)	 Prepositions	Elson 1967: 280-281
Port Sandwich	 Prepositions	Crowley 2002e: 658
Portuguese	 Prepositions	Hutchinson and Lloyd 1996: 90 
Prasuni	 Postpositions	Morgenstierne 1949: 219-220
Puluwat	 Prepositions	Elbert 1974: 19, 76ff
Pumi	 Postpositions	Ding 1998: 110; Lu 1983: 63-65
Pungupungu	 Postpositions	Tryon 1974: 190-192
Puquina	 Postpositions	Adelaar 2004: 356 
Purépecha	 No dominant order	Foster 1969: 184-185
Purki	 Postpositions	Rangan 1979: 75-77
Qafar	 Postpositions	Bliese 1981: 3, passim
Qawasqar	 Postpositions	Aguilera 1980: passim
Qiang	 Postpositions	LaPolla 2003b: 71; Sun 1981: passim
Quechua (Huallaga)	 Postpositions	Weber 1989: 250
Quechua (Imbabura)	 Postpositions	Cole 1982: 77, 100, 12ff
Raga	 Prepositions	Crowley 2002c: 634
Rama	 Postpositions	Grinevald 1988: 33, 114
Rapanui	 Prepositions	Chapin 1978: 144, 146
Rawang	 Postpositions	Barnard 1934: 7, 13
Remo	 Postpositions	Fernandez 1967: 65-69, 97
Resígaro	 Postpositions	Allin 1976: 238ff
Retuarã	 Postpositions	Strom 1992: 53
Rikbaktsa	 Postpositions	Boswood 1978a: 29
Romanian	 Prepositions	Mallinson 1986: 101
Romani (Welsh)	 Prepositions	Sampson 1926: 221-222, 217
Ronga	 Prepositions	Junod 1896: 179-184
Rotuman	 Prepositions	Churchward 1940: 31-33
Rukai (Tanan)	 Prepositions	Li 1973: 72, 111
Rumu	 Postpositions	Petterson 1999: 11, 13
Runga	 Postpositions	Nougayrol 1989: 35-38
Runyankore	 Prepositions	Morris and Kirwan 1972: 22, 62
Russian	 Prepositions	Borras and Christian 1959: passim
Rutul	 Postpositions	Alekseev 1994b: 224
Sa'a	 Prepositions	Ivens 1918: passim
Saami (Northern)	 Postpositions	Bartens 1989: 160, 206, 267-268
Sahu	 Prepositions	Visser and Voorhoeve 1987: 55-56
Sakao	 Prepositions	Guy 1974a: 42, 64
Sáliba (in Colombia)	 Postpositions	Suarez 1977: 23-25
Saliba (in Papua New Guinea)	 Postpositions	Mosel 1994a: 16
Salinan	 Prepositions	Mason 1918: 57
Salt-Yui	 Postpositions	Irwin 1974: 37, 43
Samba Leko	 Postpositions	Fabre 2003: 91
Samoan	 Prepositions	Marsack 1962: 88-93, 105
Sandawe	 Postpositions	Eaton 2008: 27ff
Sango	 Prepositions	Samarin 1967b: 91-92, 113
Santa	 Postpositions	Kim 2003: 361
Santali	 Postpositions	Neukom 2001: 152
Sanuma	 Postpositions	Borgman 1990: 154, 120-126
Sarcee	 Postpositions	Cook 1984: 42-46
Sare	 Postpositions	Sumbuk 1999
Savi	 Postpositions	Buddruss 1967: 45
Savosavo	 Postpositions	Wegener 2008: 132
Sebei	 Prepositions	O'Brien and Cuypers 1975: 43
Sedang	 Prepositions	Smith 1979: 93
Selepet	 Postpositions	McElhanon 1972: passim
Selknam	 Postpositions	Najlis 1973: 2
Sema	 Postpositions	Sreedhar 1980: 66, 70, 106ff
Seme	 Postpositions	Prost 1964d: 375
Semelai	 Prepositions	Kruspe 1999: 359 
Seminole	 Postpositions	Nathan 1977: 6, 129, passim
Sena	 Prepositions	Anderson 1897: 34
Sengele	 Prepositions	Mangulu 2001: 319
Sentani	 Postpositions	Cowan 1965: 54
Serbian-Croatian	 Prepositions	Partridge 1964: 33, 123
Seri	 Postpositions	Marlett 1981: passim
Sesotho	 Prepositions	Paroz 1946: 35-36
Shabo	 Postpositions	Teferra 1991: 383; Teferra and Unseth 1989: 416
Sharanahua	 Postpositions	Scott and Frantz 1974: passim
Shekhawati	 Postpositions	Gusain 2001: 55
Sherpa	 Postpositions	Schottelndreyer and Schottelndreyer 1973: passim
Shilluk	 Prepositions	Westermann 1912: 93; Kohnen 1933: 79-85
Shina	 Postpositions	Bailey 1924: 74
Shipibo-Konibo	 Postpositions	Faust 1973: 36, 54
Shira Yughur	 Postpositions	Nugteren 2003: 282
Shiriana	 Postpositions	Borgman and Cue 1963: 229, passim; Gómez 1990: 72-73, 128
Shona	 Prepositions	Fortune 1955: 101-103, 392
Shuri	 Postpositions	Kuwae 1983: 293ff
Shuswap	 Prepositions	Kuipers 1974: 74
Siar	 Prepositions	Ross 2002f: 422
Sidaama	 Postpositions	Kawachi 2007: 239, 258
Sikkimese	 Postpositions	Sandberg 1888: 22, 23
Simeulue	 Prepositions	Kahler 1963: passim
Sinaugoro	 Postpositions	Tauberschmidt 1999: 54
Sinhala	 Postpositions	Geiger 1938: 166-167, passim
Sio	 Prepositions	Clark and Clark 1987: 38, passim
Sipakapense	 Prepositions	Barrett 1999: 208
Sirionó	 Postpositions	Priest and Priest 1967: passim; Firestone 1965: passim; Schermair 1949: 83-84
Siroi	 Postpositions	Wells 1979: 12, 16, 48-53
Sisiqa	 Prepositions	Ross 2002l: 464
Siuslaw	 No adpositions	Frachtenberg 1914: passim
Skou	 Postpositions	Voorhoeve 1971: D
Slave	 Postpositions	Rice 1989: 1001
Slovene	 Prepositions	Priestly 1993: passim
So	 Prepositions	Tucker and Bryan 1966: 400-401; Serzisko 1989: 394-395
Sobei	 Prepositions	Sterner 1976: 172-173
Soddo	 No dominant order	Cohen 1931: 207ff
Somali	 No dominant order	Kirk 1905: 78
Songe	 Prepositions	Samain 1923: 31
Sonsorol-Tobi	 Prepositions	Capell 1969: 61
Sora	 Postpositions	Ramamurti 1931: 56
Sorbian	 Prepositions	Stone 1993: 655
Sougb	 Prepositions	Reesink 2002: 230
Southern Toussian	 Postpositions	Prost 1964g: 307
Spanish	 Prepositions	Green 1988: 103
Squamish	 Prepositions	Kuipers 1967: 153
Sre	 Prepositions	Manley 1972: 62-63
